iata,nx,ny
325,20.19690519,-1005.196905
326,649.1969052,-630.1969052
327,1175.918535,-662.1969052
328,1156.231666,-714.1969052
329,2027.888846,-279.1969052
330,-550.1969052,-239.1969052
331,1093.196905,-95.21014015
332,-729.8030948,-1153.196905
333,1878.975166,372.1969052
334,-562.1969052,678.1969052
335,-981.1969052,112.1969052
336,647.8030948,-1168.196905
337,-238.8030948,-1063.196905
338,-1085.196905,48.80309481
339,660.1969052,1106.196905
340,-619.1969052,-629.1969052
341,997.1969052,893.4091994
342,-1159.196905,-121.1020708
343,823.1969052,-448.1969052
344,-380.9817306,-1105.196905
345,171.8030948,1463.232416
346,818.8030948,1184.671685
347,974.1969052,29.19690519
348,-1059.196905,179.8030948
349,-1558.803095,-786.1969052
350,-269.8030948,1119.196905
351,-1616.803095,790.1969052
352,913.1969052,-309.1969052
353,172.1969052,1004.196905
354,-415.8030948,-2123.803095
355,989.1969052,620.4404447
356,-174.1969052,1007.196905
357,763.8030948,1550.731354
358,1288.964446,1396.803095
359,-797.1969052,-509.1969052
360,-17.19690519,-1325.094487
361,-368.5276647,-2272.959097
362,1054.196905,263.902969
363,-183.1969052,934.1969052
364,-1049.196905,-49.19690519
365,926.1969052,-156.1969052
366,-1155.196905,385.8030948
367,1735.35865,-664.3873814
368,-974.1969052,-186.1969052
369,1535.803095,1007.168224
370,-55.31746961,1059.196905
371,-1800.803095,809.5467383
372,1408.803095,-2143.803095
373,1784.269601,-509.1969052
374,-574.1969052,733.1969052
375,1049.803095,2258.803095
376,-565.1969052,-700.1969052
377,944.1969052,252.1969052
378,136.8030948,-1043.196905
379,-397.1969052,-815.1969052
380,-632.1969052,-578.1969052
381,1783.962822,875.603148
382,1083.196905,-57.80309481
383,-709.1969052,525.1969052
384,390.8891115,-1034.196905
385,1544.803095,878.1969052
386,113.4984253,-846.1969052
387,-1080.196905,-499.5794397
388,658.8030948,1166.196905
389,34.19690519,-990.1969052
390,-447.8030948,1272.196905
391,-294.8030948,1209.196905
392,-1212.196905,328.0017224
393,-521.909617,1395.196905
394,-201.9302976,1249.196905
395,-1408.196905,835.8030948
396,-430.8030948,-1280.196905
397,-976.1969052,471.1969052
398,-1469.803095,-2328.803095
399,-1151.196905,-1052.803095
400,1090.196905,-1270.621277
401,198.1969052,-1203.196905
402,-1975.803095,1189.803095
403,280.4225135,1374.196905
404,598.1969052,-934.1969052
405,-424.9191516,-1172.196905
406,-1421.633596,1596.652297
407,-2346.803095,-220.1969052
408,-318.8030948,1229.196905
409,740.4696856,-1166.196905
410,-1038.803095,1320.196905
411,674.2899624,2081.803095
412,-538.8030948,-2212.430297
413,-1304.196905,-103.6395532
414,-814.1969052,650.1969052
415,252.8030948,1357.196905
416,-497.9910447,2400
417,252.1969052,1034.196905
418,-759.1790282,-709.1969052
419,-1380.196905,347.2199986
420,-530.8030948,-1409.196905
421,-531.7810932,1169.196905
422,-379.1969052,-1022.196905
423,-1146.23392,1742.803095
424,-1757.293343,1239.223656
425,1322.196905,319.3215969
426,310.1783046,-1346.196905
427,-431.8030948,1415.196905
428,-76.80309481,-1200.196905
429,882.1969052,-584.1969052
430,-967.8030948,1414.196905
431,1171.196905,-408.1969052
432,976.7683338,1886.694264
433,1393.196905,535.8030948
434,1580.196905,-1558.803095
435,497.1969052,-1912.157408
436,453.1969052,-909.1969052
437,-994.1969052,-1864.803095
438,-1689.803095,1713.803095
439,1337.196905,-92.19690519
440,-2143.803095,667.1969052
441,1397.196905,-841.8030948
442,1041.803095,1176.196905
443,1263.196905,225.335629
444,244.9684538,1212.196905
445,-1164.196905,-135.1969052
446,-186.1350071,1989.172374
447,1172.196905,182.8030948
448,-574.1969052,-985.1969052
449,166.0205131,-1361.196905
450,1004.196905,-582.1969052
451,497.1969052,1143.196905
452,618.1969052,-1018.196905
453,552.1969052,1774.947239
454,-1253.196905,347.161162
455,1277.196905,-1355.803095
456,-23.67526816,1304.196905
457,-2293.044471,297.8030948
458,-553.1969052,910.1969052
459,602.1969052,-948.1969052
460,-226.1969052,1133.196905
461,-648.6379414,1402.196905
462,-1127.136428,2117.803095
463,-8.803094812,-1268.196905
464,-203.1969052,-1638.805669
465,1294.196905,-289.8030948
466,1235.51525,585.8030948
467,-790.1969052,-763.2994774
468,462.1969052,-1054.196905
469,-565.5833342,-1218.196905
470,-925.8030948,-1222.196905
471,-1227.196905,419.8030948
472,-1160.196905,-21.80309481
473,-90.59861587,-1344.196905
474,-559.8030948,-1383.196905
475,527.9135554,-1215.196905
476,-151.0539367,1097.196905
477,-472.1969052,-1106.196905
478,-1545.162346,-577.8030948
479,-373.7020553,-1253.196905
480,-153.0890051,1277.196905
481,-1221.196905,-340.8030948
482,-1.829014923,-1230.196905
483,-1103.196905,64.19690519
484,264.1969052,-1145.196905
485,1026.196905,-540.1969052
486,830.1969052,-1158.118874
487,897.1969052,479.1969052
488,-1199.196905,-517.8030948
489,-1427.019306,720.8030948
490,-1282.196905,8.196905188
491,1185.196905,-1478.803095
492,1049.019608,-490.5928263
493,578.1969052,884.1969052
494,-914.1969052,-458.1969052
495,-1362.196905,-727.8030948
496,196.8030948,-1337.196905
497,936.1969052,-644.1969052
498,2306.803095,-363.5092239
499,341.1969052,949.1969052
500,1950.327836,313.1969052
501,856.1969052,-435.1969052
502,-726.8030948,-1355.196905
503,-459.8030948,-1225.196905
504,-77.19690519,1062.196905
505,-264.4564506,1353.196905
506,-1277.196905,456.8030948
507,-1228.196905,-498.8030948
508,1027.196905,1826.803095
509,-6.469585438,-1120.196905
510,1893.657296,783.8030948
511,700.8030948,1293.196905
512,1625.803095,1578.094478
513,1054.803095,-2399.513675
514,-616.1969052,1895.803095
515,-808.1969052,1703.681222
516,764.1969052,-1073.196905
517,-608.8030948,1317.406917
518,-1188.803095,-1439.835486
519,1047.196905,-275.1969052
520,-1676.73386,-761.8030948
521,-620.1969052,1080.196905
522,1258.196905,124.8030948
523,355.1969052,1018.196905
524,-691.1969052,1863.803095
525,1337.803095,1482.226178
526,1266.196905,524.8030948
527,-1006.196905,-243.1969052
528,270.4465116,1239.196905
529,1239.196905,-10.80309481
530,996.1969052,572.1969052
531,1949.981902,-154.1969052
532,1423.196905,290.8030948
533,-1385.196905,-20.72334545
534,-310.8030948,1303.196905
535,-1030.196905,-188.1969052
536,810.1969052,-547.1969052
537,-110.441752,-1174.196905
538,-229.625912,-1095.196905
539,-710.1969052,-1330.863572
540,439.3409583,-1342.196905
541,-1083.196905,-470.1969052
542,-52.08747688,1275.196905
543,1117.196905,-533.1969052
544,-641.1969052,857.8326517
545,782.1969052,-755.1969052
546,-1160.196905,-433.1969052
547,-74.80309481,-1148.196905
548,-761.8030948,-1405.196905
549,2400,-1064.803095
550,-616.1969052,-732.1969052
551,-744.8678756,1331.196905
552,1058.196905,203.1969052
553,-939.1969052,-514.1969052
554,-1106.196905,-479.1969052
555,195.1969052,-1112.196905
556,739.1969052,-1590.362744
557,-821.964685,-1419.863572
558,-481.3062855,-1225.196905
559,941.1969052,-748.1969052
560,-1189.196905,-214.1969052
561,-487.1969052,-1076.196905
562,-1180.196905,-715.1969052
563,656.1969052,-1250.905234
564,1535.768334,-1424.127682
565,463.4079115,2252.042978
566,-792.1969052,-1674.115473
567,-1118.196905,536.1969052
568,-1163.196905,28.88927591
569,-1242.196905,8.196905188
570,-1450.196905,503.8030948
571,-122.5425637,1438.196905
572,1195.196905,-931.8030948
573,-889.1969052,-729.1969052
574,-694.1969052,-1251.804594
575,1571.196905,28.57678382
576,791.1969052,-1715.136428
577,-1576.803095,-2092.803095
578,-968.1969052,681.5461106
579,-32.29975717,1264.196905
580,-1352.196905,252.8030948
581,907.1969052,-1620.803095
582,1181.196905,-338.1969052
583,1060.196905,-1651.803095
584,-1737.958995,-339.1969052
585,-775.8030948,-1639.798304
586,1368.196905,287.2745008
587,-1963.955631,389.1969052
588,567.8030948,-1393.196905
589,-483.4203388,2400
590,-115.9690869,-1339.196905
591,-923.1969052,697.1969052
592,990.1969052,-322.1969052
593,-1324.196905,-14.41221368
594,86.80309481,-1271.196905
595,-1130.196905,-451.1969052
596,-1427.196905,14.49973414
597,-1017.196905,-914.6258075
598,116.676079,-1268.196905
599,-567.8030948,1259.196905
600,1287.196905,-343.2519738
601,-248.1284811,1315.196905
602,-973.1969052,-293.1969052
603,1348.196905,-8.652518169
604,590.1969052,-774.1969052
605,1159.196905,386.1969052
606,-1269.803095,-1075.196905
607,1113.196905,1615.803095
608,-1345.196905,-125.0955078
609,-1122.196905,-6.803094812
610,1164.196905,-261.8030948
611,2187.360006,-475.9544879
612,-1379.196905,561.8030948
613,1122.196905,253.1969052
614,-1378.196905,351.1969052
615,-797.1969052,-1958.803095
616,1427.196905,222.8030948
617,-433.1969052,1329.196905
618,843.1969052,1172.196905
619,1397.196905,-561.8030948
620,602.6508317,1325.196905
621,8.196905188,1273.196905
622,591.1969052,774.1969052
623,-2089.803095,1787.803095
624,-1697.196905,379.8030948
625,-410.1969052,1005.196905
626,-1346.196905,12.19690519
627,-178.8030948,1862.642656
628,108.1969052,-1568.196905
629,162.2626582,-1326.196905
630,1548.196905,-787.7735654
631,1415.196905,-364.8030948
632,-175.9238973,-1262.196905
633,-818.8030948,-1273.196905
634,-1436.196905,-136.6941548
635,-421.8030948,-1356.196905
636,-1287.748743,-12.80309481
637,-934.1969052,584.1969052
638,128.4336346,1271.196905
639,627.1969052,980.1969052
640,1199.196905,-487.1969052
641,1290.196905,-193.1969052
642,119.1969052,1055.196905
643,-964.8030948,2400
644,117.8030948,1261.196905
645,-878.1969052,809.1969052
646,460.260856,1532.196905
647,-531.8030948,-2399.970553
648,1570.196905,-17.19690519
649,1108.196905,283.1969052
650,-505.1969052,-879.1969052
651,-380.1969052,-1401.196905
652,751.1969052,749.1969052
653,1749.803095,1184.223656
654,-1574.196905,-910.8030948
655,-1213.196905,652.8756962
656,-575.1969052,-1066.196905
657,171.1727629,1181.196905
658,-1066.196905,435.4093304
659,746.1969052,-947.1969052
660,1276.196905,-294.5646752
661,-822.2576872,924.1969052
662,1254.196905,840.8030948
663,208.6461047,-1277.196905
664,1213.803095,1319.196905
665,-87.51954656,1428.196905
666,1135.196905,-8.536476236
667,403.6551245,-1347.196905
668,1212.196905,-432.3099918
669,-466.1969052,-842.1969052
670,1713.212943,-325.1969052
671,-1794.803095,-1052.809907
672,-1383.196905,479.8030948
673,43.17084752,-1401.196905
674,-995.069318,313.1969052
675,203.5808726,1266.196905
676,-933.1969052,1875.803095
677,720.1969052,879.1969052
678,773.1969052,-1164.196905
679,-215.8030948,1193.196905
680,-905.1969052,-430.1969052
681,-128.1969052,1267.196905
682,-1312.196905,-757.8030948
683,-1301.196905,771.8030948
684,-1236.196905,-1092.803095
685,-1083.803095,-1358.765308
686,16.80309481,-1273.196905
687,-693.1969052,-706.1969052
688,-546.1969052,-881.1969052
689,891.1969052,-751.2562933
690,1596.768334,-1345.803095
691,1095.196905,-380.1969052
692,367.1969052,1180.196905
693,-1785.803095,985.1969052
694,1152.196905,457.1969052
695,347.1969052,-1057.196905
696,-1337.196905,228.8030948
697,1160.196905,-994.8030948
698,-564.2145789,-2187.787969
699,1295.389888,-2050.999548
700,-828.990556,2130.118209
701,1274.283405,-635.1969052
702,1098.803095,-2092.260437
703,-709.1969052,616.1969052
704,1038.196905,-549.1969052
705,9.803094812,1301.196905
706,1500.975537,-695.1969052
707,-118.8030948,-1306.196905
708,64.80309481,-1167.196905
709,1390.196905,-504.8030948
710,1099.807492,-1052.196905
711,1334.346431,-644.8030948
712,831.1969052,559.1969052
713,-1473.196905,-261.9087287
714,71.00466543,-1212.196905
715,-756.1969052,-646.1969052
716,-1198.196905,676.5947436
717,1122.803095,2232.279083
718,1042.196905,633.1969052
719,-490.1969052,-968.1969052
720,408.1969052,-1009.196905
721,-962.1969052,422.1969052
722,-411.1969052,973.1969052
723,1268.196905,-581.6234552
724,-2034.803095,-1653.803095
725,1249.196905,314.3462923
726,13.7324228,1320.196905
727,-1214.196905,1485.803095
728,120.0687859,-1306.196905
729,-559.4087352,865.1969052
730,-746.1969052,-852.1969052
731,772.1969052,-752.1969052
732,152.4033392,2400
733,1211.706561,-480.1969052
734,307.8030948,-1176.196905
735,258.0150131,-1421.196905
736,-386.1969052,-1000.196905
737,-1280.264373,-1132.196905
738,274.1969052,1230.196905
739,2013.335562,564.1969052
740,-618.8030948,1198.196905
741,-1328.196905,471.1969052
742,-2140.98149,-456.7683338
743,2196.999911,-76.46976148
744,-961.1969052,-524.1969052
745,-962.1969052,-444.1969052
746,1180.196905,1309.803095
747,-1316.196905,-1745.338758
748,693.1969052,887.1969052
749,13.19690519,-1144.196905
750,-1435.196905,24.02658526
751,-1050.196905,-309.1969052
752,-271.1969052,1082.196905
753,-487.5589218,-1128.196905
754,554.1969052,-772.1969052
755,-1101.196905,-54.80309481
756,702.8030948,-1416.196905
757,-1386.196905,-218.8030948
758,1054.196905,-1516.803095
759,-1722.588481,-1420.803095
760,-1930.537766,785.2552911
761,-1314.730251,-2345.803095
762,-102.1969052,1174.196905
763,1092.196905,1460.604243
764,1419.196905,-550.8030948
765,-1155.196905,-1047.803095
766,-1322.196905,-262.3186989
767,984.1969052,257.1969052
768,-158.1969052,1108.196905
769,-1365.803095,-1381.768334
770,-321.8030948,-2169.590953
771,885.1969052,-637.1969052
772,-1393.196905,-358.8030948
773,-1018.196905,-466.1969052
774,-325.1969052,-2099.95063
775,-128.6197144,2319.254784
776,-15.19690519,-1332.196905
777,-85.76530542,2213.13091
778,-2062.803095,-1944.803095
779,-1168.196905,190.1969052
780,1192.196905,-295.488996
781,492.4169402,1324.196905
782,1360.803095,-1104.196905
783,-1396.196905,128.5302385
784,-1170.196905,1209.525793
785,1383.803095,-2399.990953
786,1189.196905,96.19690519
787,-1903.803095,950.1969052
788,-174.1969052,-1080.196905
789,1261.745006,-957.8030948
790,-1265.196905,-375.8030948
791,1934.009444,-601.8030948
792,-750.1969052,-1624.803095
793,-1158.196905,157.1969052
794,1581.803095,-1483.268334
795,-1755.272941,-577.8590152
796,1190.196905,26.90825031
797,-1425.196905,-597.8030948
798,-1199.196905,79.19690519
799,1180.196905,296.8024827
800,-1289.196905,288.8030948
801,987.1969052,846.8240198
802,621.1969052,-773.1969052
803,448.8030948,-1458.278946
804,-63.19690519,1737.255163
805,-1106.803095,-2399.146358
806,129.1969052,-1156.196905
807,762.1969052,617.1969052
808,-821.1969052,624.1969052
809,790.1969052,-710.1969052
810,1319.196905,-118.8030948
811,-491.1969052,2108.803095
812,-715.1969052,-903.1969052
813,-1332.803095,1619.216438
814,-924.3418657,1591.803095
815,1725.268334,1246.803095
816,-1933.873717,-190.1969052
817,1928.61056,1766.803095
818,2172.606059,-696.8635719
819,-350.1969052,1211.196905
820,139.8030948,-1270.196905
821,1696.803095,1116.196905
822,-492.1969052,-1127.196905
823,1404.701528,601.8030948
824,-2005.803095,752.589149
825,1904.136428,-27.19690519
826,-226.1969052,-1067.196905
827,1842.478799,-2052.803095
828,-1372.367474,-1.196905188
829,1151.196905,-372.1969052
830,-1433.196905,352.8030948
831,-135.4641805,-1038.196905
832,-1063.196905,68.32442855
833,-1347.196905,-471.8030948
834,-1262.196905,-151.8030948
835,958.1969052,-242.1298415
836,-1054.196905,-104.1969052
837,-1160.196905,-23.03047088
838,1151.196905,9.735028574
839,334.4637034,1015.196905
840,663.2097497,-1088.196905
841,-901.1969052,379.1969052
842,-1375.196905,815.7197655
843,1155.196905,-413.1969052
844,-322.1969052,933.1969052
845,-864.1969052,-728.1969052
846,-1258.196905,58.80309481
847,-894.1969052,-578.1969052
848,-2014.114342,632.1969052
849,2002.346159,805.8635719
850,866.1969052,57.00944402
851,696.1969052,779.1969052
852,1194.196905,470.8030948
853,-890.1969052,1082.803095
854,236.8030948,-1384.196905
855,-2346.045512,-113.4697615
856,-1059.196905,1205.454119
857,-502.8030948,1232.196905
858,-1273.196905,-182.0110844
859,910.1569332,547.1969052
860,912.1969052,-1352.604061
861,914.1969052,500.1969052
862,271.8030948,-1299.196905
863,-2112.803095,-951.6613853
864,362.8030948,-2047.751813
865,517.1969052,-1111.434709
866,-1116.196905,-305.0102066
867,674.1969052,722.1969052
868,581.324844,1779.791544
869,189.1969052,1173.196905
870,-2077.041542,-725.7683338
871,970.8030948,-1215.196905
872,1402.196905,-37.80309481
873,-2178.984155,277.1969052
874,992.8427038,1951.228456
875,792.1610967,-920.1969052
876,-655.8030948,1342.196905
877,363.1969052,1047.196905
878,829.8030948,1169.196905
879,444.8030948,-1336.196905
880,848.1969052,-650.1969052
881,1331.196905,-84.75674023
882,377.1969052,-965.1969052
883,-2297.803095,89.32388931
884,515.1969052,-1113.421495
885,-781.1969052,1760.262309
886,316.1969052,-968.1969052
887,23.40279215,-2399.490552
888,1163.196905,-1406.803095
889,812.1969052,514.1969052
890,1502.419127,1763.803095
891,1428.196905,-529.5681444
892,-522.1969052,-2073.803095
893,1536.803095,-1206.196905
894,-274.6969052,2137.303095
895,-999.1969052,-1587.803095
896,324.0097848,-2173.021419
897,727.8030948,1200.196905
898,-975.1969052,-1526.742655
899,-1569.803095,997.1969052
900,-984.1969052,-358.1969052
901,-700.1969052,989.1969052
902,1286.196905,-137.9951794
903,1169.86744,1946.058749
904,4.803094812,1322.196905
905,-305.1969052,-984.1969052
906,2400,-202.5838554
907,-332.8030948,1255.196905
908,1549.768334,1457.854806
909,1118.196905,1499.158685
910,1541.803095,1800.803095
911,1113.196905,453.1969052
912,-288.1969052,-2276.803095
913,-809.1969052,-797.1969052
914,754.1969052,1277.611459
915,1087.196905,278.1969052
916,-671.1969052,-1194.196905
917,-1187.196905,871.1969052
918,1119.196905,733.1969052
919,197.7761205,-1479.196905
920,1557.196905,35.80309481
921,1333.196905,-341.2750781
922,-717.1969052,997.1969052
923,880.2131749,-1571.196905
924,1446.196905,-127.537789
925,1112.196905,804.1969052
926,1069.196905,825.1969052
927,2246.803095,1883.803095
928,1579.196905,-60.80309481
929,-101.9329277,-1239.196905
930,954.1969052,1019.196905
931,1090.544389,-1499.196905
932,1800.243281,-549.1969052
933,1499.196905,-91.32867978
