id,if,author,dynasty,location,name,material,size1,size2,mulu,佳品,精品,区域1,区域2,分卷,分册
D017154,已出版,佚名,宋,四川博物院,柳枝觀音像,絹本設色,80.8×50.4,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,四川,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017155,已出版,趙佶,宋,四川博物院,臘梅雙禽圖,絹本設色,25.3×25.8,,書畫目錄,佳品（有圖）,精品（五代宋遼金）1,中国大陆,四川,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017162,已出版,夏□,宋,蘇州博物館,錢塘觀潮圖,絹本設色,25.5×25.8,,書畫目錄,佳品（有圖）,精品（五代宋遼金）3,中国大陆,江苏,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017163,已出版,佚名,宋,蘇州博物館,消夏圖,絹本設色,24.5×15.7,,書畫目錄,佳品（有圖）,精品（元）3,中国大陆,江苏,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017164,已出版,佚名,宋,蘇州博物館,松下賞月圖,絹本設色,29.6×30.8,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,江苏,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017178,已出版,范寬（傳）,宋,天津博物館,雪景寒林圖,絹本水墨,193.5×160.0,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017179,已出版,李唐,宋,天津博物館,濠濮圖,絹本設色,24.1×113.7,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017180,已出版,馬遠,宋,天津博物館,月下把杯圖,絹本設色,25.7×27.6,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017181,已出版,蘇漢臣,宋,天津博物館,嬰戲圖,絹本設色,18.2×22.8,,書畫目錄,佳品（有圖）,精品（五代宋遼金）2,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017182,已出版,揚無咎,宋,天津博物館,梅花圖,絹本水墨,22.7×23.9,,書畫目錄,佳品（有圖）,精品（五代宋遼金）3,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017183,已出版,佚名,宋,天津博物館,山寺群峰圖,絹本水墨,23.1×25.4,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017184,已出版,佚名,宋,天津博物館,花石草蟲圖,絹本設色,26.9×23.9,,書畫目錄,佳品（有圖）,,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017185,已出版,佚名,宋,天津博物館,高閣凌空圖,絹本設色,21.4×21.5,,書畫目錄,佳品（有圖）,,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017186,已出版,佚名,宋,天津博物館,金明池争標圖,絹本設色,28.2×28.4,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017187,已出版,佚名,宋,天津博物館,盥手觀花圖,絹本設色,30.2×32.1,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017188,已出版,佚名,宋,天津博物館,泥馬渡康王圖,絹本設色,28.9×196.3,,書畫目錄,佳品（有圖）,,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017189,已出版,佚名,宋,天津博物館,瑞應圖,絹本設色,26.8×136.0,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017190,已出版,趙孟堅,宋,天津博物館,水仙圖,紙本水墨,24.4×664.3,,書畫目錄,,,中国大陆,天津,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017217,已出版,佚名,宋,武漢博物館,奇峰樓閣圖,絹本設色,22.2×25.5,,書畫目錄,佳品（有圖）,,中国大陆,湖北,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017233,已出版,佚名,宋,徐悲鴻紀念館,朱雲折檻圖,絹本設色,132.2×76.3,,,,,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017234,已出版,佚名,宋,徐悲鴻紀念館,羅漢圖,絹本設色,132.6×68.5,,書畫目錄,佳品（有圖）,,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017235,已出版,佚名,宋,徐悲鴻紀念館,佛像圖,絹本設色,126.9×64.0,,,,,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017255,已出版,郭熙,宋,雲南省博物館,溪山行旅圖/溪山訪友圖,絹本水墨,95.1×46.2,,書畫目錄,佳品（有圖）,,中国大陆,云南,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017177,已出版,陳容,宋,中國美術館,墨龍圖,絹本水墨,112.2×49.4,,書畫目錄,,,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017285,已出版,蘇軾（傳）,宋,中國美術館,瀟湘竹石圖,絹本水墨,28.0×105.6,,書畫目錄,佳品（有圖）,,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017291,已出版,佚名,宋,中央美術學院美術館,山鵲枇杷圖,絹本設色,29.8×31.0,,書畫目錄,佳品（有圖）,,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017293,已出版,佚名,宋,重慶中國三峽博物館,蜀葵飛蝶圖,絹本設色,11.9×24.1,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,重庆,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017294,已出版,佚名,宋,重慶中國三峽博物館,清風搖玉珮圖,絹本設色,12.7×27.0,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,重庆,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017295,已出版,佚名,宋,重慶中國三峽博物館,瓊花真珠雞圖,絹本設色,13.2×25.2,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,重庆,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017296,已出版,佚名,宋,重慶中國三峽博物館,丁香飛峰圖,絹本設色,13.1×21.7,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,重庆,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017297,已出版,佚名,宋,重慶中國三峽博物館,鵪鶉圖,絹本設色,12.4×27.6,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,重庆,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017298,已出版,佚名,宋,重慶中國三峽博物館,荷塘飛燕圖,絹本設色,11.4×20.6,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,重庆,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017299,已出版,佚名,宋,重慶中國三峽博物館,綠茵牧馬圖,絹本設色,12.1×25.0,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,重庆,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017300,已出版,佚名,宋,重慶中國三峽博物館,葵花獅貓圖,絹本設色,12.9×26.8,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,重庆,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D017301,已出版,佚名,宋,重慶中國三峽博物館,阿氏多尊者圖,絹本設色,111.4×50.6,,書畫目錄,佳品（有圖）,,中国大陆,重庆,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第1册
D016165,已出版,馬遠（傳）,宋,朵雲軒,月夜撥阮圖,絹本設色,24.0×26.2,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016166,已出版,佚名,宋,朵雲軒,古劍寒梅圖（二開）,絹本設色,20.5×9.3,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016167,已出版,佚名,宋,朵雲軒,松嶺獨釣圖,絹本設色,23.6×26.1,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016168,已出版,佚名,宋,朵雲軒,高閣觀荷圖,絹本設色,25.1×26.7,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016169,已出版,佚名,宋,朵雲軒,寒窗讀易圖,絹本設色,26.2×24.3,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016170,已出版,佚名,宋,朵雲軒,乳犬戲蝶圖,絹本設色,24.3×26.9,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016171,已出版,佚名,宋,朵雲軒,枯樹鳴禽圖,絹本水墨,21.5×16.2,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016172,已出版,佚名,宋,朵雲軒,蘆塘鵝飲圖,絹本設色,25.9×25.7,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016173,已出版,佚名,宋,朵雲軒,蒼鷹搏兔圖,絹本設色,24.0×25.2,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016174,已出版,佚名,宋,朵雲軒,雪溪行旅圖,絹本設色,24.6×26.1,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016175,已出版,佚名,宋,朵雲軒,松堂訪友圖,絹本設色,23.7×24.6,,書畫目錄,,,中国大陆,上海,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016660,已出版,佚名,宋,杭州博物館,花鳥圖,絹本設色,21.2×24.7,,書畫目錄,,,中国大陆,浙江,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016666,已出版,佚名,宋,黑龍江省博物館,蠶織圖,絹本設色,27.5×513.0,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,黑龙江,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016667,已出版,佚名,宋,黑龍江省博物館,蘭亭圖,紙本水墨,34.0×557.0,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,黑龙江,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016893,已出版,閻次平,宋,南京博物院,四季牧牛圖,絹本設色,35.0×88.0,,書畫目錄,佳品（有圖）,精品（五代宋遼金）3,中国大陆,江苏,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016894,已出版,佚名,宋,南京博物院,江天樓閣圖,絹本設色,97.5×54.7,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,江苏,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016895,已出版,佚名,宋,南京博物院,松齋静坐圖,絹本設色,170.0×106.7,,書畫目錄,佳品（有圖）,精品（元）3,中国大陆,江苏,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016896,已出版,佚名,宋,南京博物院,桃花鴛鴦圖,絹本設色,105.3×49.0,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,江苏,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016897,已出版,佚名,宋,南京博物院,陳東像,絹本設色,133.1×61.0,,書畫目錄,佳品（有圖）,,中国大陆,江苏,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D016898,已出版,佚名,宋,南京博物院,灞橋風雪圖,絹本設色,91.3×30.1,,書畫目錄,佳品（有圖）,,中国大陆,江苏,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D017276,已出版,佚名,宋,中國國家博物館,職貢圖（殘）,絹本設色,25.0×206.8,,書畫目錄,佳品（有圖）,精品（五代宋遼金）2,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D017277,已出版,佚名,宋,中國國家博物館,中興四將像,絹本設色,26.0×90.6,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D017278,已出版,佚名,宋,中國國家博物館,雪窗讀書圖,絹本設色,49.2×31.0,,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D017279,已出版,佚名,宋,中國國家博物館,耕織圖,絹本設色,163.5×92.3,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D017280,已出版,佚名,宋,中國國家博物館,果熟來禽圖,絹本設色,25.0×26.3,,書畫目錄,佳品（有圖）,,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D017281,已出版,佚名,宋,中國國家博物館,狩獵圖,絹本設色,43.2×51.9,,書畫目錄,佳品（有圖）,,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D017282,已出版,佚名,宋,中國國家博物館,輞川圖,紙本水墨,43.8×959.4,,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D017283,已出版,佚名,宋,中國國家博物館,九歌圖,紙本水墨,44.4×688.6,,書畫目錄,佳品（有圖）,,中国大陆,北京,2-06 宋画全集 欧美藏品,2-05 宋画全集第5卷 第2册
D015890,已出版,范寬（傳）,宋,波士頓藝術博物館,雪山樓閣圖,絹本設色,182.4×103.0,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015891,已出版,魯宗貴,宋,波士頓藝術博物館,吉祥多子圖,絹本設色,24.0×25.8,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015892,已出版,馬和之（傳）,宋,波士頓藝術博物館,小雅南有嘉魚篇圖,絹本設色,27.0×383.8,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015893,已出版,馬麟,宋,波士頓藝術博物館,溪頭秋色圖,絹本設色,25.2×26.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015894,已出版,馬遠,宋,波士頓藝術博物館,柳岸遠山圖,絹本設色,23.8×24.2,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015895,已出版,馬遠,宋,波士頓藝術博物館,梅間後語圖,絹本設色,23.4×25.2,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015896,已出版,馬遠（傳）,宋,波士頓藝術博物館,雕臺望雲圖,絹本設色,25.2×24.5,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015897,已出版,蘇漢臣,宋,波士頓藝術博物館,靚妝仕女圖,絹本設色,25.2×25.7,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015898,已出版,蘇漢臣（傳）,宋,波士頓藝術博物館,嬰戲圖,絹本設色,22.4×24.7,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015899,已出版,夏珪,宋,波士頓藝術博物館,風雨行舟圖,絹本設色,23.9×25.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015900,已出版,夏珪（傳）,宋,波士頓藝術博物館,雨餘烟樹圖,絹本設色,144.5×101.0,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015889,已出版,佚名,宋,波士頓藝術博物館,平林霽色圖,紙本設色,37.5×150.8,,,,精品（五代宋遼金）2,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015901,已出版,佚名,宋,波士頓藝術博物館,北齊校書圖,絹本設色,27.6×114.0,,,,精品（五代宋遼金）2,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015902,已出版,佚名,宋,波士頓藝術博物館,番騎圖,絹本設色,27.8×125.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015903,已出版,佚名,宋,波士頓藝術博物館,人馬圖,絹本設色,33.1×36.0,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015904,已出版,佚名,宋,波士頓藝術博物館,歸去來辭書畫圖,絹本設色,30.0×438.6,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015905,已出版,佚名,宋,波士頓藝術博物館,番馬圖,絹本設色,23.4×24.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015906,已出版,佚名,宋,波士頓藝術博物館,文姬圖,絹本設色,24.4×22.2,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015907,已出版,佚名,宋,波士頓藝術博物館,孔子見榮啓期圖,絹本設色,24.8×25.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015908,已出版,佚名,宋,波士頓藝術博物館,古木竹石圖,絹本設色,24.2×25.7,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015909,已出版,佚名,宋,波士頓藝術博物館,江山秋色圖,絹本設色,26.7×28.0,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015910,已出版,佚名,宋,波士頓藝術博物館,荻岸停舟圖,絹本設色,23.8×24.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015911,已出版,佚名,宋,波士頓藝術博物館,僧院訪友圖,絹本設色,23.8×26.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015912,已出版,佚名,宋,波士頓藝術博物館,雪閣臨江圖,絹本設色,91.0×54.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015913,已出版,佚名,宋,波士頓藝術博物館,龐靈照圖,絹本設色,26.1×24.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015914,已出版,佚名,宋,波士頓藝術博物館,雪山蕭寺圖,絹本設色,24.7×25.5,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015915,已出版,佚名,宋,波士頓藝術博物館,樓閣圖,絹本設色,23.3×24.9,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015916,已出版,佚名,宋,波士頓藝術博物館,松澗雙鶴圖,絹本設色,23.3×24.5,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015917,已出版,佚名,宋,波士頓藝術博物館,雪景山水圖,絹本設色,26.8×26.0,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015918,已出版,佚名,宋,波士頓藝術博物館,調鸚圖,絹本設色,23.4×24.2,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015919,已出版,佚名,宋,波士頓藝術博物館,荷亭嬰戲圖,絹本設色,23.9×26.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015920,已出版,佚名,宋,波士頓藝術博物館,狸奴嬰戲圖,絹本設色,24.5×25.7,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015921,已出版,佚名,宋,波士頓藝術博物館,吕祖過洞庭圖,絹本設色,22.6×23.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015922,已出版,佚名,宋,波士頓藝術博物館,觀潮圖,絹本設色,23.7×25.4,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015923,已出版,佚名,宋,波士頓藝術博物館,晚靄行旅圖,絹本設色,22.8×25.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015924,已出版,佚名,宋,波士頓藝術博物館,寒林歸鴉圖,絹本設色,23.2×25.0,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015925,已出版,佚名,宋,波士頓藝術博物館,牧牛圖,絹本水墨,24.1×25.2,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015926,已出版,佚名,宋,波士頓藝術博物館,江浦秋亭圖,絹本設色,24.2×26.4,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015927,已出版,佚名,宋,波士頓藝術博物館,九歌圖,絹本設色,24.77×608.5,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015928,已出版,佚名,宋,波士頓藝術博物館,赤壁圖,絹本設色,30.9×128.8,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015929,已出版,佚名,宋,波士頓藝術博物館,三官圖：天官,絹本設色,125.5×55.9,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015930,已出版,佚名,宋,波士頓藝術博物館,三官圖：地官,絹本設色,125.5×55.9,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015931,已出版,佚名,宋,波士頓藝術博物館,三官圖：水官,絹本設色,125.5×55.9,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015932,已出版,佚名,宋,波士頓藝術博物館,晨星像,絹本設色,121.4×55.9,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015933,已出版,趙佶,宋,波士頓藝術博物館,五色鸚鵡圖,絹本設色,53.3×125.1,,,,精品（五代宋遼金）1,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015934,已出版,趙佶（傳）,宋,波士頓藝術博物館,摹張萱搗練圖,絹本設色,37.0×145.3,,,,精品（五代宋遼金）1,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015935,已出版,趙璚,宋,波士頓藝術博物館,迦諾迦跋蹉尊者圖,絹本設色,85.6×47.5,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015936,已出版,趙令穰,宋,波士頓藝術博物館,湖莊清夏圖,絹本設色,19.1×161.3,,,,精品（五代宋遼金）1,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015937,已出版,周季常,宋,波士頓藝術博物館,五百羅漢圖：雲中示現,絹本設色,111.5×53.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015938,已出版,周季常,宋,波士頓藝術博物館,五百羅漢圖：洞中入定,絹本設色,111.5×53.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015939,已出版,周季常,宋,波士頓藝術博物館,五百羅漢圖：應身觀音,絹本設色,111.5×53.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015940,已出版,周季常,宋,波士頓藝術博物館,五百羅漢圖：渡水羅漢,絹本設色,111.5×53.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D015941,已出版,朱銳（傳）,宋,波士頓藝術博物館,盤車圖,絹本設色,104.2×51.4,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第1册
D016720,已出版,陳居中（傳）,宋,克利夫蘭藝術博物館,胡騎秋獵圖,絹本水墨,24.4×27.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016721,已出版,高燾,宋,克利夫蘭藝術博物館,寒林聚禽圖,絹本設色,175.0×90.2,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016722,已出版,巨然,宋,克利夫蘭藝術博物館,溪山蘭若圖,絹本水墨,185.4×57.5,,,,精品（五代宋遼金）1,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016723,已出版,李安忠,宋,克利夫蘭藝術博物館,烟村秋靄圖,絹本設色,24.2×26.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016724,已出版,李迪,宋,克利夫蘭藝術博物館,宿禽激湍圖,絹本設色,24.8×25.8,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016725,已出版,李氏,宋,克利夫蘭藝術博物館,放牧圖,絹本設色,24.8×25.7,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016726,已出版,李嵩,宋,克利夫蘭藝術博物館,貨郎圖,絹本設色,24.2×25.7,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016727,已出版,李永,宋,克利夫蘭藝術博物館,喜鵲野兔圖,絹本水墨,24.7×24.0,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016728,已出版,梁楷（傳）,宋,克利夫蘭藝術博物館,秋蘆飛鶩圖,絹本水墨,23.0×22.9,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016729,已出版,劉松年,宋,克利夫蘭藝術博物館,松蔭鳴琴圖,絹本設色,24.0×24.9,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016730,已出版,馬麟,宋,克利夫蘭藝術博物館,春郊回雁圖,絹本設色,25.5×26.1,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016731,已出版,馬麟,宋,克利夫蘭藝術博物館,坐看雲起圖,絹本水墨,25.1×25.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016732,已出版,馬遠,宋,克利夫蘭藝術博物館,松蔭觀鹿圖,絹本設色,24.2×25.8,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016733,已出版,馬遠,宋,克利夫蘭藝術博物館,舉杯邀月圖,絹本設色,24.1×24.6,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016734,已出版,馬遠（傳）,宋,克利夫蘭藝術博物館,蹴踘圖,絹本設色,115.6×55.3,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016735,已出版,牧溪（傳）,宋,克利夫蘭藝術博物館,龍虎圖（一）,絹本水墨,123.8×55.9,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
D016736,已出版,牧溪（傳）,宋,克利夫蘭藝術博物館,龍虎圖（二）,絹本設色,123.8×55.9,,,,,北美,美国,2-07 宋画全集 日本藏品,2-06 宋画全集第6卷 第2册
