id,if,author,dynasty,location,name,material,size1,size2,mulu,佳品,精品,区域1,区域2,分卷,分册
D015000,已出版,閻立本（傳）,唐,波士頓藝術博物館,歷代帝王圖,絹本設色,51.3×531,卷,,,精品（戰國-唐）,北美,美国,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D014997,已出版,梁令瓚（傳）,汉至隋,大阪市立美術館,五星二十八宿神形圖/五星二十八宿神形圖卷(鈴木敬),絹本設色,27.5×489.7,卷,,,精品（戰國-唐）,日本,日本,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D014999,已出版,顧愷之,唐,大英博物館,女史箴圖（官網）,絹本設色,24.37×343.75,卷,,,精品（戰國-唐）,欧洲,英国,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D014990,已出版,顧愷之,唐,故宫博物院,列女仁智圖/列女圖(故宫),,25.8×471.8,卷,書畫目錄,佳品（有圖）,精品（戰國-唐）,中国大陆,北京,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D014991,已出版,李昭道,唐,故宫博物院,山水人物圖,,,軸,,,,中国大陆,北京,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D014992,已出版,李昭道,唐,故宫博物院,山水樓閣,,,卷,,,,中国大陆,北京,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D005032,已出版,盧楞伽,唐,故宫博物院,六尊者像六開/ 1/6第三撥納撥西尊者 2/6第八嘎納嘎哈綴襟尊者 3/6第十一租查巴那塔噶尊者 4/6第十五鍋巴嘎尊者 5/6第十七嘎沙雅巴尊者 6/6第十八納答密答喇尊者,绢/紙本設色（官網）,30×58,册,書畫目錄,佳品（有圖）,精品（五代宋遼金）2,中国大陆,北京,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D014993,已出版,吴道子,唐,故宫博物院,西旅貢獒圖,,,軸,,,,中国大陆,北京,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D005027,已出版,閻立本,唐,故宫博物院,步輦圖,絹設色,38.5×129,卷,書畫目錄,佳品（有圖）,精品（戰國-唐）,中国大陆,北京,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D005034,已出版,佚名,唐,故宫博物院,四朝選藻元册（1李思訓九成避暑頁；2趙佶枇杷山鳥頁；3宋人垂楊飛絮頁；4宋人山店風簾頁；5宋人層樓春眺頁；6宋人春江帆飽頁；7易元吉群猿摘果頁；8宋人南唐文會頁；9張敦禮松壑層樓頁；10王诜飛閣延風頁）,絹本設色,28.5×31.6,頁,書畫目錄,佳品（有圖）,精品（五代宋遼金）5,中国大陆,北京,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D005026,已出版,展子虔,汉至隋,故宫博物院,游春圖,絹設色,43×80.5,卷,書畫目錄,佳品（有圖）,精品（戰國-唐）,中国大陆,北京,1-01 先秦汉唐 传世作品 第1册,1-01 先秦汉唐 传世作品 第1册
D015001,已出版,韓幹,唐,大都會博物館,照夜白圖,紙本水墨,30.8×33.5,卷,,,,北美,美国,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D014998,已出版,韓滉,唐,大原美術館,五牛圖,,,,,,,日本,日本,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D014996,已出版,佚名,唐,東寺,真言七祖像（五幅）,,,,,,,日本,日本,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D005028,已出版,韓滉,唐,故宫博物院,五牛圖,紙設色,24.1×140.2,卷,書畫目錄,佳品（有圖）,精品（戰國-唐）,中国大陆,北京,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D005029,已出版,韓滉,宋,故宫博物院,豐稔圖,絹本設色,48.8×51.5,卷,書畫目錄,,,中国大陆,北京,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D005033,已出版,陸曜,宋,故宫博物院,六逸圖,纸本設色,28.3×247.6,卷,書畫目錄,,,中国大陆,北京,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D005037,已出版,佚名,宋,故宫博物院,百馬圖,絹本設色,27×301.5,卷,書畫目錄,佳品（有圖）,精品（五代宋遼金）2,中国大陆,北京,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D005038,已出版,佚名,唐,故宫博物院,宫苑圖,絹設色,23.9×76.8（圖目）,卷,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,北京,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D005042,已出版,佚名,宋,故宫博物院,京畿瑞雪圖,絹本設色,42.7×45.2,紈扇軸,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,北京,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D005043,已出版,佚名,唐,故宫博物院,宫苑圖,絹設色,162.5×83.7,軸,書畫目錄,佳品（有圖）,精品（五代宋遼金）4,中国大陆,北京,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D005030,已出版,周昉,唐,故宫博物院,地官出游圖(殘),絹設色,24.1×51.4,卷,,,,中国大陆,北京,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D005031,已出版,周昉,唐,故宫博物院,揮扇仕女圖（圖目）/紈扇仕女圖（故宫）,絹設色,33.2×203.3,卷,書畫目錄,佳品（有圖）,精品（戰國-唐）,中国大陆,北京,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D014908,已出版,佚名,唐,崑崙堂美術館,迦理迦尊者像,麻布設色,65×33.5,,,,,中国大陆,江苏,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D014995,已出版,周昉,唐,遼寧省博物館,簪花仕女圖,絹設色,46×180,卷,書畫目錄,佳品（有圖）,精品（五代宋遼金）1,中国大陆,辽宁,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D014907,已出版,孫位,唐,上海博物館,高逸圖,絹本設色,45.3×169.1,卷,書畫目錄,佳品（有圖）,精品（戰國-唐）,中国大陆,上海,1-01 先秦汉唐 传世作品 第2册,1-01 先秦汉唐 传世作品 第2册
D015214,,佚名,唐,國立艾爾米塔什博物館,護法獸,泥塑彩繪,高90cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015215,,佚名,唐,國立艾爾米塔什博物館,護法獸,泥塑彩繪,高90cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015216,,佚名,元,國立艾爾米塔什博物館,佛背光,泥塑彩繪,高130cm寛120cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015217,,佚名,宋,國立艾爾米塔什博物館,大迦葉,泥塑彩繪,高69cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015218,,佚名,宋,國立艾爾米塔什博物館,菩薩,泥塑彩繪,高65cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015219,,佚名,宋,國立艾爾米塔什博物館,阿難,泥塑彩繪,高69cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015220,,佚名,汉至隋,國立艾爾米塔什博物館,菩薩,泥塑彩繪,高71cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015221,,佚名,汉至隋,國立艾爾米塔什博物館,菩薩,泥塑彩繪,高65cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015222,,佚名,汉至隋,國立艾爾米塔什博物館,大迦葉,泥塑彩繪,高91cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015223,,佚名,汉至隋,國立艾爾米塔什博物館,僧,泥塑彩繪,高60cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015224,,佚名,五代,國立艾爾米塔什博物館,供養僧頭部,泥塑,高10cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015225,,佚名,汉至隋,國立艾爾米塔什博物館,僧頭部,泥塑彩繪,高9cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015227,,佚名,唐,國立艾爾米塔什博物館,供養菩薩頭部,泥塑彩繪,高16cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015229,,佚名,汉至隋,國立艾爾米塔什博物館,菩薩頭部,泥塑彩繪,高47cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015230,,佚名,唐,國立艾爾米塔什博物館,菩薩頭部,泥塑彩繪,高37cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015232,,佚名,宋,國立艾爾米塔什博物館,骷髏和人頭形串珠,泥塑彩繪,高3-3.2cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015233,,佚名,宋,國立艾爾米塔什博物館,骷髏和人頭形串珠,泥塑彩繪,高3-3.2cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015234,,佚名,宋,國立艾爾米塔什博物館,骷髏和人頭形串珠,泥塑彩繪,高3-3.2cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015235,,佚名,宋,國立艾爾米塔什博物館,頭像串珠,泥塑彩繪,高5cm不等,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015236,,佚名,宋,國立艾爾米塔什博物館,頭像串珠,泥塑彩繪,高5cm不等,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015237,,佚名,宋,國立艾爾米塔什博物館,頭像串珠,泥塑彩繪,高5cm不等,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015238,,佚名,宋,國立艾爾米塔什博物館,頭像串珠,泥塑彩繪,高5cm不等,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015239,,佚名,宋,國立艾爾米塔什博物館,骷髏和人頭形串珠,泥塑彩繪,高3.2cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015240,,佚名,宋,國立艾爾米塔什博物館,骷髏和人頭形串珠,泥塑彩繪,高5cm不等,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015241,,佚名,宋,國立艾爾米塔什博物館,頭像串珠,泥塑彩繪,高5cm不等,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015242,,佚名,宋,國立艾爾米塔什博物館,頭像串珠,泥塑彩繪,高5cm不等,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015243,,佚名,宋,國立艾爾米塔什博物館,頭像串珠,泥塑彩繪,高5cm不等,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015244,,佚名,元,國立艾爾米塔什博物館,佛（擦擦）,泥塑模印,高4.6cm寛4.6cm厚1.6cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015245,,佚名,元,國立艾爾米塔什博物館,佛（擦擦）,泥塑模印,高4.8cm寛4.2cm厚1.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015246,,佚名,元,國立艾爾米塔什博物館,佛（擦擦）,泥塑模印,高5cm寛4cm厚1.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015247,,佚名,元,國立艾爾米塔什博物館,佛（擦擦）,泥塑模印,高5.2cm寛3.6cm厚1.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015248,,佚名,元,國立艾爾米塔什博物館,佛（擦擦）,泥塑模印,高7.5cm寛5.5cm厚2cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015249,,佚名,元,國立艾爾米塔什博物館,佛（擦擦）,泥塑模印,高7.5cm寛5.5cm厚2cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015250,,佚名,元,國立艾爾米塔什博物館,佛（擦擦）,泥塑模印,高8cm寛6.2cm厚2.8cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015251,,佚名,元,國立艾爾米塔什博物館,佛（擦擦）,泥塑模印,高8cm寛6cm厚2.8cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015252,,佚名,,國立艾爾米塔什博物館,裝飾件模具,泥塑,高3.4cm寛4.3cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015253,,佚名,,國立艾爾米塔什博物館,菩薩手部,泥塑彩繪,高13.2cm寛9.5cm手背长9cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015254,,佚名,,國立艾爾米塔什博物館,武士（與B2513為同一件）,木胎泥塑彩繪,總高18cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015256,,佚名,,國立艾爾米塔什博物館,裝飾件,泥塑塗金,高3.5cm寛4.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015257,,佚名,,國立艾爾米塔什博物館,琴 木軸等（只拍了琴）,木製品,高21cm（琴），長16cm直徑1.8cm（木軸），長23.5直徑1.4cm（木軸）,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015258,,佚名,,國立艾爾米塔什博物館,雲紋紙板,紙剪刻,高8.3cm寛10cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015259,,佚名,唐,國立艾爾米塔什博物館,素色幡,絹纈染,高67cm寛47cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015260,,佚名,,國立艾爾米塔什博物館,雲紋紙板,紙剪刻,高4.8cm寛10.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015261,,佚名,,國立艾爾米塔什博物館,紅色紗幡帶,紗染色,高24.5cm寛4.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015262,,佚名,唐,國立艾爾米塔什博物館,褐色綾幡帶,綾染色,高19cm寛5.6cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015263,,佚名,唐,國立艾爾米塔什博物館,紅色綢和紫紅色綾,綢綾染色,a:高8cm寛10cmb:高10cm寛17cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015264,,佚名,唐,國立艾爾米塔什博物館,忍冬紋綢幡帶,綢染色墨繪,高43cm寛3.4cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015265,,佚名,五代,國立艾爾米塔什博物館,花卉垂幔紋幡,麻布彩繪,高18cm寛18.4cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015266,,佚名,唐,國立艾爾米塔什博物館,素色幡頭,絹纈染,高19.5cm寛36.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015268,,佚名,唐,國立艾爾米塔什博物館,花樹聯珠紋雙面幡頭（只到了圖的一半）,絹夾纈,高27cm寛46cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015269,,佚名,唐,國立艾爾米塔什博物館,菱格花卉紋幡,絹纈染,高84cm寛50cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015271,,佚名,唐,國立艾爾米塔什博物館,紅色綢幡,綢染色縫製,高41.5cm寛20cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015272,,佚名,唐,國立艾爾米塔什博物館,對鹿花樹連珠紋幡,絹印染,高108cm寛43cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015273,,佚名,唐,國立艾爾米塔什博物館,菊花紋幡（與Дx203、Дx208為同一件）,絹纈染,總高90cm寛35.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015274,,佚名,宋,國立艾爾米塔什博物館,觀音菩薩,麻布彩繪,高116cm寛54cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015275,,佚名,五代,國立艾爾米塔什博物館,菩薩,藍地絹本線描,高114cm寛26.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015276,,佚名,五代,國立艾爾米塔什博物館,菩薩,藍地絹本銀泥線描,高45cm寛31cm/高20cm寛31cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015277,,佚名,宋,國立艾爾米塔什博物館,菩薩像幡,麻布彩繪,高64cm寛26cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015278,,佚名,五代,國立艾爾米塔什博物館,佛像雙面幡頭,麻布彩繪,高38.5cm寛62.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015279,,佚名,唐,國立艾爾米塔什博物館,菩薩像幡,麻布彩繪,高92cm寛37.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015280,,佚名,五代,國立艾爾米塔什博物館,菩薩像幡,麻布彩繪,高110cm寛36cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015281,,佚名,五代,國立艾爾米塔什博物館,菩薩像幡,麻布彩繪,高116cm寛37cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015282,,佚名,五代,國立艾爾米塔什博物館,佛像幡頭（來圖對應的書上序號為151）,麻布彩繪,高114cm寛32.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015283,,佚名,五代,國立艾爾米塔什博物館,佛像幡頭,麻布彩繪,高103cm寛31cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015284,,佚名,五代,國立艾爾米塔什博物館,菩薩像幡,麻布彩繪,高95cm寛32cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015285,,佚名,五代,國立艾爾米塔什博物館,觀音菩薩,麻布彩繪,高142cm寛65.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015286,,佚名,五代,國立艾爾米塔什博物館,佛像幡頭,麻布彩繪,高38cm寛35cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015287,,佚名,五代,國立艾爾米塔什博物館,佛像雙面幡頭,麻布彩繪,高62cm寛91cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015288,,佚名,五代,國立艾爾米塔什博物館,佛像幡頭,麻布彩繪,高39cm寛39cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015289,,佚名,五代,國立艾爾米塔什博物館,佛像幡頭,麻布彩繪,高42.5cm寛90cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015290,,佚名,唐,國立艾爾米塔什博物館,供養帳,麻布彩繪,高76cm寛100cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015291,,佚名,唐,國立艾爾米塔什博物館,供養帳,麻布彩繪,高96cm寛127cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015292,,佚名,五代,國立艾爾米塔什博物館,一佛二菩薩,麻布彩繪,高72cm寛55.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015293,,佚名,五代,國立艾爾米塔什博物館,觀音菩薩,麻布彩繪,高108cm寛56cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015294,,佚名,唐,國立艾爾米塔什博物館,花卉紋綢幡帶,綢染色銀泥繪,高90.5cm寛4cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015295,,佚名,五代,國立艾爾米塔什博物館,柳枝觀音菩薩,麻布彩繪,高162cm寛53cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015296,,佚名,唐,國立艾爾米塔什博物館,觀音菩薩,麻布彩繪,高166cm寛52cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015297,,佚名,唐,國立艾爾米塔什博物館,普賢菩薩,麻布彩繪,高183cm寛56cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015298,,佚名,唐,國立艾爾米塔什博物館,柳枝觀音菩薩,麻布彩繪,高162cm寛58cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015299,,佚名,五代,國立艾爾米塔什博物館,菩薩像幡,麻布彩繪,高91cm寛35cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015300,,佚名,唐,國立艾爾米塔什博物館,柳枝觀音菩薩,麻布彩繪,高157cm寛54cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015301,,佚名,,國立艾爾米塔什博物館,素色絹,絲織品,高65.5cm寛26cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015302,,佚名,,國立艾爾米塔什博物館,素色絹,絲織品,高20cm寛27cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015303,,佚名,,國立艾爾米塔什博物館,素色絹,絲織品,高59cm寛54cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015304,,佚名,唐,國立艾爾米塔什博物館,彩色絹幡,絹染色縫製,高72cm寛28cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015305,,佚名,唐,國立艾爾米塔什博物館,紅色絹幡面,絹染色繪製,高51cm寛30.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015306,,佚名,,國立艾爾米塔什博物館,素色紗,棉織品,高16.5cm寛46cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015307,,佚名,,國立艾爾米塔什博物館,素色紗,棉織品,高26cm寛25.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015308,,佚名,唐,國立艾爾米塔什博物館,寶相花紋經錦（與Дx092為同一件）,織錦,高83cm寛19.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015309,,佚名,唐,國立艾爾米塔什博物館,寶相花紋經錦（與Дx091為同一件）,織錦,高20cm寛18cm/高83cm寛21cm/高29cm寛18.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015310,,佚名,唐,國立艾爾米塔什博物館,柳枝觀音菩薩,麻布彩繪,高155cm寛56cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015311,,佚名,唐,國立艾爾米塔什博物館,柳枝觀音菩薩,麻布彩繪,高177cm寛56cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015312,,佚名,唐,國立艾爾米塔什博物館,觀音菩薩,麻布彩繪,高170cm寛60cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015313,,佚名,五代,國立艾爾米塔什博物館,觀音菩薩,麻布彩繪,高153cm寛50.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015314,,佚名,唐,國立艾爾米塔什博物館,一佛六菩薩,麻布彩繪,高103cm寛52cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015315,,佚名,唐,國立艾爾米塔什博物館,觀音菩薩,麻布彩繪,高175cm寛53cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015316,,佚名,唐,國立艾爾米塔什博物館,供養帳,麻布彩繪,高48cm寛122cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015317,,佚名,唐,國立艾爾米塔什博物館,觀音菩薩,麻布彩繪,高116cm寛54.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015318,,佚名,五代,國立艾爾米塔什博物館,佛像幡頭,麻布彩繪,高49cm寛93cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015319,,佚名,五代,國立艾爾米塔什博物館,佛像雙面幡頭（來圖對應的書上序號為148）,麻布彩繪,高165cm寛30cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015320,,佚名,五代,國立艾爾米塔什博物館,佛像雙面幡頭,麻布彩繪,高114cm寛21.5cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015321,,佚名,五代,國立艾爾米塔什博物館,菩薩像幡,麻布彩繪,高92cm寛35.7cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015322,,佚名,,國立艾爾米塔什博物館,佛像幡頭,麻布彩繪,高48cm寛41cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015323,,佚名,五代,國立艾爾米塔什博物館,菩薩像幡,麻布彩繪,高101cm寛22cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
D015324,,佚名,五代,國立艾爾米塔什博物館,菱格紋幡,麻布夾纈彩繪,高131.5cm寛34cm幡帶高91cm寛5.3cm,,,,,欧洲,俄罗斯,1-03 先秦汉唐 俄藏敦煌藏经洞出土图像,
