iata,nx,ny
D015394,-765.1439741,671.4750173
D015395,904.5515873,-542.5515873
D015398,1420.448413,-856.4484127
D015400,1637.448413,846.4484127
D015401,620.4484127,729.4484127
D015402,634.5515873,-807.5515873
D015404,-935.7828066,400.7923888
D015405,-224.2246987,-626.0577326
D015406,453.9938506,485.9162311
D015407,-620.1794962,-807.2802441
D015408,410.359228,-523.2879742
D015409,-1125.448413,-548.4484127
D015410,1073.551587,-620.4484127
D015411,-904.5515873,-656.1150794
D015412,185.2272373,-638.6829187
D015413,377.232125,-1251.377211
D015414,-652.5515873,-1187.448413
D015415,-374.5515873,-566.4484127
D015416,-124.7048455,-653.2026496
D015417,73.50206625,660.9254468
D015418,-622.4156169,234.1448266
D015419,-624.5515873,-301.5515873
D015420,723.6690546,1088.371306
D015421,-703.598046,-735.7131165
D015422,483.5642608,-895.8178418
D015423,-1983.448413,1540.448413
D015424,901.4484127,685.4484127
D015425,792.0085462,-1039.697775
D015426,-1309.448413,-532.4484127
D015427,-232.5515873,1036.551587
D015428,575.374635,-1173.538678
D015429,501.4484127,1100.551587
D015430,150.4601799,1006.819614
D015431,-1015.845766,66.19199853
D015432,2115.448413,-1032.448413
D015433,-1210.448413,-675.4484127
D015435,235.2851689,1285.647654
D015437,-45.4484127,-1116.551587
D015439,425.4484127,-1014.551587
D015440,770.4523658,665.3774508
D015441,-1009.33093,132.5710102
D015442,1005.465213,159.2598692
D015443,-695.4484127,-835.5515873
D015445,-1044.551587,-331.4484127
D015446,976.589416,-287.3971339
D015447,1017.898757,14.35686233
D015448,-819.6904802,-603.6816352
D015449,-64.47827419,-1015.955979
D015450,1279.527008,266.5701353
D015451,935.5515873,-432.5515873
D015452,-1144.064789,631.9531297
D015453,-1303.69041,92.95329194
D015454,966.5515873,435.4484127
D015455,1297.592028,156.5373046
D015456,-888.1294493,958.8926329
D015457,-105.4484127,1364.551587
D015458,-1000.44911,841.0413648
D015459,243.1731285,-1284.179049
D015460,538.614653,1190.858201
D015461,-1327.987237,293.3426312
D015462,-1210.448413,59.4484127
D015463,1303.213121,99.4211282
D015464,-1277.460956,-276.301475
D015465,-820.1462589,-1017.648817
D015466,1293.724358,-185.8125004
D015467,-1294.582173,179.7386887
D015468,-1090.576935,-720.3408562
D015469,582.8227756,-1169.857518
D015470,1288.334056,220.1007967
D015471,-743.1994982,-1075.12953
D015472,-159.5217392,1297.228513
D015473,-1988.448413,-1483.448413
D015474,764.4484127,-450.4484127
D015475,-34.28769348,1306.550173
D015476,-68.79252841,1015.672973
D015477,-1016.639348,52.61592151
D015478,-109.5515873,-1066.551587
D015479,1071.551587,-570.4484127
D015480,920.5515873,-595.4484127
D015481,375.84218,-946.0796244
D015482,-972.7587822,300.1072335
D015483,-253.6675511,-985.8888241
D015484,880.5515873,-691.8849206
D015485,1017.933197,-11.66218435
D015486,2224.448413,-2224.448413
D015488,-1149.448413,1853.448413
D015489,-1354.264308,124.7725323
D015490,145.5801378,1298.866977
D015491,-863.4484127,-1331.448413
D015492,-1298.428013,149.4446221
D015493,-900.8573809,-946.9450772
D015494,1286.420881,231.020168
D015495,244.4484127,-1201.448413
D015496,1282.655047,-251.0876942
D015497,125.4484127,-1691.448413
D015498,-1611.448413,-1232.448413
D015499,-2231.448413,2065.448413
D015500,-1690.448413,521.4484127
D015501,281.4484127,-1906.448413
D015502,-317.1150794,1744.448413
D015503,627.5515873,843.5515873
D015504,-540.5515873,-872.5515873
D015505,-790.5515873,729.5515873
D015506,-1641.448413,-1942.448413
D015507,677.4484127,-791.5515873
D015508,-269.5515873,1083.551587
D015509,-1134.448413,581.4484127
D015510,-1127.916204,-660.3438771
D015511,712.5515873,-837.4484127
D015512,-461.4484127,1263.448413
D015513,919.2588566,-437.3638698
D015514,-992.6298309,-225.8539768
D015515,-177.4007219,1002.423555
D015516,-1125.448413,-478.5515873
D015517,-1533.448413,2384.448413
D015518,2001.448413,230.4484127
D015519,951.5640485,-361.7317535
D015520,-1063.448413,-732.4484127
D015521,-2018.448413,1503.448413
D015522,23.4484127,-612.5515873
D015523,-1223.448413,570.4484127
D015524,287.0852988,976.6811308
D015525,-703.1800189,736.1126687
D015526,1106.551587,101.4484127
D015527,247.4484127,-1787.448413
D015528,162.6185396,1296.843942
D015529,-145.7901856,-1298.843417
D015530,257.6227399,-1281.358468
D015531,725.5515873,-283.4484127
D015532,-2391.051587,2057.448413
D015533,1017.508843,31.61887875
D015534,845.4484127,2400
D015535,-698.5515873,767.5515873
D015537,831.2203323,-587.704653
D015538,1283.448413,1225.448413
D015539,461.0515873,-1001.551587
D015540,-42.8264031,-1017.098766
D015541,-1222.282984,462.8966492
D015542,824.4484127,-2260.448413
D015543,-506.8843698,-882.8319408
D015544,-607.391478,270.7408214
D015545,92.89046234,658.4803429
D015546,-522.4403679,-873.7162366
D015547,-975.4484127,1665.448413
D015548,-1551.448413,-1760.448413
D015549,1953.448413,888.4484127
D015550,-711.1564067,-728.4096137
D015551,-1359.767542,-25.14423726
D015552,2244.448413,-24.4484127
D015553,2380.448413,-2386.448413
D015554,-781.8374757,-1047.36773
D015555,1117.601828,677.6541554
D015556,-546.4484127,986.4484127
D015557,501.4484127,811.4484127
D015558,590.6404811,1165.930025
D015560,-442.714361,1229.736962
D015561,-442.4484127,926.4484127
D015562,1076.551587,280.5515873
D015563,353,398.4484127
D015564,1267.218609,320.0093712
D015566,1213.23095,486.1272072
D015567,-1191.441276,537.3236332
D015568,1306.5303,-35.03677414
D015569,-543.4484127,-392.781746
D015570,-2367.448413,1784.448413
D015571,-1878.448413,-739.4484127
D015572,-1712.448413,1339.448413
D015573,2190.448413,-336.4484127
D015574,-441.4484127,-541.5515873
D015575,1100.448413,2137.448413
D015576,603.5515873,9.448412698
D015577,663.1407336,49.69273066
D015578,-661.1840374,71.1383769
D015579,22.4484127,1704.448413
D015580,372.0934026,947.5602882
D015581,-1734.448413,684.4484127
D015582,-1060.448413,-882.4484127
D015583,-1158.961966,-604.1987755
D015584,-487.4263496,452.3721407
D015585,905.5515873,270.4484127
D015587,464.4484127,-1649.448413
D015588,1376.448413,1555.448413
D015589,-510.4484127,461.5515873
D015590,-1172.448413,-2136.448413
D015596,-1588.448413,152.4484127
D015597,-2038.448413,2138.448413
D015598,-402.981873,667.0678384
D015599,-1012.448413,1939.448413
D017739,1056.551587,168.1150794
D017740,-1120.551587,171.4484127
D017741,751.9680893,686.1982168
D017742,67.31474663,1305.265385
D017743,1005.858105,-156.7592846
D017744,716.4484127,-867.5515873
D017745,925.3273685,-424.3739639
D017746,933.5515873,529.5515873
D017747,-1147.19787,626.2475929
D017748,625.4484127,826.5515873
D017749,844.5935876,-568.3182839
D017750,-656.5515873,-882.5515873
D017751,376.5515873,-968.5515873
D017752,452.5880676,-1226.137448
D017753,731.6221998,1083.041069
D017754,-114.5170255,1301.973445
D017755,1068.551587,-286.5515873
D017756,-1133.448413,496.4484127
D017757,1230.978274,-578.1803247
D017758,-1010.295316,125.0095005
D017759,-321.4484127,1007.551587
D017760,163.5515873,1147.551587
D017761,-1243.369428,402.8417377
D017762,-223.4484127,-1425.551587
D017763,72.4895619,1015.415808
D017764,-252.7055831,-1282.337276
D017765,1218.072016,-473.8666109
D017766,62.9484127,-1162.551587
D017767,-418.0903171,-1238.325275
D017768,1143.373971,-633.2021499
D017769,-162.4484127,-1084.551587
D017770,-871.131364,526.7391637
D017771,412.4962659,-930.6829915
D017773,-1154.551587,-10.88492063
D017774,176.481678,1002.585766
D017775,-571.9342192,-842.1491845
D017776,-600.6626984,877.5515873
D017779,619.5515873,-905.4484127
D017780,-1303.454995,-96.19810645
D017781,-809.4484127,632.5515873
D017782,-911.3226768,-936.8777822
D017783,-605.9590775,-818.0083107
D017784,882.7677974,963.8309062
D017785,-93.56446645,1013.691122
D017786,968.2443348,-314.3674732
D017787,-947.2876884,900.4971046
D017788,1011.711145,112.9803526
D017789,1358.441998,-65.07946549
D017790,-999.8933056,191.1475278
D017791,1139.62257,-742.1997022
D017792,1085.420635,76.4484127
D017793,986.1981203,252.462408
D017794,99.11507937,-1115.551587
D017795,881.2792856,-965.192116
D017796,-1148.920389,623.0818082
D017797,-1020.551587,-400.4484127
D017798,-87.4484127,-1145.551587
D017799,702.5515873,-1257.551587
D017800,-1089.691175,721.6800836
D017801,1025.551587,11.4484127
D017802,-839.7732428,575.4171536
D017803,-582.8366646,-834.6408943
D017804,-832.059362,1008.875171
D017805,-1304.910903,73.86836326
D017806,933.7748359,914.5018075
D017808,-1150.551587,-124.4484127
D017809,1136.551587,92.4484127
D017810,-6.22536083,1306.985174
D017811,-1302.957406,-102.7180518
D017812,780.0687971,-1048.685688
D017813,-1082.551161,732.3469006
D017814,498.6923311,-887.485188
D017815,41.52379377,-1017.152778
D017816,560.4484127,-1033.551587
D017817,984.5515873,-644.4484127
D017818,-770.6980837,-665.0928234
D017819,886.5515873,-601.4484127
D017820,939.5515873,-594.4484127
D017821,747.6801755,-690.8678276
D017822,240.6626984,1035.551587
D017823,-718.7211613,720.9465253
D017824,1131.551587,-105.5515873
D017825,-94.5515873,1129.551587
D017826,807.6029023,619.7592695
D017827,771.4666509,-664.2011793
D017828,96.16269841,1136.551587
D017829,-492.5515873,-978.5515873
D017830,-709.5515873,773.5515873
D017831,-209.4484127,-1052.551587
D017832,-1058.551587,17.5515873
D017833,-995.6788862,212.0083856
D017834,1017.736086,23.17884875
D017835,-1015.911665,65.17275939
D017836,923.6567232,427.9979646
D017837,515.4484127,903.5515873
D017838,960.291376,-337.8823363
D017839,-1006.235179,-154.320328
D017840,882.6884612,507.1341838
D017841,-396.2532192,937.7139149
D017842,102.5515873,-1093.551587
D017843,62.229604,1016.096194
D017844,924.5515873,639.4484127
D017845,-116.6282236,1011.297116
D017846,-934.5145122,403.7407911
D017847,-57.4484127,-1101.551587
D017848,-71.5515873,-1106.551587
D017849,599.5515873,-970.4484127
D017850,-1263.448413,-226.4484127
D017851,702.5515873,-952.4484127
D017852,-26.60845382,-1017.652195
D017853,661.5515873,-891.4484127
D017854,-214.5515873,-1108.551587
D017855,-902.987197,-470.0405536
D017856,564.548785,-1178.784827
D017857,-870.5515873,-820.718254
D017858,-338.3397277,-960.1303186
D017859,-1005.499209,159.0450883
D017860,149.5515873,1085.551587
D017861,-819.5515873,709.5515873
D017862,1103.551587,157.3849206
D017864,679.4484127,-870.5515873
D017865,931.5515873,-554.5515873
D017866,986.8849206,602.5515873
D017867,1013.551587,400.5515873
D017868,-1034.551587,-242.5515873
D017869,135.4484127,476.4484127
D017870,-966.4484127,704.5515873
D017871,71.4484127,-1200.448413
D017872,1125.448413,450.5515873
D017873,36.84584163,-1017.332976
D017874,717.7519572,721.9114405
D017875,734.8049145,1080.884239
D017876,-556.6768779,-1182.522665
D017877,428.9087889,1234.619881
D017878,-1125.804834,663.9371026
D017879,-1303.422921,-96.63171983
D017880,-1022.288186,-814.3561043
D017881,-2.551587302,1089.551587
D017882,-770.5515873,913.4484127
D017883,37.57509781,-1359.480824
D017884,-946.5515873,557.5515873
D017885,-962.5651402,-331.3492882
D017886,251.5702582,-986.4260769
D017887,417.0926265,1238.661673
D017888,-353.2677271,1258.35246
D017889,203.4484127,1028.551587
D017890,232.4970367,1286.154784
D017891,77.85953905,-1304.678846
D017892,-882.2444588,507.9062069
D017893,1045.551587,-58.5515873
D017894,-917.5515873,582.5515873
D017895,-931.4227545,-410.82314
D017896,1272.279557,-299.2552906
D017897,-659.852711,775.1892671
D017898,1050.551587,90.4484127
D017899,1217.221693,-606.6064207
D017900,1020.551587,-301.5515873
D017901,894.5515873,-582.5515873
D017902,-1012.551587,421.5515873
D017903,1211.892515,489.4543196
D017904,357.7542905,953.0665599
D017905,422.5515873,939.5515873
D017906,-857.9981109,-547.8715558
D017907,528.5515873,912.5515873
D017908,-186.5515873,-1028.551587
D017909,-1022.551587,-306.4484127
D017910,65.03082181,-1015.920761
D017911,658.561525,776.2864921
D017912,588.4484127,-839.5515873
D017913,622.5515873,880.5515873
D017914,106.0481792,1302.690594
D017915,-377.8831554,945.2662698
D017916,356.6173886,-1312.411535
D017917,-125.6710455,1300.944191
D017918,69.5515873,-1047.551587
D017919,318.52887,1267.591558
D017920,756.6367465,-681.0468661
D017921,542.5515873,898.5515873
D017922,-1086.551587,145.4484127
D017923,-897.4235551,480.5777386
D017924,1302.745198,-105.3752736
D017925,1002.618459,176.2958458
D017926,1297.363931,158.416638
D017927,-800.8893346,-628.4109115
D017928,-1004.551587,175.4484127
D017929,-939.5515873,392.4484127
D017930,580.6671189,-1170.928989
D017931,809.7860705,-1092.632839
D017932,1156.947918,608.0464747
D017933,-1004.148929,167.358681
D017934,-815.7857535,-608.9479488
D017935,670.5515873,793.5515873
D017936,747.5515873,768.5515873
D017955,-771.494226,-664.1691495
D017978,85.5515873,-1025.551587
D017979,-826.5515873,-679.5515873
D017980,1001.551587,-229.5515873
D017981,-895.9824557,483.2591841
D017982,676.254572,760.9229618
D017983,564.5515873,875.5515873
D017984,23.4484127,-1157.551587
D017985,255.4484127,1009.837302
D017986,473.4484127,986.8373016
D017987,701.8303396,737.3996029
D017988,-475.5515873,-920.5515873
D017989,999.5515873,-255.5515873
D017990,-429.3503092,923.0288793
D017991,-1347.466493,-184.211969
D017992,-1297.961275,406.0745345
D017993,-1283.107166,248.7669629
D017994,-1123.091753,672.2068265
D017995,-1035.448413,-812.5515873
D017996,-595.7934441,-1163.305279
D017997,-112.4025772,-1302.157694
D017999,750.400733,-687.9118692
D018000,-1010.745103,-121.3191486
D018005,-875.6975517,970.2591396
D018006,731.5515873,748.4484127
D018007,883.7939461,-1033.686732
D018008,1015.551587,-849.4484127
D018009,148.1398507,1007.163633
D018010,-1104.551587,62.39285714
D018011,128.9854013,1009.795408
D018012,606.4484127,1045.551587
D018013,990.7038225,-234.1579299
D018014,1112.948413,-437.5515873
D018015,-1074.551587,-131.5515873
D018016,-1020.551587,-1018.448413
D018017,-824.0674146,-1014.476168
D018018,-1053.131372,860.5314138
D018019,785.5515873,654.5515873
D018020,-926.968172,-420.7778607
D018021,908.9884276,939.1427146
D018022,-1012.551587,-173.5515873
D018839,348.8787692,-1259.576359
D018840,36.59715624,-1017.341952
D018841,-595.7095596,-825.5023444
D018842,-408.4484127,1001.551587
D018843,1119.246263,674.9346662
D018844,-704.9345472,734.4326274
D018845,-1130.551587,-87.5515873
D018846,5.551587302,-1140.551587
D018847,-917.2373371,-441.5876668
D018848,-952.2738095,498.5515873
D018849,-734.5515873,-773.5515873
D018850,826.7366198,593.9954221
D018851,-951.716097,-361.3315248
D018852,-66.53130022,-1015.8236
D018853,-745.4781862,-693.2433006
D018854,61.5515873,1045.551587
D018855,1079.551587,-21.5515873
D018856,-829.5515873,644.5515873
D018857,1016.269805,-59.32692458
D018858,-934.3563047,404.1067877
D018859,523.6242628,873.0072345
D018860,-142.9885272,1007.907873
D018861,986.3588804,251.8335938
D018862,765.5515873,-714.5515873
D018863,-516.2951915,-877.3615419
D018864,1031.551587,-54.4484127
D018865,249.6566629,-986.9121292
D018866,-968.9208856,312.2760278
D018867,-1156.551587,-43.11507937
D018868,-956.5515873,-450.4484127
D018869,968.5515873,-677.4484127
D018870,-228.9395709,-991.9227152
D018871,575.5515873,908.5515873
D018872,688.2397219,750.1000502
D018873,670.4484127,-984.5515873
D018874,1017.707362,24.40748858
D018875,983.2229979,-263.8115548
D018876,-195.5515873,-1003.551587
D018877,-1023.551587,-327.4484127
D018878,977.5515873,-421.9484127
D018879,-881.248795,-509.6317899
D018880,-361.0290357,951.8308859
D018881,1017.71212,-24.2082745
D018882,433.9192766,920.8898204
D018883,722.343509,-717.3171231
D018884,423.8802346,925.5536434
D018885,858.0963009,-547.7177543
D018886,6.070354228,1017.981901
D018887,1113.551587,308.4484127
D018888,325.1425504,964.6793881
D018889,441.5849204,-917.2386593
D018890,-96.38492063,1115.551587
D018891,-951.4693867,896.0775671
D018892,-1048.551587,408.4484127
D018893,-528.4484127,932.5515873
D018894,-399.1534096,936.4830781
D018895,-232.5515873,-1085.551587
D018896,756.5515873,709.5515873
D018897,-847.5424802,-563.9111138
D018898,-653.4484127,989.5515873
D018899,-993.5515873,224.4484127
D018900,-1013.551587,718.4484127
D018901,466.5515873,918.5515873
D018902,-863.5515873,575.5515873
D018903,824.3314603,-597.3287567
D018904,995.192919,214.277983
D018905,462.4484127,1017.551587
D018907,432.5515873,926.5515873
D018908,1064.551587,119.4484127
D018909,1018.551587,374.5515873
D018910,-647.5515873,971.0515873
D018911,756.4484127,-814.5515873
D018912,1006.551587,-384.4484127
D018913,663.4484127,-1043.551587
D018914,586.3862043,-832.1509595
D018915,-883.8297643,505.1425024
D018916,-733.7013507,-705.6956341
D018917,1000.551587,-204.5515873
D018918,430.5515873,978.1706349
D018919,19.1884198,1017.819141
D018920,566.1466544,-846.0508057
D018921,281.0474755,-978.4356476
D018922,738.5515873,781.5515873
D018923,-1043.551587,195.5515873
D018924,41.4484127,-1115.551587
D018925,1090.551587,258.5515873
D018926,370.4484127,1128.551587
D018927,-508.0322296,882.1718957
D018928,-457.3359816,-909.4876579
D018929,926.8082648,421.1299566
D018930,-843.5515873,598.4484127
D018931,816.5515873,795.6150794
D018932,-41.5515873,1063.551587
D018933,142.5515873,1181.448413
D018934,-298.5515873,1115.448413
D018935,90.71825397,1078.551587
D018936,146.1706349,-1021.551587
D018937,180.5515873,1037.551587
D018938,-1156.551587,45.9484127
D018939,-142.4484127,-1066.551587
D018940,207.3157906,-996.6665255
D018941,720.5515873,-719.5515873
D018942,166.9388004,1004.218819
D018943,-1297.168887,160.005871
D018944,1051.551587,-236.5515873
D018945,479.4484127,-961.5515873
D018946,-814.5515873,648.5515873
D018947,-1011.522332,-114.6585011
D018948,-653.9737886,780.1552947
D018949,579.8042941,-836.7502498
D018950,-381.6106225,943.7676265
D018951,-484.4484127,1042.551587
D018952,-1012.684691,-103.8928145
D018953,306.5515873,-1034.551587
D018954,-945.5515873,-625.9484127
D018955,965.3553782,-323.1299953
D018956,255.3604444,-985.4516951
D018957,-339.3250403,-959.7825363
D018958,-603.0458724,-1159.562278
D018964,479.3375997,1215.929466
D018965,696.3024899,742.6216012
D018967,1050.448413,-751.4484127
D018968,-711.8779583,1096.119871
D018970,685.2789625,1174.730924
D018971,-1236.915648,422.2424426
D018972,1012.79856,826.1283657
D018974,-1108.119204,-693.0518232
D018975,1013.189836,-825.6484462
D018976,-1215.569233,480.2503939
D018977,-6.248662655,-1306.985063
D018978,-1033.96646,799.4763039
D019134,-1042.448413,381.5515873
D019267,-1017.914101,-13.22435666
D019273,-243.4839995,988.4531056
D019280,731.2058732,708.2809972
D019281,-1017.122798,-42.25177881
D019282,588.0216067,-830.9961432
D019283,931.1826434,411.3670922
D019285,397.0199908,-937.3895279
D019286,-881.5515873,-800.4484127
D019287,404.9167778,-934.005569
D019288,524.5515873,918.5515873
D019289,243.5394852,-988.4394363
D019290,-561.5515873,-989.4484127
D017967,-1512.180981,729.6229714
D017976,293.6200389,974.7365145
D018800,-1307.448413,-838.4484127
D019295,1012.463964,-1339.387069
D019296,2394.448413,2063.448413
D019297,2337.448413,1379.448413
D019298,1537.448413,-2085.448413
D019313,-334.4484127,-1078.551587
D019315,-655.1900218,779.1341575
D019316,1031.551587,-70.5515873
D019317,1287.745797,-223.5168056
D019318,1291.5142,200.5992774
D019319,-1274.744699,288.5739981
D019321,-342.3866121,1261.356574
D019322,1217.294677,-475.8599264
D019323,-38.34229633,-1306.437472
D019324,1050.825264,777.1841899
D019325,189.1599311,-1293.239158
D019326,1303.924125,-89.61515162
D019327,1288.319604,-220.1853704
D019328,1213.058158,614.8901568
D019329,1278.073722,273.4530321
D019330,-622.8239666,-805.2417691
D019331,124.2093776,-1301.084559
D019332,152.7084686,1298.048198
D019333,-892.5515873,1019.448413
D019334,990.522808,852.7095442
D019335,711.7469488,-1096.204945
D019336,1271.487676,-302.6021991
D019337,552.9977465,1184.247648
D019338,751.2978831,1069.486087
D019339,1049.937564,-778.3830113
D019340,-613.2855928,1154.179268
D019341,-1303.456247,96.18113977
D019342,-1250.437453,-527.1699354
D019343,-1248.854746,-385.5007446
D019344,-465.5502981,-1221.274711
D019345,-236.3303493,-1285.455937
D019346,-243.4148465,1284.133253
D019347,-346.6071694,-1260.203345
D019348,1228.150552,447.096435
D019349,-703.3006994,-1101.642921
D019350,453.8400449,-1225.674595
D019351,607.1691681,1157.408571
D019352,1090.367277,720.6581717
D019353,1189.979099,-540.554108
D019354,1299.052131,-143.9185904
D019355,443.9800696,-1229.280561
D019356,980.5515873,-606.4484127
D019357,246.1826598,1283.605507
D019358,1306.830209,21.06666764
D019359,25.66633648,1306.747963
D019360,88.5515873,-1099.551587
D019361,-1300.771873,-127.4422756
D019362,-619.5515873,853.5515873
D019363,78.20393975,-1304.658248
D019364,465.6570584,905.255491
D019365,1059.247691,765.6652846
D019366,1208.302862,-498.2501325
D019367,405.4321302,-1242.527178
D019368,-1030.08953,804.4653875
D019369,752.612013,-1068.561724
D019370,45.4484127,1019.551587
D019371,594.4838604,826.3854668
D019372,-886.7767242,499.9510391
D019373,1015.158697,76.005388
D019374,407.4426883,932.9064561
D019375,84.4484127,-1067.551587
D019399,-1004.211059,166.9854764
D019400,-688.5515873,-859.5515873
D019401,971.5515873,-335.4484127
D019402,1003.930217,168.6657043
D019403,224.3373016,-1105.551587
