iata,nx,ny
D016527,-1575.867468,-579.381327
D016543,1085.198505,-1281.165565
D016554,-1403.525069,921.4979011
D016555,633.6011032,-1554.860329
D016556,689.1688076,-1531.041265
D016557,750.1478527,-1502.104923
D016558,633.2624901,-1554.99827
D016559,633.4687451,-1554.914258
D016572,-1381.60911,954.0425917
D016573,-1576.327731,-578.1279136
D016574,-1617.622697,-449.8197526
D016575,-1554.716264,-633.9545248
D016576,-1488.727329,-776.3581263
D016577,1127.303358,-1244.27816
D016579,208.3303293,1666.025052
D016580,-864.9641742,1439.054543
D016581,93.95653909,-1676.369043
D016582,-464.1397474,1613.572216
D016583,1401.551587,945.4484127
D016584,-1325.1329,1031.049853
D016585,1766.300145,-77.50998083
D016586,1273.251452,-1094.473271
D016587,1425.231828,-1046.201815
D016588,-1003.829854,1345.87021
D016589,-1662.325128,236.0427257
D016590,-197.0361493,1667.398499
D016591,-1669.952925,174.0638642
D016592,-780.911445,-1486.343942
D016593,-1617.297526,-450.9874846
D016594,-1021.687214,-1439.388103
D016595,232.4650075,-1752.65057
D016596,-406.1931413,-1629.124959
D016597,1041.551587,-1412.448413
D016598,1006.59042,1343.806804
D016599,1211.466601,1287.700538
D016600,218.9996368,-1664.656168
D016601,443.4291249,-1619.386183
D016602,-1606.406061,488.3651994
D016603,1564.448413,747.5515873
D016604,-186.9179124,-1668.563063
D016605,1418.970638,897.531798
D016606,-1566.587951,-604.0225104
D016607,878.2927899,1484.061461
D016624,142.3060227,1672.958456
D017019,1614.748645,460.0302319
D017020,1547.245453,651.9758487
D017021,-1675.553869,-107.5185131
D017023,-348.2926012,1642.477782
D017026,31.53512862,-1678.703826
D017032,1201.251508,1215.895626
D017044,343.8982547,1643.403478
D017045,-1515.156206,723.4242673
D017046,-1423.758007,889.9180504
D017097,1395.365922,-933.8066953
D017098,1452.71214,-873.8568356
D017099,1382.812634,-952.2973382
D017100,1228.031654,-1144.980024
D017101,1377.023381,-960.649576
D017102,1313.567722,-1045.744156
D017022,1522.222404,708.4348621
D017024,1678.278075,-49.23111306
D017028,1533.199569,684.3537699
D017029,1585.300701,553.0485394
D017030,1594.305744,-526.5265384
D017031,1663.591571,226.9451113
D017034,1089.480535,-1277.526189
D017035,1514.088716,725.6558138
D017036,1507.944991,738.3379338
D017037,1516.45459,720.6986032
D017038,1512.678873,728.5901633
D017039,1484.536322,784.3423413
D017040,1464.851252,820.5192313
D017041,1503.02453,748.303589
D017042,1575.026624,581.663247
D017043,1570.624253,593.4479393
D017049,-365.7698477,1638.674287
D017050,-353.2013106,1641.429205
D017054,1671.117722,-162.5009486
D017055,1672.914856,-142.8176631
D017056,1671.630846,-157.1347034
D017057,-1641.064289,354.8929412
D017058,1632.277422,393.333723
D017059,1666.851017,201.6151986
D017060,1644.730772,337.4932393
D017092,-337.6548731,1644.697597
D017093,-314.1002492,1649.358067
D017104,1514.542036,724.7091974
D017105,1582.751489,560.3023507
D017106,1638.499651,366.5513515
D017108,-1495.55142,763.1297071
D017025,1301.995377,-1072.002079
D017027,1225.841509,1147.324537
D017033,-1645.673801,332.8644489
D017047,880.4408344,-1429.638044
D017048,720.4609873,-1516.567495
D017051,1674.176141,127.1819497
D017052,1677.408566,-73.0855749
D017053,1657.436433,268.22653
D017061,-1620.111086,-440.7732631
D017062,-1632.827627,-391.0433984
D017063,-1528.437703,694.9238713
D017064,1507.7311,-738.7746138
D017065,-356.7572945,1640.659999
D017066,-452.010666,-1617.011861
D017067,-1637.825958,-369.5499045
D017068,460.8801672,1614.506262
D017069,-1548.306397,-649.4523081
D017070,-1665.654884,211.2695172
D017071,-1553.483082,636.9704182
D017072,-1149.864223,-1223.459549
D017073,-1181.448413,1207.551587
D017074,952.1694737,1382.900681
D017075,-930.4316722,-1397.618654
D017076,1128.448413,1268.551587
D017077,1608.257856,482.2319652
D017078,-1677.506806,70.79489323
D017079,-1677.719953,-65.5496774
D017080,-956.8912028,1379.637715
D017081,515.8659982,-1597.786992
D017082,1582.473137,561.0880244
D017083,1313.214271,1046.187975
D017084,356.6452421,-1640.684361
D017085,-1678.95253,12.62543697
D017086,579.1597264,1575.948924
D017087,-382.2971936,1634.897506
D017088,1000.317285,1348.482973
D017089,-1216.923667,-1156.779057
D017090,-1612.289498,468.5761155
D017091,1554.665545,-634.0788936
D017094,1675.869756,102.4771295
D017095,1735.040528,-339.7916521
D017096,1681.903413,-544.9999166
D017107,133.0627941,1673.719001
D016825,1587.34616,547.1500417
D016826,1677.87402,-61.47985761
D016827,467.0055498,-1612.745118
D016828,1364.962741,-977.7104458
D016829,-117.0290814,1674.916474
D016830,-1662.342859,-235.9178224
D016831,-913.1919965,-1408.943355
D016832,925.5515873,-1463.448413
D016833,1072.170702,-1292.08784
D016834,-1006.341487,1343.993233
D016835,-92.95087099,-1676.425106
D016836,422.7536624,-1624.906256
D016837,1324.551587,-1037.448413
D016838,-1408.500335,-913.8751583
D016839,-107.1768904,-1675.575756
D016840,-349.868053,1642.142913
D016841,-1126.63284,-1244.885314
D016842,-924.0052612,1401.875628
D016843,1317.955233,-1040.209116
D016844,1316.465371,-1042.094011
D016845,1636.99692,373.2051515
D016899,404.1239408,1629.639482
D016900,408.4082449,1628.571062
D016901,1264.644167,-1104.407593
D016902,1387.634084,945.25798
D016903,890.9346931,-1423.122051
D016904,1626.796682,415.4197352
D016905,1299.384048,1063.316555
D016906,361.9987999,-1639.511473
D016907,1065.551587,-1343.448413
D017191,-1502.354682,852.005424
D017192,77.07569261,1677.22996
D017193,1254.523161,-1115.890962
D017194,1287.555767,-1086.841958
D017195,661.2435563,1543.307474
D017196,1630.98161,398.6727823
D017197,1594.378496,526.3061951
D017198,-498.7028614,1603.226888
D017199,735.0528862,1509.549024
D017200,493.2704206,-1604.90663
D017201,1126.639099,-1244.879649
D016648,809.3746408,1471.038304
D016649,-94.605078,1676.332568
D016650,-1671.402619,-159.543987
D016651,1117.422108,-1253.15954
D016653,44.57219025,1678.40827
D016654,1283.695291,-1082.204879
D016655,-1672.030641,-152.8219092
D016656,-1519.534079,714.1828786
D016668,878.5161116,-1430.821597
D016669,-265.6403864,1657.852884
D016671,198.3044532,1667.248135
D016672,-1301.712833,1060.46438
D016673,-1642.829889,346.6279804
D016674,-1030.09772,-1325.873179
D016682,1670.357808,-170.1346319
D016683,-1321.551587,-1123.448413
D016684,-1019.081883,-1350.719417
D016685,-340.0982232,1644.194088
D016910,624.5145884,-1558.532171
D016911,728.7130788,-1512.619664
D016912,-1673.152665,140.0041425
D016913,1586.209574,550.4363613
D016914,-1024.601918,-1330.124772
D016915,728.5248611,1512.710325
D017284,1461.41311,826.6273182
D017286,-1576.883868,676.6760617
D017287,-696.3624286,1527.782828
D017288,55.90516506,1678.069013
D017289,1541.750882,664.864811
D017290,22.24193555,1678.852673
D017292,1144.374337,-1228.5961
D017302,-875.3647543,1432.751739
D016689,1554.420888,634.6784255
D016851,-1629.617818,404.2112889
D016852,-454.6570334,-1616.269774
D016928,42.74538327,-1678.455788
D016940,362.2629438,1639.453128
D016941,1095.312407,1272.529659
D016943,-901.7419186,-1416.298878
D016944,1678.321572,-47.72525295
D016945,-1669.018521,182.8063864
D016946,-1531.293641,-688.607861
D017156,-364.8070329,1638.888901
D017157,1385.435713,948.4771402
D017158,-1345.062531,-1004.911831
D017159,1604.643571,636.0688818
D017160,-1678.971079,9.854666126
D017165,1674.287264,125.7106114
D017166,1567.20814,-602.4115259
D017205,1678.720679,30.62484429
D017211,1575.40017,580.6507588
D017212,-618.5563096,1560.906497
D017213,-1649.27642,314.5286801
D017218,1427.110232,-884.532298
D017256,63.61213187,1677.794534
D017257,-1419.933507,896.0077208
D017258,-1612.917116,-466.411167
D017259,-1555.422105,-632.2207491
D017260,140.9232198,-1673.075505
D017261,-1636.342291,-376.0650304
D017262,350.8806219,1641.926853
D017263,889.2160317,1424.196563
D017264,-1510.525335,-733.0444827
D017265,1437.764479,-867.1068573
D015879,462.7080579,1613.98335
D015881,-1654.843893,283.7828211
D015970,1383.249099,951.6632434
D015979,-267.2991865,-1657.586241
D015980,-1678.985216,7.045995384
D015981,-648.3996292,1548.747533
D015982,-118.3098153,-1674.826495
D015983,-563.9052491,-1581.471426
D015984,388.3892611,1633.460983
D016113,1148.480873,1224.758215
D016145,-1678.952882,-12.57849438
D016146,246.025047,-1660.87708
D016147,-1641.083385,354.8046288
D016148,1427.857332,883.3257834
D016150,4.309208413,-1678.99447
D016151,-1657.501377,267.8249177
D016152,957.3158139,-1379.343116
D016153,1019.847017,-1333.773992
D016154,-1587.711608,-546.088683
D016155,-1208.462468,-1165.615487
D016156,-1570.719857,593.1948503
D016157,325.092993,-1647.226623
D016158,-1680.502209,-313.9151538
D016159,503.0435453,1601.870217
D016160,1009.188838,1341.856508
D016161,-1673.943556,-130.2074195
D016162,1676.328808,94.67168564
D016245,-1629.366354,405.2237461
D016246,-671.1130063,1539.041368
D016247,1526.972113,698.1383577
D016248,-134.653173,-1673.591803
D016249,247.8481517,1660.606002
D016250,-1080.892509,1284.800523
D016251,1304.440436,-1057.107444
D016252,-1644.876655,336.7815187
D016253,1368.811645,-972.3145996
D016254,1676.222328,96.53862426
D016256,1265.013422,-1103.984621
D016257,1358.171814,987.1222437
D016258,1670.379632,-169.9202286
D016259,1603.83235,-496.7522467
D016687,1678.377225,-45.72627078
D016691,-434.5613339,-1621.788348
D016708,276.4998374,-1666.84052
D016710,1609.787724,-477.1000773
D016709,-1671.866123,-154.6113404
D016853,1422.725024,891.5685656
D016936,1676.823559,85.46199042
D017134,1678.738241,-29.64654709
D017137,1291.389944,1082.937096
D017138,-1228.258051,1144.737158
D017139,1651.175618,-304.4011827
D017140,1653.42658,-291.9272929
D017141,636.3507461,-1553.73702
D017142,-1678.999131,1.708141979
D017219,-673.5027765,1537.997077
D017240,-1187.781117,1186.683201
D017241,41.26713562,-1678.492783
D015886,1654.630825,-285.0225124
D015887,205.827845,-1666.33607
D015965,536.2294394,1591.068505
D015966,-928.1674958,1399.123333
D015971,1202.400641,-1171.867611
D015973,-1403.25755,-921.9052279
D015985,564.8762591,-1581.124857
D016004,-1667.379669,197.195434
D016101,1590.864773,-664.0590849
D016176,-1147.145725,-1227.312235
D016222,-1514.695966,724.3874174
D016223,1457.843998,-832.905683
D016224,1741.877765,-302.7967145
D016228,-1535.510786,-679.1521374
D016229,-1623.601041,-427.7390086
D016230,-1677.243341,-76.78394807
D016235,-1676.483242,-91.89635947
D016699,1660.557319,-248.1741108
D016700,-943.1926117,-1389.038767
D016701,-1172.539385,1201.74556
D016702,-340.0663221,1644.200686
D016703,-417.8698931,1626.169042
D016704,720.5915343,1516.50547
D016705,1629.856209,495.0997469
D016712,1653.019206,-294.2252625
D016848,630.3322262,-1556.188383
D016849,731.2213828,-1511.40871
D016859,-1678.949738,12.99138371
D016891,1209.324354,-1164.721257
D016916,1206.438448,-1167.710268
D016931,-1514.754012,724.2660304
D017113,-1673.563739,-135.0015208
D017133,58.60197614,-1677.976999
D017135,-1253.63904,1120.82553
D017136,-1678.876335,20.37771387
D017143,1558.332662,625.0122514
D017144,764.6464163,-1494.776524
D017145,-237.512334,-1662.115788
D017209,1678.998807,-2.001606544
D017225,-383.7476719,1634.557654
D017232,803.0438504,1474.50384
D017236,-1603.685153,-497.2272405
D017252,-1228.629483,-1144.338496
D017253,-1423.657899,-890.0781916
D017254,1678.550133,-38.86450058
D017270,913.2367087,1408.914374
D016197,1270.271093,1208.616307
D016198,1100.643636,1273.800961
D016199,-1678.741828,-29.44276792
D016200,1536.966498,675.8513035
D016201,661.0632699,1543.384707
D016202,624.5662184,-1558.511482
D016203,1664.879611,217.2944585
D016204,1630.913457,398.9514974
D016205,-1490.059764,-773.7977125
D016206,1505.336451,-743.6418285
D016207,1726.482305,380.8974272
D016208,-1099.391953,1269.00683
D016209,1661.080974,244.6446329
D016210,-458.9707489,-1615.050108
D016211,68.87473614,1677.58674
D016212,1128.379342,1243.302481
D016213,1674.643178,-120.8769107
D016214,-1611.758808,470.3982822
D016215,1307.23702,-1053.647178
D016216,1631.361818,397.1141119
D016217,-1454.664091,-838.4470064
D016878,1291.774249,-1072.548502
D016879,-279.3344109,1655.600582
D016880,759.0931547,-1497.604281
D016881,1603.663527,497.2969875
D016882,760.5121667,-1496.884179
D016883,-1356.798459,989.009071
D016884,-113.252953,1675.176041
D016885,-1678.99856,-2.1989035
D016886,-15.58257023,1678.927689
D016887,771.1291067,-1491.442557
D016888,-1538.657206,671.993305
D015942,1572.018591,-589.7444771
D015943,1139.142887,1233.448209
D015944,1348.913566,-999.7365608
D015945,1567.226426,602.3639512
D015946,518.8217665,1596.829664
D015947,341.5384078,1643.895531
D015948,1659.795698,253.2177732
D015949,-182.5469929,-1669.046912
D015950,-189.8777087,1668.228838
D015951,142.1491735,1672.971791
D015952,-224.9708357,-1663.859707
D015953,-212.9010684,-1665.447128
D015954,1452.433269,842.3055261
D015955,-104.9308455,1675.717911
D015956,619.1793618,1600.148323
D015957,1133.058712,1239.039529
D015958,-1342.22544,-1008.698105
D015959,-193.1230455,-1667.856256
D015960,-163.128108,-1671.056618
D015961,1656.251099,275.451082
D015962,1656.766494,272.333955
D016759,-1655.525913,-279.776609
D016760,-1676.839586,85.14695598
D016761,1588.184585,-544.7115976
D016762,1661.13816,244.2560403
D016763,1674.539337,-122.3070267
D016764,-1621.375181,436.100359
D016765,1540.109332,668.6585427
D016766,-1422.845174,891.3768069
D016767,635.8652877,-1553.935757
D016768,1673.862628,131.2436827
D016769,1670.692595,-166.8150279
D016770,-1598.209459,514.5556566
D016771,1628.565754,408.4294142
D016772,1647.566425,-323.36647
D016773,1040.46875,1317.750272
D016774,809.1427733,1471.165855
D016775,324.9886539,1647.247211
D016776,-1384.838876,-949.348349
D016777,-375.7306553,-1636.419101
D016778,1214.946333,1158.855646
D016779,193.8275996,1667.774524
D016780,-1643.231318,-344.7199367
D016781,-320.1750106,1648.189602
D016782,1312.592828,-1046.967558
D016783,1399.823721,-927.1108613
D016784,1632.869766,390.8674017
D016785,1585.45565,-552.604183
D016055,-1627.589458,-412.3027494
D016056,1429.47196,880.7104605
D016057,1591.251461,535.6862771
D016058,1273.967012,-1093.640275
D016060,-1643.083629,345.4232031
D016061,-1645.396829,334.2308718
D016064,1541.779677,664.798035
D016065,1504.899633,744.5254166
D016066,1546.772936,653.0960759
D016067,677.4254795,1536.273322
D016068,560.1125121,1582.81868
D016069,477.4799056,1609.675104
D016070,618.0172473,-1561.120009
D016071,611.7433895,-1563.589149
D016072,-470.0850522,-1611.850193
D016073,-516.1816234,1597.685054
D016074,-320.3510841,1648.155388
D016075,-347.385594,1642.669854
D016076,1673.942395,130.222336
D016077,1653.442063,291.8395875
D016078,1637.428354,-371.3076678
D016079,1435.243333,-871.2735362
D016080,1641.672462,352.0689239
D016082,1677.658098,67.11413161
D016083,1678.069953,55.87694002
D016084,-1619.074395,-444.5661975
D016085,1426.258095,885.9056643
D016093,1653.130145,-293.6013029
D016094,-227.9139335,1663.459118
D016095,-1561.167493,617.8972881
D016096,1415.503922,-902.9892845
D016098,1650.996314,-562.2019241
D016100,-992.7775161,1354.043501
D015883,783.9156172,1517.560223
D015964,1541.336528,-665.8248313
D016059,-1028.411477,-1327.181538
D016062,1551.119724,642.7041319
D016063,53.37583117,-1678.15137
D016081,-720.7934452,-1516.409512
D016086,-492.061307,1605.277755
D016087,-222.4931507,1664.192837
D016088,1073.819148,-1290.718186
D016089,1323.04121,1033.732536
D016090,-1085.325359,1281.058103
D016091,-829.7433991,-1459.646153
D016092,315.94768,-1649.005174
D016104,-1248.441104,-1122.691325
D016105,1532.56755,685.7679674
D016106,821.9064108,-1464.073377
D016107,1676.394065,-93.5090388
D016115,495.731898,1604.148025
D016677,1584.681622,554.8199324
D016678,1664.035008,-351.1123214
D016686,1629.109537,406.2549914
D016714,-1380.172991,956.1189861
D016715,493.254818,-1604.911426
D016716,616.209259,1657.139146
D016717,881.187136,-1429.178166
D016919,1608.656644,480.8999907
D016920,1486.866748,779.9155556
D016921,1574.336116,583.5295993
D016922,647.5607379,1549.098477
D016923,1358.828661,-986.2178615
D016924,-1048.66196,1311.239526
D016925,-1678.253882,50.04906037
D016926,588.7382963,-1572.395694
D016927,1311.048649,-1048.900587
D017112,-1531.147919,688.9318193
D017147,646.9232287,-1549.364817
D017148,1654.837096,283.8224518
D017208,39.84564495,-1678.52713
D017221,1647.844089,-321.9485351
D017227,1665.281535,214.1924613
D017228,-1562.4019,-614.7693094
D017229,342.4146654,1643.713234
D017230,-1647.011785,326.1796744
D017239,774.8352516,1489.520504
D017243,1460.269412,828.6460309
D017244,-1341.873318,1009.166487
D017245,1667.191279,198.7818901
D017246,-1668.864452,184.2075981
D017247,1360.550947,-983.840495
D017248,1638.389202,367.0447169
D017249,251.5863074,-1660.043773
D017267,1655.500394,279.9275721
D017268,453.7298205,1616.530312
D017269,1657.985835,-264.8093133
D003168,-677.6949056,1667.665726
D002864,-479.4259697,1701.756369
D001227,-1659.167571,610.7265925
D001324,-805.6957084,1573.74662
D001296,-232.7543446,1793.098786
D001322,-121.6793386,1804.816539
D001323,-250.7036143,1792.457836
D001320,-1400.918116,1078.541809
D001388,-636.7498491,-1730.815895
D001392,-601.0018013,1662.714899
D001381,-1630.815799,682.8351417
D001525,-1733.766403,346.2341121
D001523,-1172.94243,-1642.998672
D001535,-1315.423637,-1181.306335
D001530,1138.680592,-1352.490484
D001433,-148.1133341,1761.785015
D001529,-466.680787,1705.295588
D001483,154.1470464,-1761.267353
D000648,-1459.004088,-998.564506
D001522,-1666.026643,952.207388
D001469,211.809779,1755.266537
D001694,-983.9325929,-1646.79544
D001635,957.5374473,-1486.252346
D001622,-643.1689186,-1646.863
D001617,-1266.663151,1436.12122
D001653,-1549.909089,850.6502312
D001578,-454.2512368,1773.124925
D001607,-285.7105693,1749.398451
D001579,-461.5889671,1713.239927
D001591,-2036.557735,-174.2658637
D001592,-1938.135192,-333.7837028
D001593,-326.626464,1737.567021
D001875,898.6724525,-1522.56751
D001708,-806.8463495,1573.157007
D001710,-1052.439496,-1644.793559
D001712,-1150.478986,1342.46866
D001707,-1163.649368,1680.433321
D001699,500.5956371,1864.930856
D006139,-478.8776982,1701.910735
D001876,893.1476611,-1525.814948
D001877,-544.2787017,-1970.202196
D001881,-1767.974349,9.523716425
D004973,500.5956371,1864.930856
D003892,-1206.101599,1294.201701
D003422,174.1081555,1759.406249
D005157,-282.5739403,2024.373475
D003421,300.1342948,1742.338488
D004975,-799.8729353,1576.714079
D005174,-805.1102469,1574.046216
D003374,-987.5631001,-1644.544144
D003376,-1066.344917,-1644.783289
D005175,-987.252894,-1644.736915
D003424,1142.489676,-1349.274376
D003461,-128.533412,1763.321627
D003462,-470.6586468,1704.201995
D003463,-221.4327381,1793.538065
D003464,-287.6262513,1744.446944
D003465,-477.2658538,1702.363447
D005177,-1286.942337,-1212.272008
D003361,-1738.754433,320.2452505
D003365,-544.4327151,-1682.087102
D003366,-812.9187162,-1570.027758
D003599,-799.675947,1576.813997
D005363,-710.31101,1619.037451
D003370,-657.9733724,-1641.004278
D003371,-541.1700203,-1683.139629
D005178,-1182.557672,1577.853938
D003476,-531.9777455,1686.067519
D005179,-520.3471864,1689.69311
D004961,-1592.596515,1066.968042
D003705,1664.450621,596.1779363
D003991,-657.4932821,1644.515665
D003426,-1627.658043,1197.16492
D005180,-1623.295526,1203.918288
D003431,-1402.38633,1076.632055
D003432,-1404.77936,1073.507778
D005181,-1571.863689,809.3630482
D005182,282.2986499,-1745.317012
D003358,-689.406172,1628.048872
D003359,-581.6836375,1774.888314
D003360,-567.993986,1674.278003
D005349,-528.0526158,1687.300932
D005350,-690.4715525,1627.59732
D005351,-355.6512256,1801.982222
D003591,67.49371022,-1766.711238
D006219,509.2281267,1862.297654
D006200,1472.065583,-979.2072918
D006227,-991.82905,-1641.885352
D006228,-1102.084466,-1721.437141
D006229,-1232.095156,-1604.682776
D006230,-1159.077795,-1683.589815
D006225,-1198.040205,-1302.284991
D007163,-1105.506895,-1717.245376
D006727,-1168.428024,-1645.805431
D006758,-993.1925907,-1641.032437
D001866,1129.213549,-1360.404631
D001868,-128.4112436,1763.330528
D001867,-1165.34658,1329.583149
D001904,-425.9398438,1715.925188
D014607,-1171.781118,-1643.722255
D014608,-214.7442504,1780.552508
D014645,-151.643502,1761.484672
D001893,1657.642512,-614.8538868
D007777,-744.3688707,1734.469677
D007778,-739.4773864,1736.405084
D007784,1092.258441,1690.773596
D007787,1572.169655,808.7685549
D007543,-989.6316068,-1643.256747
D007542,-648.8951733,-1644.615169
D009687,-994.2903871,-1640.344663
D009688,-623.4067562,1654.444927
D001986,1644.050511,-1625.558955
D001968,-294.0224961,1743.380272
D002005,-1118.599197,-1710.751834
D002062,-126.3953963,1791.412799
D002104,708.6456046,1917.226488
D002126,501.3143651,1864.713209
D002097,-1104.393121,-1719.956928
D002122,-1321.139099,-1174.91084
D002107,913.1228664,-1513.945386
D002077,-627.8423434,-1880.91503
D002113,-357.9664411,-1902.533104
D002136,832.1172427,1731.999552
D002111,640.2223838,1648.01071
D002112,1469.616162,-982.8796138
D002114,347.7484925,-1774.708995
D002118,-1736.481013,-332.3517594
D002059,361.7484925,-1762.708995
D009103,1505.810482,-926.4765473
D009023,-140.9266462,1762.374444
D009298,-458.9129647,1707.402381
D009333,697.6032035,-1624.553406
D009307,-587.2985683,1667.604387
D002169,-1553.928686,843.2850274
D002170,-410.4614723,1719.693397
D007835,-987.0865856,-1644.840232
D007859,-305.6314855,1741.38261
D007964,708.8583878,-1619.673975
D008414,628.7146589,-1652.435136
D008424,-986.9126486,-1644.948265
D008425,-987.2202846,-1777.654
D002272,-989.3697988,-1643.41988
D002259,-606.854271,1660.587816
D005386,-450.3804322,1709.672912
D002385,-1248.44847,1618.428997
D018581,-451.2345244,1716.46007
D005448,-1001.596965,-1781.779874
D009857,-1121.30582,-1708.979011
D009862,-431.0373545,1718.270847
D010463,-1336.223818,1546.752051
D010464,-1287.739509,1587.344625
D010364,515.1501838,1860.467093
D010365,513.4641268,1860.990273
D010366,505.8365856,1863.337159
D010932,-1213.175805,1287.153705
D011018,1767.722221,31.33923533
D010446,-1695.70234,500.4174006
D010447,-1689.568977,520.7501035
D010448,-1736.770816,330.8339954
D010369,-811.0399402,1570.999114
D010389,-1108.074145,-1717.587753
D010390,-990.2579342,-1642.866259
D010391,-1103.527128,-1720.512679
D010525,-462.3260158,1706.481367
D010526,-275.8132156,1767.06908
D010527,-324.0514329,1738.049099
D010528,-223.0771704,1808.592649
D010529,-321.8520756,1738.457719
D010617,-572.7338548,1684.552706
D010387,-612.7400392,-1658.425049
D012138,-734.6615513,-1647.063984
D011020,864.5515873,1599.551587
D010393,-1630.199105,1193.204205
D010385,230.0563265,1752.968364
D010386,218.5287275,1754.442702
D003219,-1093.479293,-1726.916047
D003220,-992.5827126,-1641.414109
D009451,-472.373189,1703.727552
D002470,-461.7784005,1706.629634
D002527,-472.681618,1703.642007
D005644,-1128.369817,-1704.323196
D002408,-1410.279343,1066.272092
D002473,-1173.903875,-1642.398804
D002474,-481.7839641,1701.090301
D002475,-477.7637512,1702.22378
D012797,-984.9815345,-1646.146065
D012798,-984.1428435,-1657.77646
D012721,1136.756607,-1354.107978
D012836,-146.9903242,1761.879066
D012840,-1547.389345,855.225243
D013620,-983.6711813,-1646.957138
D008700,-476.5723167,1702.557731
D007381,-1644.296812,649.7014642
D008984,-279.0210219,1745.843999
D010114,-452.3936289,1709.141306
D002765,-527.7567292,-1687.393503
D002783,-599.6028631,1663.219891
D002633,-1144.511305,-1693.52587
D002753,-1640.946493,658.1174716
D002752,-812.3503653,1570.321905
D002763,-1870.842994,480.6953052
D002764,1543.252513,-862.6677691
D009987,-983.8812368,-1646.827211
D009990,-1550.477395,849.6139399
D002805,-630.774928,-1880.115157
D002831,687.851116,1863.606527
D002833,-984.3528626,-1646.535366
D002827,-483.0676004,1700.726225
D002829,-285.3687712,1751.707969
D002832,-174.888811,1835.051582
D013718,-1742.841651,297.1985523
D013706,-204.7147367,1788.205801
D013707,-482.0161154,1701.024534
D014167,-988.6770935,-1643.851242
D014172,-385.8442736,1725.383493
D008895,833.2393131,1731.430796
D002852,1019.89006,1466.494157
D002853,1030.984904,1457.452603
D005915,-145.7744216,1761.980084
D005916,-461.456567,1706.716683
D005854,257.4484127,2006.448413
D005917,-1674.465802,-567.4401105
D005932,1134.607488,-1355.909233
D005936,-287.1251397,1744.529494
D014418,-990.7349065,-1642.568676
D002856,330.8814178,1736.761782
D002947,-1767.232647,-52.08428493
D002894,-53.6865944,1840.723961
D002862,1705.54609,465.7644638
D002863,1764.398295,112.7947584
D002933,-885.7732084,-1530.107782
D002866,57.76147125,-1767.0562
D002867,383.0012476,-1726.016815
D002872,1396.104609,-1084.765376
D002873,1563.559872,-825.2905712
D001197,625.199339,1653.768359
D001203,898.1492866,1522.87618
D001175,937.7266329,-1500.895889
D001204,683.6453179,1634.498826
D001283,71.81219539,-1766.540973
D003226,-1729.466521,367.109727
D001345,1207.392902,-1291.520956
D001295,1724.893366,388.0294771
D007724,14.10387044,1859.15986
D001531,-1927.596682,409.8709416
D001443,625.1172142,1653.799404
D001450,-868.7252425,1539.850789
D014808,-860.5588195,1544.429512
D001518,70.12426624,-1766.608782
D001559,70.78386516,-1766.582476
D001619,-2013.459686,352.0171747
D001577,947.4918261,-1492.676535
D001706,-214.64759,1754.921768
D001879,-675.9286957,1633.690423
D003685,-852.1068398,1826.855536
D004978,523.6658094,1694.430846
D004979,615.476129,1657.411577
D004980,574.5420177,1672.042305
D004981,675.2639585,1650.812592
D004982,771.9365496,1611.780745
D004983,779.9398843,1589.481347
D004984,618.8025593,1656.172513
D004985,792.8448359,1580.25981
D005002,638.2349704,1648.781405
D005155,524.1569471,1714.450883
D005156,900.4274996,1521.530255
D018621,912.3616055,1514.404273
D003438,-869.7097404,1539.294958
D003439,-875.6332148,1535.933095
D003440,-877.5904986,1534.815597
D003441,-864.1643479,1542.414983
D003471,877.0148891,-1535.144581
D003474,904.1198989,-1519.33907
D005364,950.9600581,-1490.469378
D003373,796.192712,-1578.575676
D003595,-89.23587834,-1765.746572
D003538,1669.540341,-581.7723348
D003956,1630.136487,684.4552825
D003957,1625.637801,695.0724701
D003492,-1266.747483,-1233.359159
D003427,1247.427717,-1252.895882
D003434,-197.3922015,1756.946305
D003540,-1634.199999,674.6957554
D003541,-1712.443982,439.7267445
D004963,733.3382472,-1608.73833
D003475,692.6453179,1632.498826
D003367,1743.255101,294.7637211
D003452,1709.379952,451.4910645
D003454,1702.164313,477.9755753
D003455,1705.21754,466.9658903
D003456,1763.15897,130.745738
D003457,1762.856839,134.758175
D003458,1705.288052,466.7083256
D003459,1739.953612,313.6645139
D005158,1762.836065,135.0296496
D005159,1739.381551,316.8214303
D003528,-672.7340504,-1635.008531
D003988,-1046.652113,-1424.901174
D003577,-1699.201547,602.8561745
D003578,-1598.109062,756.2218099
D005366,-1753.523235,-225.7880944
D003951,-863.924949,-1542.549086
D003477,80.04376334,-1766.187135
D003478,227.0545201,-1854.240228
D003479,364.9430709,-1838.16667
D003480,343.0559969,-1807.069172
D003481,393.2808719,-1723.703616
D003482,175.3324503,-1854.371855
D003483,140.1959702,-1854.507867
D003484,351.7551239,-1811.276221
D003485,73.20083986,-1766.483976
D005303,173.8083186,-1827.701228
D003592,40.49505606,-1767.536181
D003532,-517.2601483,-1690.640689
D003533,-586.5977639,-1667.851032
D006284,619.7623229,-1655.813596
D006391,-436.4281233,1713.287627
D006239,1762.288303,141.9997796
D006240,1762.679762,137.0549451
D006226,-605.5546774,-1661.06217
D006268,-1573.070763,-807.0144821
D006374,-1091.080479,-1391.174823
