x,y,z,dynasty,area,id,name
-227.8,2098.3,47,清,5-13 清画全集 梅清与宣城画派,D000187,黄山圖册(官網無中文名)
-226.8,2080.4,895,清,5-13 清画全集 梅清与宣城画派,D000217,蓮花峰圖
-256.5,2099.6,422,清,5-13 清画全集 梅清与宣城画派,D000181,木落看山圖
-354.5,2053.4,443,清,5-13 清画全集 梅清与宣城画派,D000223,望天都峰圖
-1848,873.4,56,清,5-14 清画全集 龚贤等,D000153,掛壁飛泉圖
-1792.4,991.9,890,清,5-14 清画全集 龚贤等,D000065,臨北苑山水圖軸
-1845.8,878.1,375,清,5-14 清画全集 龚贤等,D000088,就樹結廬圖
-1782.4,1000.5,223,清,5-15 清画全集 金陵名家,D004168,柳邨漁樂圖卷
-1874.8,814.3,113,清,5-15 清画全集 金陵名家,D004172,花蝶圖
-1821.4,982.3,323,清,5-14 清画全集 龚贤等,D019109,仿龔賢 十二月令山水圖
-1825.2,978.4,635,清,5-14 清画全集 龚贤等,D019110,仿龔賢 山水圖
-1810.3,994.4,195,清,5-14 清画全集 龚贤等,D000121,雙樹圖
-1822.9,956.2,829,清,5-14 清画全集 龚贤等,D000071,野客高居圖
-1817.4,1002.4,96,清,5-14 清画全集 龚贤等,D000149,課徒稿/課徒畫樹稿（圖目）
-1828.9,974.5,162,清,5-14 清画全集 龚贤等,D000112,白描山水
-1747.9,1045.8,0,清,,1156,李世倬
-1888.3,923.5,464,清,5-23 清画全集 宫廷绘画,D013674,截寫長江萬里圖
-1822.9,924.6,214,清,5-14 清画全集 龚贤等,D000131,江村圖卷
-1836.1,898.2,186,清,5-14 清画全集 龚贤等,D000074,草堂終老圖
-1806.1,957.1,220,清,5-14 清画全集 龚贤等,D000142,奇峰秋雲圖
-1807.9,985.5,78,清,5-14 清画全集 龚贤等,D000096,為密之山水/為密之作山水
-1849.6,869.9,769,清,5-14 清画全集 龚贤等,D000097,山水
-2027.2,261.4,139,清,5-16 清画全集 扬州名家,D011833,長壽佛圖
-2103.2,337.3,62,清,5-15 清画全集 金陵名家,D002328,石厓聽泉圖(官網無中文名)
-2036,181,211,清,5-15 清画全集 金陵名家,D009776,霜林獨往圖
-2122.6,319.9,580,清,5-15 清画全集 金陵名家,D011114,踏雪尋梅圖
-2031.3,227.7,744,清,5-15 清画全集 金陵名家,D008674,張良像
-2069.8,367.2,480,清,5-18 清画全集 金石画家,D018143,菊花圖
-2034.8,193.8,556,清,5-18 清画全集 金石画家,D018144,群仙祝壽圖
-2067.6,372.2,0,清,,1417,金玥
-2029.1,246.5,917,清,5-24-3 清画全集 早中后期其他名家,D011199,花鳥魚蟲十開
1633.9,1382.6,548,清,5-16 清画全集 扬州名家,D006652,菖蒲
1629.7,1329.1,825,清,5-16 清画全集 扬州名家,D011935,普賢菩薩像軸
1556.5,1324.9,169,清,5-16 清画全集 扬州名家,D011936,醉鍾馗圖
1625.9,1358.4,137,清,5-16 清画全集 扬州名家,D011933,梅花圖
1554.3,1327.4,428,清,5-16 清画全集 扬州名家,D011934,湘潭秋意圖
-2123,266.6,725,清,5-16 清画全集 扬州名家,D013371,花卉八開
-1962.2,572.5,540,清,5-24-3 清画全集 早中后期其他名家,D009965,松山水閣圖
-363,2011.5,398,清,5-17 清画全集 扬州名家（界画）,D009611,海嶠春華圖
-374.8,2009.3,64,清,5-17 清画全集 扬州名家（界画）,D009612,盤車圖
-352.6,2013.4,360,明,4-10 明画全集 徐渭,D000295,花卉雜畫圖卷(無官網信息)/花卉雜畫圖(“墨里滑稽”卷)(出版)
-398.6,2004.8,989,明,4-10 明画全集 徐渭,D000297,花卉圖卷(官網無中文名)/花卉圖(十二段卷)(出版)
-305.7,2021,75,明,4-10 明画全集 徐渭,D000349,花卉十六種/墨花圖(“識得東風”十六段卷)(出版)
-439.9,1996.1,198,明,4-10 明画全集 徐渭,D000351,花卉(九種)/墨花圖(九段卷)(出版)
-1984.1,491,395,清,5-18 清画全集 金石画家,D018136,花卉博古圖
-1984.6,489.4,23,清,5-15 清画全集 金陵名家,D002692,古木高士圖卷
-1987.1,478.9,284,清,5-15 清画全集 金陵名家,D002801,theodeonwhistling(官網無中文名)
-1981.1,503,282,清,5-16 清画全集 扬州名家,D012560,墨竹圖
-1986.5,481.3,753,清,5-16 清画全集 扬州名家,D012561,墨竹
-554.8,-2244.4,512,清,5-19 清画全集 吴昌硕,D006697,梅石圖
-550.9,-2245.4,793,清,5-19 清画全集 吴昌硕,D008246,布袋和尚像
-557.7,-2243.7,231,清,5-19 清画全集 吴昌硕,D004937,菊石圖
-546.8,-2246.4,557,清,5-19 清画全集 吴昌硕,D018125,高齊清供圖（故宫）
-563.9,-2242.2,658,清,5-19 清画全集 吴昌硕,D014383,荷花圖
-534.8,-2249.3,668,清,5-19 清画全集 吴昌硕,D018997,梅石立軸
-305.4,-2089.9,343,清,5-20 清画全集 海上名家,D007766,蘇武牧羊圖
-327.3,-2089.2,809,清,5-20 清画全集 海上名家,D010251,臨陳老蓮人物
-312.7,-2019.9,246,清,5-05 清画全集 吴历,D011396,湖山春曉圖
-315.6,-2117.5,242,清,5-05 清画全集 吴历,D011400,風雨歸舟圖
-223.8,-2031.7,217,清,5-23 清画全集 宫廷绘画,D003228,重巒疊翠圖
-466.7,-2152.2,870,清,5-23 清画全集 宫廷绘画,D001301,桂月聽笛圖(鈴木敬)/官網無中文名
-118.1,-2131.2,575,清,5-20 清画全集 海上名家,D004890,吴淦像
-132.3,-2131.6,436,清,5-20 清画全集 海上名家,D004891,幹莫煉劍圖
-80.7,-2131.5,356,清,5-05 清画全集 吴历,D005189,松壑鳴琴圖
-152.3,-2131.9,190,清,5-05 清画全集 吴历,D018797,春早晴雪圖
-41.9,-2132,343,清,5-05 清画全集 吴历,D006485,春山高隱圖
-200.5,-2131.9,915,清,5-05 清画全集 吴历,D009377,晴雲洞壑圖
1896.4,-762.7,662,清,5-23 清画全集 宫廷绘画,D005230,畫弘曆觀畫像圖軸
1893.1,-770.8,190,清,5-23 清画全集 宫廷绘画,D005296,竹蔭西狑圖軸
1902.6,-748.4,712,清,5-23 清画全集 宫廷绘画,D005924,清太祖努爾哈赤畫像軸
1892.4,-772.6,825,清,5-23 清画全集 宫廷绘画,D005973,松柏九鶴圖
1920.8,-699,355,清,5-24-3 清画全集 早中后期其他名家,D011919,仿倪瓚山水
1871.6,-821.5,757,清,5-24-3 清画全集 早中后期其他名家,D005747,春山平遠圖
1990.1,-665.4,248,清,5-23 清画全集 宫廷绘画,D004709,郊原牧馬圖
1936.8,-970.4,226,清,5-23 清画全集 宫廷绘画,D004712,弘曆觀馬戲圖（圖目）/弘曆觀馬技圖像横軸（故宫）
2023.8,-286.6,762,清,5-04 清画全集 王原祁与娄东派,D007688,仿李龍眠山莊圖
1547.5,-1343.1,442,清,5-04 清画全集 王原祁与娄东派,D007645,楚江風色圖
1540.1,-1350.6,696,清,5-04 清画全集 王原祁与娄东派,D014335,茅亭對話圖
2021.7,-301.4,789,清,5-04 清画全集 王原祁与娄东派,D011869,山水
1553.4,-1337.1,453,清,5-04 清画全集 王原祁与娄东派,D011907,三吾勝異圖
1238.8,-1625.8,571,清,5-24-1 清画全集 指画派,D007370,山水圖
1242.9,-1622.7,221,清,5-24-1 清画全集 指画派,D009733,古道清廉圖
1216.2,-1666.4,280,清,5-24-1 清画全集 指画派,D005746,指畫雙鹿圖
1253.8,-1614.3,639,清,5-24-1 清画全集 指画派,D012547,秋葵行雉圖
1192.6,-1660,981,清,5-24-1 清画全集 指画派,D009555,山中高士圖
1306.9,-1571.6,120,清,5-24-1 清画全集 指画派,D009556,指畫牡丹
1169.8,-1688.8,823,清,5-24-1 清画全集 指画派,D009550,雪景山水
1091.5,-1758.3,833,清,5-24-1 清画全集 指画派,D011631,指畫添籌圖
1278.9,-1617.1,704,清,5-24-1 清画全集 指画派,D011635,指畫松鷹圖
1332.7,-1563,216,清,5-24-1 清画全集 指画派,D009559,指畫俯視一切圖
1236.5,-1627.6,477,清,5-24-1 清画全集 指画派,D008112,水中八事圖八關
1435.8,-1454.8,592,清,5-24-1 清画全集 指画派,D009926,指畫雜畫六開
1245.9,-1620.4,461,清,5-24-1 清画全集 指画派,D014836,花卉圖
1209,-1648.1,633,清,5-24-1 清画全集 指画派,D002211,雜畫(官網無中文名)
1242.6,-1622.9,258,清,5-24-1 清画全集 指画派,D009549,指畫柳塘鴛鴦圖
1239.2,-1625.5,652,清,5-24-1 清画全集 指画派,D008910,指畫白鷳圖
1185.9,-1705.8,79,清,5-24-1 清画全集 指画派,D014505,指畫松林騎馬圖
-1696.9,1191.6,814,清,5-24-2 清画全集 京江画派/南苹画派等,D005752,芝鹿圖
-1659.9,1244.9,824,清,5-03 清画全集 王翬与虞山派,D011318,十裏溪塘圖
-1694.8,1162.3,212,清,5-03 清画全集 王翬与虞山派,D011319,春草洞庭圖
-1639.5,1224.5,7,清,5-03 清画全集 王翬与虞山派,D009514,茅屋長松圖
-1700.5,1134.2,968,清,5-03 清画全集 王翬与虞山派,D013841,紫虚托道圖
-1641.2,1218.3,888,清,5-03 清画全集 王翬与虞山派,D018447,山水
-1682.7,1160.3,180,清,5-03 清画全集 王翬与虞山派,D001309,仿惠崇山園佳趣圖扇面(鈴木敬)/清七家扇面合册 （官網）
-1734.3,1081.8,385,清,5-24-2 清画全集 京江画派/南苹画派等,D010009,梅竹錦雞圖
-1738.6,1074.9,616,清,5-24-2 清画全集 京江画派/南苹画派等,D013714,松梅雙雉圖
-1731.7,1085.9,798,清,5-14 清画全集 龚贤等,D000044,山水
-1748.3,1058.9,215,清,5-14 清画全集 龚贤等,D000056,山水
-1717.6,1108.1,882,清,5-14 清画全集 龚贤等,D000059,雲壑松蔭圖
-1759.1,1041,638,清,5-14 清画全集 龚贤等,D000086,寒林飛瀑圖
-1647.6,1209.7,545,清,5-24-2 清画全集 京江画派/南苹画派等,D009201,掛鶴圖
-1632.1,1230.6,976,清,5-24-2 清画全集 京江画派/南苹画派等,D009579,梅花綬帶圖
-1581.4,1295,8,清,5-03 清画全集 王翬与虞山派,D005865,盧鴻草堂圖
-1698.7,1136.8,117,清,5-03 清画全集 王翬与虞山派,D014271,竹嶼垂釣圖
-1592.9,1318.4,423,清,5-03 清画全集 王翬与虞山派,D014127,仿倪瓚山水
-1697.3,1139,104,清,5-03 清画全集 王翬与虞山派,D011364,臨倪瓚溪亭山色圖
-1572.8,1305.5,465,清,5-03 清画全集 王翬与虞山派,D011375,仿王蒙竹趣圖
-1696.8,1139.7,284,清,5-03 清画全集 王翬与虞山派,D008045,滄浪亭圖
-1826,1023.2,820,清,5-24-3 清画全集 早中后期其他名家,D007039,秋葉螳螂圖（館方）/螳螂圖（圖目）
-1767.4,1026.8,763,清,5-24-3 清画全集 早中后期其他名家,D019741,梨花草蟲圖
-1753.8,1049.8,144,清,5-14 清画全集 龚贤等,D000010,山水圖册頁(官網無中文名)/Winter landscape
-1750.6,1055.2,138,清,5-14 清画全集 龚贤等,D000157,深山樹木圖
1907,735.7,537,清,5-24-3 清画全集 早中后期其他名家,D010142,秋賞圖
2045.5,691.1,31,清,5-24-3 清画全集 早中后期其他名家,D010143,游僧歸晚圖
1901,751.1,42,清,5-07 清画全集 弘仁,D015124,黄山圖(故宫)
1935.8,656.2,561,清,5-07 清画全集 弘仁,D015125,黄山圖(故宫)
1936.9,653.1,962,清,5-07 清画全集 弘仁,D002974,梧桐竹石圖
565.8,1580.8,894,元,元画,D001427,品茶圖(鈴木敬)
661.2,1543.3,800,元,元画,D001657,五陵挾彈圖
352.7,1641.5,797,元,3-03 元画全集 国内散目,D017262,富春山居圖(剩山圖)
894,1421.2,681,元,3-03 元画全集 国内散目,D017263,夏木垂陰圖
401.5,1721.8,621,明,4-02 明画全集 浙派,D002856,蒼松圖
890.8,1527.2,273,明,4-02 明画全集 浙派,D001203,攜琴訪友（合同）
531.2,1722.6,520,明,4-02 明画全集 浙派,D005155,南屏雅集圖
885.1,1530.5,577,明,4-02 明画全集 浙派,D005156,浙江名勝圖
175.2,1759.3,563,明,4-14 明画全集 丁云鹏等,D009870,群山削立圖
959.6,1484.9,303,明,4-14 明画全集 丁云鹏等,D010926,伏生授經圖
-1558.8,-786.2,0,元,,349,鄒復雷
-1453.3,-840.8,908,元,3-05 元画全集 欧美藏品,D016217,春消息圖
-1483.9,-785.5,572,元,3-04 元画全集 日本藏品,D016228,採芝圖
-1403.2,-921.9,594,元,3-04 元画全集 日本藏品,D016229,高士探梅圖
-1690.4,-517.9,465,明,4-08 明画全集 吴门画家,D003442,木棉圖
-1308.7,-1188.8,130,明,4-08 明画全集 吴门画家,D003619,萬壑松風圖
1544.8,878.2,0,元,,385,李溥光（款）
1533.3,739.7,589,元,3-05 元画全集 欧美藏品,D016920,松風書屋圖
1460.3,828.5,998,元,3-01 元画全集 故宫藏品,D016632,古木竹石圖
1552.3,639.9,118,元,3-01 元画全集 故宫藏品,D016634,古木幽篁圖
1484.2,785,430,元,3-05 元画全集 欧美藏品,D016065,江渚風林圖
1549.4,646.8,734,元,3-05 元画全集 欧美藏品,D016066,虞山林壑圖
1499.9,754.5,612,元,元画,D010292,松石圖軸
1628.1,689.3,207,元,元画,D010329,古木聚禽圖軸
-994.2,-1864.8,0,明,,437,周夢龍
-989.7,-1788.4,707,明,4-01 明画全集 宫廷绘画,D005448,三清圖
-916.9,-1826.8,285,清,5-01 清画全集 王时敏,D011038,仿大癡山水
-1065.3,-1744.5,557,清,5-01 清画全集 王时敏,D011039,仿黄公望山水
-860.5,-1854,445,清,5-01 清画全集 王时敏,D009773,仿黄公望浮巒暖翠圖
-1074.2,-1739,276,清,5-01 清画全集 王时敏,D006395,爲聞翁作山水
-968.4,-1806.5,179,清,5-01 清画全集 王时敏,D011050,仿王蒙山水
-1050.2,-1800.3,11,清,5-01 清画全集 王时敏,D011044,巖阿别業圖
-1004.1,-1792,570,清,5-01 清画全集 王时敏,D006854,仿倪山水
-1085,-1756.9,891,清,5-01 清画全集 王时敏,D004011,"杜甫詩意圖十二開/
杜甫詩意册（故宫）"
-203.2,-1638.8,0,明,,464,吕棠
-90.5,-1765.7,266,明,4-02 明画全集 浙派,D003595,花石鴛鴦圖
-209,-1755.6,12,明,4-11 明画全集 董其昌,D003739,集古樹石畫稿
-33.4,-1767.7,675,明,4-11 明画全集 董其昌,D003737,仿米雲山圖
-215.3,-1754.8,285,明,4-11 明画全集 董其昌,D003716,仿古山水(八開)
-32.6,-1767.7,544,明,4-11 明画全集 董其昌,D010776,仿古山水(八開)
-616.2,1895.8,0,明,,514,丁文暹
-680.7,1927.3,375,明,4-03 明画全集 早期文人画,D007771,秋樹雙雀圖
-440.6,1996,266,清,5-13 清画全集 梅清与宣城画派,D000274,山水十二開册
-441.4,2013,565,清,5-13 清画全集 梅清与宣城画派,D000227,雲門峰圖軸
-923,1866,859,清,5-13 清画全集 梅清与宣城画派,D000288,秋山蕭寺圖
-406.6,2016.1,703,清,5-13 清画全集 梅清与宣城画派,D000207,杏花春雨圖(官網無中文名)
-927.4,1863.4,363,清,5-13 清画全集 梅清与宣城画派,D000289,山水圖
-1930.5,785.3,0,明,,760,邢慈静
-1863.6,839.6,396,明,4-18 明画全集 其他画家(杂卷）有纪年画家,D010798,梅花圖
-2112.1,791.2,551,清,5-24-3 清画全集 早中后期其他名家,D007334,梅花書屋圖
-1768.6,1024.7,583,清,5-24-3 清画全集 早中后期其他名家,D007480,牡丹圖軸
-1987.6,477,404,清,5-24-3 清画全集 早中后期其他名家,D007168,十飲圖
-1771.8,1019.2,213,清,5-24-3 清画全集 早中后期其他名家,D007021,花卉草蟲圖(十二開)
1092.2,1460.6,0,明,,763,紅白川
1030.7,1436.5,649,明,4-18 明画全集 其他画家(杂卷）有纪年画家,D002377,草蟲圖
1089.6,1392.3,578,明,4-14 明画全集 丁云鹏等,D018154,杏園送客圖
946.8,1493.1,161,明,4-14 明画全集 丁云鹏等,D020806,貨郎圖（暫名）
1202.6,1296,709,明,4-14 明画全集 丁云鹏等,D002094,許旌陽移居圖(官網無中文名)
898,1603.6,514,明,4-14 明画全集 丁云鹏等,D007899,仙山樓閣圖
1179.8,1316.8,500,明,4-20 明画全集 佚名作品,D000776,甲申十同年圖/十同年會圖(出版)
1001.6,1470,915,明,4-20 明画全集 佚名作品,D000848,江山萬里圖(合同)
-750.2,-1624.8,0,明,,792,陳震
-674.2,-1634.4,758,明,4-18 明画全集 其他画家(杂卷）有纪年画家,D012998,蘆雁
-792.2,-1674.1,0,明,,566,沈完
-702.4,-1622.5,483,明,4-08 明画全集 吴门画家,D012876,山水
-689.2,-1628.1,271,明,4-08 明画全集 吴门画家,D008704,柳塘放牧圖
-775.8,-1639.8,0,明,,585,張元舉
-699.4,-1623.8,305,明,4-08 明画全集 吴门画家,D014024,竹菊圖
-876.8,-1622.1,944,明,4-08 明画全集 吴门画家,D009057,梅茶山鵲圖
-633.7,-1650.5,785,明,4-08 明画全集 吴门画家,D010344,松壑高闲圖
-877,-1535.2,886,明,4-08 明画全集 吴门画家,D014176,楓色高秋圖
-520,-1689.8,132,明,4-08 明画全集 吴门画家,D002850,苕帚庵種芝圖（翻译公司）/種芝図（鈴木敬）
-832.4,-1559.8,157,明,4-08 明画全集 吴门画家,D009054,峰廻逕轉圖
-547.4,-1681.1,197,明,4-08 明画全集 吴门画家,D009090,秋花蛺蝶圖
-872.4,-1537.5,115,元,元画,D002452,道士圖
-591.1,-1571.5,299,元,元画,D010157,林园高蹈
-1755.3,-577.9,0,明,,795,雷濬
-1705.9,-464.6,194,明,4-18 明画全集 其他画家(杂卷）有纪年画家,D012711,雪梅山禽圖
-1953.6,-723.3,0,宋,,188,朱銳（傳）
-1614.9,-459.4,76,宋,2-07 宋画全集 日本藏品,D015941,盤車圖
-2077,-725.8,0,明,,870,佚名（李迪款）
-1116.2,-305,0,明,,866,佚名（□禪款）
1536.8,-1206.2,0,明,,893,佚名（梁楷款）
1401.7,-1077.5,423,明,4-20 明画全集 佚名作品,D000810,水榭納涼
1596.8,-1345.8,0,明,,690,郝敬
1977.6,-1520.2,0,清,,1095,朱文震
1046.2,-948.2,0,清,,1041,李鱓
-112.2,-2067.2,0,清,,987,楊明時
26.5,-2062.9,926,清,5-12 清画全集 新安名家,D003179,仿石田山水圖
-140.6,-2039.2,893,清,5-06 清画全集 恽寿平与常州画派,D012374,霜滿花繁圖
123.2,-2110.2,519,清,5-06 清画全集 恽寿平与常州画派,D009522,溪館連松圖
-157.5,-2037.9,31,清,5-06 清画全集 恽寿平与常州画派,D008827,石壁松窗圖
-1789.9,1497.8,0,清,,1001,梅蔚
-1651.4,1536.3,823,清,5-13 清画全集 梅清与宣城画派,D000276,停舟看山圖
-2089.8,1787.8,0,明,,623,米萬鐘
-1545.1,1338.1,359,明,4-14 明画全集 丁云鹏等,D003783,墨石/墨石色草軸（故宫）
-1464.5,1416.9,396,明,4-14 明画全集 丁云鹏等,D006816,勺園紀圖
-2399.1,1920.8,0,清,,1604,唐宇昭
-1867.8,1757.8,0,元,,322,錢選（款）
-1223.6,1149.8,695,元,3-04 元画全集 日本藏品,D017138,林檎圖
1845.8,-1109.2,0,清,,1082,李吉壽
1783.3,-998.9,106,清,5-18 清画全集 金石画家,D007053,墨梅横披
1872.5,-1074.3,552,清,5-17 清画全集 扬州名家（界画）,D009428,松岩樓閣圖/長松樓閣圖（圖目）
1809.9,-949.8,881,清,5-17 清画全集 扬州名家（界画）,D009384,醉歸圖
1872.1,-1082.6,231,清,5-17 清画全集 扬州名家（界画）,D008120,海上三山圖
1816,-938,727,清,5-17 清画全集 扬州名家（界画）,D008121,晝錦堂圖
1823.4,-1077.7,832,清,5-17 清画全集 扬州名家（界画）,D003073,水閣對弈圖
1824.8,-920.9,6,清,5-17 清画全集 扬州名家（界画）,D003074,雪山行旅圖
1859.8,-1116.6,43,清,5-17 清画全集 扬州名家（界画）,D001435,九成宫圖
1815.9,-938.3,94,清,5-17 清画全集 扬州名家（界画）,D004572,梁園飛雪圖
-1736.4,1418.3,41,清,5-23 清画全集 宫廷绘画,D009679,古木竹石圖
-1944.9,1186.2,191,清,5-16 清画全集 扬州名家,D008372,荷花圖/荷香十里圖
-1946.8,1182.8,67,清,5-16 清画全集 扬州名家,D001895,花卉圖/花卉圖册(鈴木敬)
1464.2,1263.8,0,清,,1207,楊大章
1547.4,1335.4,251,清,5-23 清画全集 宫廷绘画,D013458,江行初雪圖
1347.8,1197.2,0,清,,1062,王雲
1568.2,1419.8,770,清,5-17 清画全集 扬州名家（界画）,D001260,仿宋元人山水册（合同）
1535.1,1454,372,清,5-17 清画全集 扬州名家（界画）,D006529,深山禪跡圖
1609.7,1460,790,清,5-17 清画全集 扬州名家（界画）,D006530,賈島詩意圖
1701.6,-1128.2,0,清,,1247,程言
1726.2,-1094.7,587,清,5-24-3 清画全集 早中后期其他名家,D003171,江西省景德鎮河東河西圖
1668.7,-1180.4,552,清,5-17 清画全集 扬州名家（界画）,D007301,琵琶行圖
1810.4,-948.8,384,清,5-17 清画全集 扬州名家（界画）,D008815,水閣納涼圖
1502.4,-1386,360,清,5-24-2 清画全集 京江画派/南苹画派等,D006964,蒲石瓶梅圖
1872,-820.8,857,清,5-24-2 清画全集 京江画派/南苹画派等,D008017,秋亭遠山圖
1522.1,-1364.3,327,清,5-24-3 清画全集 早中后期其他名家,D006987,崇山疊嶺圖
1823.6,-923.3,792,清,5-24-3 清画全集 早中后期其他名家,D006733,五羊仙跡圖
586.7,-1989.8,773,清,5-24-3 清画全集 早中后期其他名家,D006918,出塞圖
934.6,-1859.3,905,清,5-24-3 清画全集 早中后期其他名家,D011126,梅花圖十二開
391.7,-2201,895,清,5-24-3 清画全集 早中后期其他名家,D007440,仿董其昌山水(六開)
986.2,-1953.8,0,清,,1091,奚岡等
427.6,-2101.6,0,清,,1085,王玉璋
689.6,-1924.1,908,清,5-06 清画全集 恽寿平与常州画派,D001860,"FallenFlowers,InquisitiveFish(官網無中文名)"
390.1,-2006.4,392,清,5-06 清画全集 恽寿平与常州画派,D006547,葡萄圖
684.7,-1925.9,289,清,5-06 清画全集 恽寿平与常州画派,D013286,花卉十二開
368.1,-2010.6,463,清,5-23 清画全集 宫廷绘画,D013365,花卉八開
690.8,-2029.5,756,清,5-22 清画全集 海上名家 朱偁、蒲华等,D001421,田家秋光圖(鈴木敬)
374.5,-2009.4,82,清,5-22 清画全集 海上名家 朱偁、蒲华等,D010250,寒松棲鶴圖
-1584.6,1430.4,912,清,5-24-3 清画全集 早中后期其他名家,D014623,仕女圖
-1418.3,1495,946,清,5-16 清画全集 扬州名家,D002273,老樹白猿圖(官網無中文名)
-1521.9,1368.7,283,清,5-16 清画全集 扬州名家,D013336,高枝好鳥圖
-1399.2,1540.4,868,清,5-16 清画全集 扬州名家,D011711,漁家樂圖/遠江吞岸（圖目）
-1534.6,1356.1,857,清,5-16 清画全集 扬州名家,D011752,昭君出塞圖
-854.8,2247.2,0,清,,1370,萬壽祺
-679.9,2209.8,203,清,5-24-3 清画全集 早中后期其他名家,D002797,The Thatched Xixi Studio(官網無中文名)
-698.1,2081.6,188,清,5-24-3 清画全集 早中后期其他名家,D002038,山水圖卷
-701.4,2080.4,24,清,5-24-3 清画全集 早中后期其他名家,D011128,花鳥
-709,2077.6,648,清,5-24-3 清画全集 早中后期其他名家,D015134,柏鹿圖
-964.8,2400,0,清,,643,祁豸佳
-733.7,2192.5,962,清,4-17 明画全集 明末清初/晚明其他画家（嘉兴画派）,D002956,仿董源山水
-756.1,2059.6,730,清,4-17 明画全集 明末清初/晚明其他画家（嘉兴画派）,D007092,仿巨然山水（圖目）/仿巨然設色山水圖軸(合同)
-747.1,2188,853,清,4-17 明画全集 明末清初/晚明其他画家（嘉兴画派）,D008722,仿趙承旨山水
1694.2,711.8,0,清,,1378,馬負圖
1913.5,718.8,855,清,5-24-3 清画全集 早中后期其他名家,D009129,夏山風起圖
1457.2,666.8,0,清,,1029,周璕
-1492.2,1573.8,0,清,,1415,姜實節
-1343.7,1721.3,825,清,5-24-3 清画全集 早中后期其他名家,D011613,一壑泉聲圖
-1689.8,1713.8,0,明,,438,安正文
-1338.6,1544.7,973,明,4-01 明画全集 宫廷绘画,D010463,黄鶴樓圖
-1296.9,1579.8,195,明,4-01 明画全集 宫廷绘画,D010464,岳陽樓圖
-941.9,1814,216,清,5-13 清画全集 梅清与宣城画派,D000268,獨坐觀泉圖
-972.6,2046.1,974,清,5-13 清画全集 梅清与宣城画派,D000238,梅氏山水(十開)
-2239.2,-768.8,0,清,,1428,俞培
-2247.8,-660.2,0,清,,940,黄均等
-2102.4,-807.6,894,清,5-04 清画全集 王原祁与娄东派,D004816,玉延秋綰圖三段/王延秋綰圖三段
-2399.3,-213.8,0,清,,1317,顧大申
1258.8,1604.2,0,清,,1480,吴歷（傳）
1395.3,1752.6,975,清,清佚名,D001693,火筆山水圖
1307.5,1571.1,780,清,5-06 清画全集 恽寿平与常州画派,D007134,花蝶圖
1494.6,1731.3,829,清,5-06 清画全集 恽寿平与常州画派,D011853,四季花卉
1347.2,1597.8,0,清,,956,馬荃
-1492.2,1083.8,0,清,,1684,胡璋
-1667.5,1182.1,655,清,5-21 清画全集 海上名家 虚谷,D003147,花卉（朱偁（畫牡丹）、胡璋（畫石）、虚谷（畫梅竹））
-1494.2,925.7,0,清,,1084,孫三錫
-1679.2,1165.4,54,清,5-18 清画全集 金石画家,D007052,梅竹水仙/设色梅竹水仙图(合同)
-1382.2,948.4,0,清,,1364,王崇節
-1707.8,1123,481,清,5-24-3 清画全集 早中后期其他名家,D007237,臨李成寒林圖
976.2,305.5,0,宋,,116,易元吉
724.2,246.2,0,五代,,103,巨然
973.8,340.2,0,唐,,18,盧鴻（傳）
525.2,-51.6,0,唐,,15,韓幹（傳）
1202.1,553,0,宋,,195,趙克夐（傳）
673.2,90.8,0,五代,,175,董源（傳）
-598.2,133.2,0,宋,,68,陳容
-418.2,438.2,0,宋,,153,龔開
-1022.2,154.6,0,宋,,123,李安忠
-685.4,400.2,0,宋,,166,丁野夫（傳）
-695.2,-207.2,0,宋,,59,馬遠
812.2,-36.4,0,宋,,109,許道寧
833.2,-141.4,0,宋,,126,蘇漢臣
647.2,545.7,0,五代,,104,徐熙
971.2,84.4,0,宋,,26,郭熙
511.2,517.2,0,宋,,28,李公麟
103.2,-660.2,0,宋,,157,鄭思肖
-166.1,-730.2,0,宋,,62,夏珪
300.2,-663.2,0,宋,,85,朱銳
-257.6,-781.2,0,宋,,50,馬和之
377.1,-734.2,0,宋,,133,牟益
792.2,-920.2,0,明,,875,佚名（松年款）
663.2,-1088.2,0,元,,840,佚名（用愚法師贊）
866.9,-533.6,266,唐,1-07 先秦汉唐 台北唐画,D019757,江帆樓閣
574.6,-1123,399,唐,1-07 先秦汉唐 台北唐画,D019758,春山行旅圖
891.2,-751.3,0,明,,689,周翰
403.7,-1347.2,0,明,,667,詹景鳳
-550.2,-239.2,0,宋,,330,佚名（舊傳宋馬遠）
-978.2,107.2,0,元,,297,毛倫
-5.8,-47.2,0,汉至隋,,1498,楊修（魏）
-1675.6,-106.2,940,元,元画,D002442,山水圖卷
-1049.2,-49.2,0,元,,364,陳汝言
-305.2,-34.2,0,唐,,22,周昉（傳）
-1018,-2,630,唐,B02 戰國-唐 第2卷 宗教卷,D015183,內人雙陸圖
-372.2,-168.6,0,唐,,0,閻立本（傳）
-919.6,-436.7,401,唐,1-01 先秦汉唐 传世作品 第1册,D015000,歷代帝王圖
-916.7,-442.7,209,唐,1-07 先秦汉唐 台北唐画,D019753,竹林五君圖
-1975.8,1189.8,0,明,,402,鍾禮
-1362.7,1523.5,740,清,5-16 清画全集 扬州名家,D006563,山水(十六開)
-1421.6,1596.7,0,明,,406,月洲
