x,y,z,dynasty,area,id,name
1083.7,730,876,唐,1-01 先秦汉唐 传世作品 第2册,D005031,揮扇仕女圖（圖目）/紈扇仕女圖（故宫）
1075.6,742.5,253,唐,1-01 先秦汉唐 传世作品 第2册,D014995,簪花仕女圖
303.2,-971.8,437,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D017837,広目天像
413.7,-930.1,228,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D017838,菩薩像(寶手菩薩？)
-282.6,1064.6,998,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D017906,佛坐像
-232.6,1090.6,176,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D017907,佛坐像
-147.4,1007.3,217,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D017874,觀世音菩薩像幡斷片
-213.4,1036.6,225,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D017881,觀世音菩薩像幡
-185.6,-1150.4,164,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D017922,觀世音菩薩像
-177.3,-1002.4,186,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D017923,天蓋圖
1048.6,353.6,112,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D018885,華蓋
1096.4,319.6,407,唐,1-04 先秦汉唐 英藏敦煌藏经洞出土图像,D018886,
975.8,-289.9,220,唐,1-07 先秦汉唐 台北唐画,D019764,猿馬
986.6,-251,900,唐,1-07 先秦汉唐 台北唐画,D019765,牧馬圖
781,-653,976,唐,1-07 先秦汉唐 台北唐画,D019763,"江干雪意圖
别名（傳　唐 王維 江干雪意圖）"
748.2,-690.3,915,唐,1-07 先秦汉唐 台北唐画,D019760,雙騎圖
-991.5,-230.7,396,唐,1-07 先秦汉唐 台北唐画,D019756,王會圖
-1004.1,-167.4,526,唐,1-07 先秦汉唐 台北唐画,D019766,演樂圖
-1017.7,-26.5,231,唐,1-07 先秦汉唐 台北唐画,D019767,內人雙陸圖
-1017.9,-16.9,80,唐,1-07 先秦汉唐 台北唐画,D019768,蠻夷執貢圖
127.1,1354.1,907,宋,2-01 宋画全集 故宫藏品,D016500,寫生蛺蝶圖
110.7,1355.5,146,宋,2-01 宋画全集 故宫藏品,D016511,文苑圖
-1269.2,488.6,800,宋,2-01 宋画全集 故宫藏品,D016287,長夏江寺圖
-1267.9,491.9,889,宋,2-01 宋画全集 故宫藏品,D016288,採薇圖
-163.2,1350.2,777,宋,2-01 宋画全集 故宫藏品,D016498,江山秋色圖
-87.8,1357.2,674,宋,2-01 宋画全集 故宫藏品,D016499,萬松金闕圖
1210.7,-619.4,793,宋,2-01 宋画全集 故宫藏品,D016267,湖山春曉圖
1200,-639.9,824,宋,2-01 宋画全集 故宫藏品,D016268,瑤臺步月圖
-77.2,-1357.8,3,宋,2-01 宋画全集 故宫藏品,D016291,疏柳寒鴉圖
-64.4,-1358.5,187,宋,2-01 宋画全集 故宫藏品,D016292,雪棧行騎圖
278.9,-1331.1,869,宋,2-02 宋画全集 上博藏品,D016968,雪竹圖
313.4,-1323.4,562,宋,2-02 宋画全集 上博藏品,D016961,煙江慾雨圖
-1244.9,397.9,901,五代,2-04 宋画全集 台北宋画,D017526,洞天山堂
-1233.6,431.9,256,五代,2-04 宋画全集 台北宋画,D017527,龍宿郊民圖
1216.6,477.7,684,五代,2-04 宋画全集 台北宋画,D017529,層巖叢樹圖
1231.3,438.5,847,五代,2-04 宋画全集 台北宋画,D017530,蕭翼賺蘭亭圖
-1166,-590.5,138,五代,2-04 宋画全集 台北宋画,D017735,出獵圖
-1180.1,-561.8,422,五代,2-04 宋画全集 台北宋画,D017736,回獵圖
-796.4,1102.5,905,宋,2-04 宋画全集 台北宋画,D017540,谿山行旅
-699.4,1166.4,991,宋,2-04 宋画全集 台北宋画,D017542,秋林飛瀑
855.7,1057.1,141,宋,2-04 宋画全集 台北宋画,D017577,山莊圖
834.3,1074,463,宋,2-04 宋画全集 台北宋画,D017578,免胄圖
-1301.8,393.6,38,宋,2-04 宋画全集 台北宋画,D017593,野菊秋鶉
-1300.8,396.9,853,宋,2-04 宋画全集 台北宋画,D017594,竹鳩
1176.6,682,73,宋,2-04 宋画全集 台北宋画,D017598,貍奴小影
1178.6,678.6,562,宋,2-04 宋画全集 台北宋画,D017599,穀豐安樂
-1295.6,413.7,551,宋,2-04 宋画全集 台北宋画,D017581,江山小景
-1292.8,422.2,616,宋,2-04 宋画全集 台北宋画,D017582,坐石看雲
-1299.6,400.6,327,宋,2-04 宋画全集 台北宋画,D017583,炙艾圖
-1270.7,484.6,54,宋,2-04 宋画全集 台北宋画,D017584,仙巖釆藥
-1312.5,356.4,551,宋,2-04 宋画全集 台北宋画,D017585,大江浮玉
-1328.4,291.3,681,宋,2-04 宋画全集 台北宋画,D017586,文姬歸漢圖
-250.9,1336.7,277,宋,2-04 宋画全集 台北宋画,D017607,風檐展
-257.5,1335.4,361,宋,2-04 宋画全集 台北宋画,D017588,文會圖
-287.5,1329.3,634,宋,2-04 宋画全集 台北宋画,D017589,蠟梅山禽
-296.4,1327.3,270,宋,2-04 宋画全集 台北宋画,D017590,池塘秋晚圖
-312.6,1323.6,990,宋,2-04 宋画全集 台北宋画,D017591,紅蓼白鵝圖
1326.4,300.4,504,宋,2-04 宋画全集 台北宋画,D017629,月夜看潮
1334.8,260.4,789,宋,2-04 宋画全集 台北宋画,D017630,市擔嬰戲
1111.7,-783.4,868,宋,2-04 宋画全集 台北宋画,D017618,山茶霽雪
1114.8,-779,406,宋,2-04 宋画全集 台北宋画,D017619,寫生海棠
1302.7,390.5,493,宋,2-04 宋画全集 台北宋画,D017622,羅漢
1284.5,446.7,437,宋,2-04 宋画全集 台北宋画,D017623,羅漢
1288.4,435.5,491,宋,2-04 宋画全集 台北宋画,D017624,羅漢
65,1358.4,701,宋,2-04 宋画全集 台北宋画,D017647,靜聽松風圖
30.6,1411.1,373,宋,2-04 宋画全集 台北宋画,D017648,暮雪寒禽
54.1,1434.7,722,宋,2-04 宋画全集 台北宋画,D017650,秉燭夜游圖
33.4,1434.7,425,宋,2-04 宋画全集 台北宋画,D017651,暗香疏影
8.7,1425.1,850,宋,2-04 宋画全集 台北宋画,D017653,帝堯立像
-1286.2,-441.8,444,宋,2-04 宋画全集 台北宋画,D017636,山水人物
-1280.5,-458.2,386,宋,2-04 宋画全集 台北宋画,D017637,山徑春行
-1281.3,-456.1,492,宋,2-04 宋画全集 台北宋画,D017638,曉雪山行圖
-1277.1,-467.5,284,宋,2-04 宋画全集 台北宋画,D017640,倚雲仙杏
-1277,-467.9,575,宋,2-04 宋画全集 台北宋画,D017641,松風樓觀
1359.9,-13.2,844,宋,2-05 宋画全集 国内散目,D017173,叭叭鳥圖
1359.6,-31.6,993,宋,2-05 宋画全集 国内散目,D017204,達摩圖
-809.1,1093.2,406,宋,2-05 宋画全集 国内散目,D015991,古松樓閣圖
-891,1104.5,333,宋,2-05 宋画全集 国内散目,D015992,風雨山水圖
-823.8,1082.1,253,宋,2-05 宋画全集 国内散目,D015994,湖畔幽居圖
1022.8,896.3,158,宋,2-05 宋画全集 国内散目,D017167,雪中歸牧圖（一）
1029.6,888.6,195,宋,2-05 宋画全集 国内散目,D017168,雪中歸牧圖（二）
1349.7,-167.1,419,宋,2-05 宋画全集 国内散目,D016692,秋景山水圖
1347.3,-185.3,875,宋,2-05 宋画全集 国内散目,D016693,冬景山水圖
-1347.1,186.5,637,宋,2-05 宋画全集 国内散目,D017124,羅漢圖（一）
-1350.7,158.8,147,宋,2-05 宋画全集 国内散目,D017125,羅漢圖（二）
277.6,1594.4,256,宋,2-05 宋画全集 国内散目,D017129,雪中行旅圖
268.4,1391.6,990,宋,2-05 宋画全集 国内散目,D017131,茉莉花圖
261.1,1334.7,10,宋,2-05 宋画全集 国内散目,D017214,梅花小禽圖
-1001.3,1063.6,51,宋,2-05 宋画全集 国内散目,D017272,阿彌陀佛净土圖
-942.4,980.6,280,宋,2-05 宋画全集 国内散目,D017273,蓮池水禽圖（一）
-737.3,1169.8,279,宋,2-05 宋画全集 国内散目,D015874,山水圖
-744.5,1164.2,263,宋,2-05 宋画全集 国内散目,D015875,高士觀月圖
265.7,1333.8,809,宋,2-05 宋画全集 国内散目,D017118,牧童圖
240.7,1338.5,949,宋,2-05 宋画全集 国内散目,D017119,柳堤牧童圖
-979.6,-963.4,53,宋,2-07 宋画全集 日本藏品,D015927,九歌圖
-952.4,-1049.6,792,宋,2-07 宋画全集 日本藏品,D015928,赤壁圖
1348.8,-174,404,宋,2-07 宋画全集 日本藏品,D015934,摹張萱搗練圖
1351.6,-151.3,640,宋,2-07 宋画全集 日本藏品,D015935,迦諾迦跋蹉尊者圖
-1358.8,-56.2,473,宋,2-07 宋画全集 日本藏品,D015938,五百羅漢圖：洞中入定
-1359.9,-11.7,81,宋,2-07 宋画全集 日本藏品,D015939,五百羅漢圖：應身觀音
-1335.9,-254.6,849,宋,2-07 宋画全集 日本藏品,D016732,松蔭觀鹿圖
-1334.1,-264.2,908,宋,2-07 宋画全集 日本藏品,D016733,舉杯邀月圖
-284.8,-1329.8,584,宋,2-07 宋画全集 日本藏品,D016014,詩經豳風圖
-294.7,-1327.7,416,宋,2-07 宋画全集 日本藏品,D016015,詩經小雅鴻雁之什六篇
1355.2,114.6,224,宋,2-07 宋画全集 日本藏品,D016865,明皇鬥雞圖
1354.9,118.1,396,宋,2-07 宋画全集 日本藏品,D016866,赤壁賦圖
-1359.3,43.1,228,宋,2-08 宋画全集 续编,D015082,五百羅漢圖軸：受胡輸贐
-1359.7,-29,528,宋,2-08 宋画全集 续编,D015083,五百羅漢圖軸：觀舍利光
-1358.9,54.3,291,宋,2-08 宋画全集 续编,D015084,五百羅漢圖軸：施財貧者
-1359.8,25.3,535,宋,2-08 宋画全集 续编,D015085,五百羅漢圖軸：經典奇瑞
-1146.5,1226.6,740,宋,2-09 宋画全集 俄藏西夏黑水城出土图像,D017365,持國天曼荼羅
-1106.6,1145.4,926,宋,2-09 宋画全集 俄藏西夏黑水城出土图像,D017373,金剛座佛
1256.6,-1113.6,264,元,3-01 元画全集 故宫藏品,D016536,竹石圖
1266.1,-1102.8,62,元,3-01 元画全集 故宫藏品,D016538,雙鉤竹圖
-1429.7,880.4,769,元,3-01 元画全集 故宫藏品,D016550,二馬圖
-1421.4,893.6,544,元,3-01 元画全集 故宫藏品,D016551,張果見明皇圖
1633.3,389.2,548,元,3-01 元画全集 故宫藏品,D016567,墨竹坡石圖
1628.4,409.2,31,元,3-01 元画全集 故宫藏品,D016569,墨竹圖
1648.6,318.1,487,元,3-01 元画全集 故宫藏品,D016523,墨筆竹石圖
1648.3,319.5,887,元,3-01 元画全集 故宫藏品,D016525,新篁圖
1508.7,736.8,387,元,3-01 元画全集 故宫藏品,D016635,秋亭嘉樹圖
1511.2,731.6,846,元,3-01 元画全集 故宫藏品,D016636,梧竹秀石圖
1506.7,740.8,680,元,3-01 元画全集 故宫藏品,D016637,幽澗寒松圖
1497.5,759.2,363,元,3-01 元画全集 故宫藏品,D016638,林亭遠岫圖
-1630.3,401.3,578,元,3-01 元画全集 故宫藏品,D016639,山水圖
-1637.2,372.3,808,元,3-01 元画全集 故宫藏品,D016562,牡丹圖
1487.6,778.5,608,元,3-02 元画全集 上博藏品,D017037,竹石喬柯圖
1504.9,744.5,282,元,3-02 元画全集 上博藏品,D017038,溪山圖
1669.6,-177.8,803,元,3-02 元画全集 上博藏品,D017054,梅花圖
1672.3,-149.6,445,元,3-02 元画全集 上博藏品,D017055,墨梅圖
401.8,1630.2,579,元,3-03 元画全集 国内散目,D016899,水閣清幽圖
399.6,1630.8,830,元,3-03 元画全集 国内散目,D016900,富春大嶺圖
1200.2,-1174.1,773,元,3-04 元画全集 日本藏品,D016891,十王圖(三幅)
1196.9,-1177.5,845,元,3-04 元画全集 日本藏品,D016916,羅漢圖
1676.6,89.1,627,元,3-04 元画全集 日本藏品,D016162,寒山拾得圖(對幅)(鈴木敬)
1676.7,87.3,371,元,3-04 元画全集 日本藏品,D016936,蘆葉達摩圖(鈴木敬)
1651.3,-303.9,939,元,3-04 元画全集 日本藏品,D017139,墨蘭圖
1648.7,-317.3,484,元,3-04 元画全集 日本藏品,D017140,墨蘭圖
1670.1,172.4,462,元,3-05 元画全集 欧美藏品,D017227,晚節圖
1668.1,190.8,674,元,3-05 元画全集 欧美藏品,D017245,惠麓小隱圖
-218.1,-1664.8,747,元,3-05 元画全集 欧美藏品,D015952,蝴蝶牡丹圖
-213.3,-1665.4,627,元,3-05 元画全集 欧美藏品,D015953,蜻蜓棲竹圖
-445.6,1710.9,784,明,4-01 明画全集 宫廷绘画,D018581,雙鶴圖
-450.1,1709.7,46,明,4-01 明画全集 宫廷绘画,D009862,柳蔭白鷺圖
502.5,1864.4,312,明,4-01 明画全集 宫廷绘画,D010365,杏竹春禽圖
511.7,1861.5,731,明,4-01 明画全集 宫廷绘画,D010366,花竹聚禽圖
-234.3,1805.4,823,明,4-01 明画全集 宫廷绘画,D010526,竹溪鴛鴦圖
-250,1806.2,241,明,4-01 明画全集 宫廷绘画,D010528,雪柳雙鳧圖
-464.9,1705.8,296,明,4-01 明画全集 宫廷绘画,D002470,仿邊景昭百雀圖(官網無信息）
-464.2,1706,455,明,4-01 明画全集 宫廷绘画,D002527,錦雞圖(官網無中文名)
-477.8,1702.2,771,明,4-01 明画全集 宫廷绘画,D002474,鷹鷲敗荷圖(鈴木敬)
-484.3,1700.4,22,明,4-01 明画全集 宫廷绘画,D002475,梅花雉子圖(鈴木敬)
-993.3,-1641,701,明,4-01 明画全集 宫廷绘画,D012797,荷塘集禽圖
-995.9,-1639.3,290,明,4-01 明画全集 宫廷绘画,D012798,松梅寒雀圖
1017.2,1468.7,58,明,4-01 明画全集 宫廷绘画,D002852,高士觀瀑圖/夏冬景山水圖（对幅）（鈴木敬）
1024.9,1462.4,289,明,4-01 明画全集 宫廷绘画,D002853,雪夜訪戴圖/夏冬景山水圖（对幅）（鈴木敬）
899.7,-1522,390,明,4-01 明画全集 宫廷绘画,D001875,賣貨郎圖(對幅)(鈴木敬)
912.2,-1514.5,957,明,4-01 明画全集 宫廷绘画,D001876,賣貨郎圖(對幅)(鈴木敬)與JM2-003不同
-740.1,1736.2,177,明,4-01 明画全集 宫廷绘画,D007777,米家雲山圖
-736.4,1737.6,27,明,4-01 明画全集 宫廷绘画,D007778,萱花圖
-1700.3,484.5,862,明,4-01 明画全集 宫廷绘画,D010446,人物(十一開)
-1700.2,484.9,981,明,4-01 明画全集 宫廷绘画,D010447,雜畫(八開)
-862.9,1543.1,379,明,4-02 明画全集 浙派,D003438,九歌圖
-856.2,1546.9,789,明,4-02 明画全集 浙派,D003439,古賢詩意圖
69.3,-1766.6,492,明,4-02 明画全集 浙派,D001518,觀畫圖(官網)
79.9,-1766.2,251,明,4-02 明画全集 浙派,D001559,望氣圖
778.2,1587.5,908,明,4-02 明画全集 浙派,D004982,深山古寺圖/山水（故宫）
755.7,1598.4,46,明,4-02 明画全集 浙派,D004983,雪景山水
879.5,-1533.7,141,明,4-02 明画全集 浙派,D003471,攜琴看山圖
895,-1524.7,576,明,4-02 明画全集 浙派,D003474,漁舟讀書圖
307.6,-1823.4,531,明,4-02 明画全集 浙派,D003478,風林觀雁圖
312.8,-1838.5,853,明,4-02 明画全集 浙派,D003479,風雨歸莊圖（書畫圖目作品名標錯，標為京1-1276的作品名）
379.7,-1726.7,630,明,4-02 明画全集 浙派,D007553,鐵拐李
365.5,-1729.8,316,明,4-02 明画全集 浙派,D009691,玉兔桂月圖
-1732.4,353.1,784,明,4-02 明画全集 浙派,D010530,拐仙圖
-1738.2,323.1,386,明,4-02 明画全集 浙派,D010531,虎溪三笑圖
941.4,-1498.6,14,明,4-02 明画全集 浙派,D001577,老松圖(鈴木敬)
921.3,-1509,250,明,4-02 明画全集 浙派,D010535,無盡溪山圖
613.5,1658.2,984,明,4-02 明画全集 浙派,D010376,春山積翠圖
623.3,1654.5,588,明,4-02 明画全集 浙派,D010379,仿燕文貴山水
-255.7,1749.4,815,明,4-03 明画全集 早期文人画,D009006,湖山書屋圖
-256.2,1749.3,249,明,4-03 明画全集 早期文人画,D009007,觀音像
-243.7,1751.1,315,明,4-03 明画全集 早期文人画,D002194,竹石圖/墨竹(官網無中文名)
866,-1851.5,405,明,4-03 明画全集 早期文人画,D004990,淇水清風圖
842.3,-1862.4,220,明,4-03 明画全集 早期文人画,D004991,淇澳圖
58.5,1767,885,明,4-03 明画全集 早期文人画,D008690,枯木竹石圖
60.4,1767,675,明,4-03 明画全集 早期文人画,D009986,雲封迭嶂圖/雲封疊嶂圖（圖目）
32.8,1767.7,220,明,4-03 明画全集 早期文人画,D014415,古木竹石圖
841.8,-1862.6,691,明,4-03 明画全集 早期文人画,D010373,清風勁節圖
853.6,-1857.2,8,明,4-03 明画全集 早期文人画,D010374,戛玉秋聲圖
893.5,-1838.4,678,明,4-03 明画全集 早期文人画,D004994,白石蒼筠圖
908.8,-1830.8,202,明,4-03 明画全集 早期文人画,D006220,鳳池春意圖
862.7,-1853,629,明,4-03 明画全集 早期文人画,D009822,蒼龍化雨圖
862.3,-1853.2,758,明,4-03 明画全集 早期文人画,D010375,錦籜榮春圖
276.9,1746.2,684,明,4-04 明画全集 沈周,D003407,滄州趣
297.7,1742.8,590,明,4-04 明画全集 沈周,D003408,廬墓圖四段()
431.5,1808,174,明,4-04 明画全集 沈周,D008816,枯木鸛鵒圖
431.5,1808,660,明,4-04 明画全集 沈周,D002810,範祠三梓圖軸/三梓圖(官網)
385.7,1782.2,948,明,4-04 明画全集 沈周,D002177,葫蘆僧圖(官網)
389,1796.1,481,明,4-04 明画全集 沈周,D010408,仿大癡山水
406.5,1831.2,619,明,4-04 明画全集 沈周,D003388,空林積雨圖
406.5,1820,733,明,4-04 明画全集 沈周,D003397,茶磨嶼圖
472.7,1703.6,541,明,4-04 明画全集 沈周,D007549,山水
474.2,1703.2,700,明,4-04 明画全集 沈周,D010441,夜游波静圖
502.7,1695,185,明,4-04 明画全集 沈周,D010418,兩江名勝圖(十開)
509.6,1693,535,明,4-04 明画全集 沈周,D012134,仿古山水圖册(十二開)/無聲之詩圖(十二開)
1759.7,171.2,680,明,4-05 明画全集 文徵明,D010503,後赤壁賦書畫
1760.3,164.8,802,明,4-05 明画全集 文徵明,D014423,葵陽圖
1767.7,31.9,166,明,4-05 明画全集 文徵明,D013705,幽居圖
1767.7,35.1,620,明,4-05 明画全集 文徵明,D001695,山水圖(鈴木敬)
1767.7,31.9,434,明,4-05 明画全集 文徵明,D002106,幽壑鳴琴圖(官網無中文名)
1767.6,-35.6,685,明,4-05 明画全集 文徵明,D009301,滸溪草堂圖卷
1767.6,-37.4,33,明,4-05 明画全集 文徵明,D010488,石湖花游圖
1767.3,-156.4,405,明,4-05 明画全集 文徵明,D014422,仿倪山水
1758.8,-180.1,899,明,4-05 明画全集 文徵明,D002099,古松圖卷(官網無中文名)
1767,-59.6,114,明,4-05 明画全集 文徵明,D010095,枯木竹石圖
1794.9,-60.1,118,明,4-05 明画全集 文徵明,D002119,墨竹圖(官網無中文名)
1767.6,-37.4,117,明,4-05 明画全集 文徵明,D010343,五瑞圖
1767.9,-22.6,110,明,4-05 明画全集 文徵明,D005431,蒼松圖
-1859,119.2,149,明,4-06 明画全集 唐寅,D000422,松林揚鞭圖
-1858.9,109.9,51,明,4-06 明画全集 唐寅,D000424,古木幽篁圖
-1859.1,88.1,401,明,4-06 明画全集 唐寅,D000375,秋樹豆藤圖(出版)/秋樹豆藤(官網)
-1809.7,53.7,812,明,4-06 明画全集 唐寅,D000434,葑田行犢圖
-1856.8,-38.4,206,明,4-06 明画全集 唐寅,D000443,古槎鸜鵒圖
-1857.1,-33.9,606,明,4-06 明画全集 唐寅,D000445,秋風紈扇圖
-1859.1,33.3,419,明,4-06 明画全集 唐寅,D000386,空山長嘯圖
-1859.1,34.6,524,明,4-06 明画全集 唐寅,D000374,臨李公麟飲仙圖
-1859,25,123,明,4-06 明画全集 唐寅,D000397,桐山圖
-1859.1,21.1,929,明,4-06 明画全集 唐寅,D000398,毅菴圖/毅庵圖(出版)
-1847.8,76.7,862,明,4-06 明画全集 唐寅,D000421,茅屋蒲團圖
-1859.1,60.6,94,明,4-06 明画全集 唐寅,D000426,李端端圖
-1859,96.6,595,明,4-06 明画全集 唐寅,D000404,高木慈鴉圖
-1858.9,109.9,824,明,4-06 明画全集 唐寅,D000411,杏花/杏花圖(出版)
-483.5,1785.8,965,明,4-07 明画全集 仇英,D000539,煮茶論畫圖
-446.4,1789.5,461,明,4-07 明画全集 仇英,D000536,桃李園圖·金穀園圖(鈴木敬) 此件是桃李園
-419.9,1766.3,543,明,4-07 明画全集 仇英,D000542,秋原猎骑圖/秋原獵騎圖(出版)
-424,1765.1,445,明,4-07 明画全集 仇英,D000548,松溪横笛圖
-427.4,1800.4,373,明,4-07 明画全集 仇英,D000531,蘭亭修楔圖/蘭亭修禊圖(出版)
-425,1827.7,235,明,4-07 明画全集 仇英,D000532,餞行圖
-401.7,1798.9,489,明,4-07 明画全集 仇英,D000534,停琴聽阮圖
-393.4,1799.7,633,明,4-07 明画全集 仇英,D000510,沙汀鴛鴦圖
-459.7,1764.7,642,明,4-07 明画全集 仇英,D000603,山水樓閣成扇(對)(1)
-464.5,1788.2,327,明,4-07 明画全集 仇英,D000604,柳溪游艇
-984.8,1617.2,281,明,4-08 明画全集 吴门画家,D010732,花卉
-969.9,1625.8,908,明,4-08 明画全集 吴门画家,D010733,花鳥
420.4,-1731.5,853,明,4-08 明画全集 吴门画家,D002909,松下觀泉圖
459.3,-1707.3,126,明,4-08 明画全集 吴门画家,D002910,松溪清游圖
-1022.9,1442.1,953,明,4-08 明画全集 吴门画家,D002917,秋江放棹圖
-1028.8,1437.8,373,明,4-08 明画全集 吴门画家,D002918,山邨幽徑圖
-1149.3,-1343.4,893,明,4-08 明画全集 吴门画家,D010645,杜甫詩意圖
-1143.5,-1348.4,16,明,4-08 明画全集 吴门画家,D010651,後赤壁賦圖
-1242.2,-1258.1,544,明,4-08 明画全集 吴门画家,D015793,晴波煙村圖/清波煙村圖（繪畫全集）
-1236.1,-1264.1,808,明,4-08 明画全集 吴门画家,D015795,前赤壁圖
-1603.2,-745.3,710,明,4-08 明画全集 吴门画家,D010626,松谷雲泉圖
-1598.9,-754.6,189,明,4-08 明画全集 吴门画家,D010635,水村桃柳圖
-922.9,1624.1,84,明,4-08 明画全集 吴门画家,D010737,梅禽山茶圖
-929.7,1620.1,695,明,4-08 明画全集 吴门画家,D010738,梨花綬帶圖
-927.5,1621.4,659,明,4-08 明画全集 吴门画家,D010739,集禽圖
1095.8,-1401.5,40,明,4-08 明画全集 吴门画家,D002190,白潭圖（鈴木敬）
1106.8,-1391.4,528,明,4-08 明画全集 吴门画家,D002193,北溟圖（鈴木敬）
-740.8,-1605.3,687,明,4-08 明画全集 吴门画家,D001760,花卉圖(鈴木敬）
-771.3,-1590.9,557,明,4-08 明画全集 吴门画家,D003754,林溪觀泉圖（圖目）/臨溪觀泉圖（故宫）
-1030.5,1436.6,826,明,4-08 明画全集 吴门画家,D006351,秋溪捕魚圖
-1038.2,1431.1,202,明,4-08 明画全集 吴门画家,D006354,仿黄公望浮嵐暖翠圖
-316.2,1739.5,370,明,4-08 明画全集 吴门画家,D006825,雪居圖
-259.6,1748.8,924,明,4-08 明画全集 吴门画家,D006777,匡盧瀑布圖
-936.9,1499.3,427,明,4-08 明画全集 吴门画家,D006830,仿吴鎮山水
-955.3,1487.7,111,明,4-08 明画全集 吴门画家,D014597,濯足圖（翻译公司）
-1134.4,-1356.1,113,明,4-08 明画全集 吴门画家,D010655,具區林屋圖
-1152.2,-1341,374,明,4-08 明画全集 吴门画家,D010656,秋巖觀瀑圖
1267.9,-1232.1,878,明,4-08 明画全集 吴门画家,D003446,春山游騎圖
1268.7,-1231.3,60,明,4-08 明画全集 吴门画家,D003449,雪村訪友圖
-907.7,-1632.7,730,明,4-08 明画全集 吴门画家,D010602,碧山赤城圖
-900.4,-1636.7,199,明,4-08 明画全集 吴门画家,D010607,桃源圖
-960.7,-1631,192,明,4-08 明画全集 吴门画家,D010609,草閣楓林圖
1759.8,170.1,399,明,4-08 明画全集 吴门画家,D010866,山窗悟語圖
1757.4,193.5,96,明,4-08 明画全集 吴门画家,D010867,高松遠澗圖
98.6,1765.2,524,明,4-08 明画全集 吴门画家,D005646,江幹秋色圖/江色山光圖
91,1765.7,584,明,4-08 明画全集 吴门画家,D012439,水閣對弈圖
-248.1,1750.5,671,明,4-08 明画全集 吴门画家,D012847,雪山寒溪圖
-261.9,1748.5,274,明,4-08 明画全集 吴门画家,D012848,蘇堤聯驃圖
-1656.1,-618.9,841,明,4-08 明画全集 吴门画家,D006781,柏石圖
-1654.5,-623.3,522,明,4-08 明画全集 吴门画家,D006782,林泉高逸圖
1702.2,478,870,明,4-08 明画全集 吴门画家,D010869,山水人物(十開）
1699.2,488.5,385,明,4-08 明画全集 吴门画家,D013036,仿古山水(八開）
-1661.6,-604.1,749,明,4-08 明画全集 吴门画家,D010625,惠山圖
-1657.9,-614.2,636,明,4-08 明画全集 吴门画家,D010630,曲水園圖
163.6,-1760.4,631,明,4-08 明画全集 吴门画家,D010669,昭君出塞圖
144.7,-1762.1,804,明,4-08 明画全集 吴门画家,D010670,漢宫春曉圖
155.4,-1761.2,213,明,4-08 明画全集 吴门画家,D009458,高士圖
161.9,-1760.6,287,明,4-08 明画全集 吴门画家,D012445,羅漢圖
875.6,-1722.8,787,明,4-08 明画全集 吴门画家,D010641,秋葵圖
888.6,-1728.8,497,明,4-08 明画全集 吴门画家,D010642,桃花墨竹圖
885.6,-1734.8,124,明,4-08 明画全集 吴门画家,D015784,梅花水仙圖
896.4,-1665.6,264,明,4-08 明画全集 吴门画家,D015785,菊竹圖/竹菊圖（繪畫全集）
-1750,-1056.1,32,清,4-08 明画全集 吴门画家,D009148,停舟話舊圖
-1749.6,-1056.7,744,清,4-08 明画全集 吴门画家,D013181,覓侶納涼圖
-1733.7,-1082.7,781,清,4-08 明画全集 吴门画家,D008056,寒林杖柱圖
-1737,-1077.5,331,清,4-08 明画全集 吴门画家,D013999,攜杖山行圖
-1755.4,-1047.2,101,清,4-08 明画全集 吴门画家,D011403,蘇臺膏雨圖 七開
-1757.9,-1043,986,清,4-08 明画全集 吴门画家,D011404,山水 八開
1742.4,504.7,75,明,4-09 明画全集 陈道复,D008358,三友圖
1769,509.7,519,明,4-09 明画全集 陈道复,D013993,青山雲樹圖/春山雲樹圖（繪畫全集）
-1818.5,420.6,439,明,4-09 明画全集 陈道复,D003626,為肯山作山水/山水（故宫）
-1832.5,435.6,752,明,4-09 明画全集 陈道复,D003627,竹石圖/竹石（故宫）
1791,488,586,明,4-09 明画全集 陈道复,D018242,山水（官網無中文名）
1803.9,481,647,明,4-09 明画全集 陈道复,D008451,雲林树石圖
1807,343.7,37,明,4-09 明画全集 陈道复,D010539,花卉
1786.6,355.3,174,明,4-09 明画全集 陈道复,D010543,採蓮圖
1786.4,381.6,857,明,4-09 明画全集 陈道复,D015129,百花圖（作品名待定）
1713.5,435.4,876,明,4-09 明画全集 陈道复,D010559,松林閒眺圖
1712.4,439.9,868,明,4-09 明画全集 陈道复,D012115,花卉圖
1810.1,506.3,369,明,4-09 明画全集 陈道复,D006776,清江帆影圖
1811.9,498.7,580,明,4-09 明画全集 陈道复,D010574,海棠花圖
-332.6,2016.8,436,明,4-10 明画全集 徐渭,D000292,雜畫/雜畫(十一段卷)(出版)
-332.6,2016.8,891,明,4-10 明画全集 徐渭,D000293,墨花圖/墨花圖(“戲弄翰墨”卷)(出版)
