Id,Label,Layer,People,Degree,WeightedDegree,x_opt,y_opt,marker_size_opt
P::新一代光电融合成像技术与系统,新一代光电融合成像技术与系统,培养项目,116,2,116,1030.0953266682943,678.8531015476311,25.000295834282497
P::转化药学,转化药学,培养项目,115,1,115,740.0265258987338,601.9261159897443,24.924700250489543
P::数字孪生技术与应用,数字孪生技术与应用,培养项目,114,3,114,1149.9207503470245,339.6147745037529,24.848775269494258
P::数据治理与智能分析技术研究,数据治理与智能分析技术研究,培养项目,113,3,113,881.1487422134202,504.9847809184516,24.772516547493037
P::金融基础软件,金融基础软件,培养项目,113,3,113,1015.6256310595717,303.1945565053492,24.772516547493037
P::智慧建筑与低碳城市,智慧建筑与低碳城市,培养项目,110,1,110,1142.0792948978435,591.3416130576097,24.541693034421083
P::农作物现代生物育种,农作物现代生物育种,培养项目,107,1,107,739.2642591642185,447.48292668412563,24.307699874624472
P::工业母机与智能制造,工业母机与智能制造,培养项目,107,1,107,667.9179411678879,499.925539431892,24.307699874624472
P::农业生物安全,农业生物安全,培养项目,101,1,101,766.2831501092763,537.3858747474202,23.8296577510823
P::智慧能源,智慧能源,培养项目,101,13,101,990.7959087164112,845.1886430411239,23.8296577510823
P::数字金融,数字金融,培养项目,98,1,98,872.5007197345346,741.9562973422246,23.58530993992648
P::心理健康,心理健康,培养项目,96,1,96,840.6184977568332,764.3834041026985,23.42032804082591
P::产品服务操作系统关键技术与平台,产品服务操作系统关键技术与平台,培养项目,95,2,95,918.5600460622595,605.0333906497905,23.337192600316286
P::氢能、储能与动力过程节能,氢能、储能与动力过程节能,培养项目,95,1,95,878.6125271825254,395.24425076918,23.337192600316286
P::流程工业智能自动化,流程工业智能自动化,培养项目,95,2,95,1067.7259865663061,831.3796703293624,23.337192600316286
P::数字经济信息融合与泛在智能,数字经济信息融合与泛在智能,培养项目,94,3,94,1203.3244771792665,428.42051945263466,23.25361844121909
P::产业需求导向的集成系统及其应用,产业需求导向的集成系统及其应用,培养项目,93,2,93,1017.1620538284859,450.074393175707,23.169598543789284
P::护理专项,护理专项,培养项目,93,1,93,1125.5175609305354,280.7854278875445,23.169598543789284
P::平衡建筑理论与工程实践,平衡建筑理论与工程实践,培养项目,91,6,91,1197.935866042763,625.234331499597,23.000192501628277
P::图形基础软件,图形基础软件,培养项目,90,2,90,1155.717928539263,495.41610812825286,22.914791342069428
P::高端化学品先进制造,高端化学品先进制造,培养项目,90,2,90,908.386199960965,805.6703740944639,22.914791342069428
P::数据安全与智能安全,数据安全与智能安全,培养项目,89,2,89,1245.8370657981745,460.5713919008457,22.828914398989376
P::国际传播,国际传播,培养项目,88,1,88,1042.8959372404724,859.5423698138168,22.742553630660083
P::可再生能源高效利用,可再生能源高效利用,培养项目,87,2,87,1078.3281361619568,283.8998461210411,22.655700766231632
P::工业软件关键技术与系统,工业软件关键技术与系统,培养项目,87,3,87,810.467947627339,391.0267363497064,22.655700766231632
P::大尺寸半导体单晶材料与芯片,大尺寸半导体单晶材料与芯片,培养项目,78,2,78,770.1192745171222,699.3676288198122,21.85038976835125
P::农业资源高效利用与保护,农业资源高效利用与保护,培养项目,77,2,77,798.7974323802872,546.8344352723763,21.758103346364315
P::广播电视,广播电视,培养项目,74,1,74,690.563939299073,594.2498814256821,21.477588655831184
P::特种智能机器人,特种智能机器人,培养项目,73,2,73,1077.8380517652104,471.4763825081224,21.38282425026067
P::人工智能药学,人工智能药学,培养项目,72,3,72,770.0868524469571,618.1590799550622,21.28740851993698
P::智能信息感知与控制,智能信息感知与控制,培养项目,71,3,71,995.8720093233431,476.96692459864636,21.191327847496606
P::集成电路专项,集成电路专项,培养项目,70,3,70,1065.354621798253,586.8447114720308,21.09456813435576
P::AI+X科学计算平台,AI+X科学计算平台,培养项目,69,2,69,952.5344262442458,675.0511217201489,20.997114776560444
P::临床药学,临床药学,培养项目,69,1,69,884.1357901056637,710.4654121256185,20.997114776560444
P::高端装备电机系统及智能控制,高端装备电机系统及智能控制,培养项目,69,1,69,1019.5948024895977,386.9391481918925,20.997114776560444
P::光电与纳米新材料及其高性能器件,光电与纳米新材料及其高性能器件,培养项目,68,1,68,1052.2798294742909,801.083819022054,20.898952639055466
P::云计算与边缘计算平台软件,云计算与边缘计算平台软件,培养项目,67,3,67,994.5829635947271,428.5413158414103,20.800066028244242
P::智能化软件工程,智能化软件工程,培养项目,66,3,66,1088.5322059839884,420.93788561903654,20.70043866269836
P::数智动保与动物诊疗,数智动保与动物诊疗,培养项目,64,1,64,1190.7814649642746,730.2515064424327,20.498893412582163
P::科技教育,科技教育,培养项目,64,1,64,910.708496394288,236.59096536094873,20.498893412582163
P::新型城镇化规划设计与建设,新型城镇化规划设计与建设,培养项目,63,1,63,803.6851383298139,490.33375702829215,20.396939733273047
P::绿色养殖,绿色养殖,培养项目,62,1,62,1261.5495256227944,676.5329857189708,20.294173635514024
P::高端装备、智能制造与创新设计,高端装备、智能制造与创新设计,培养项目,62,3,62,1159.4490706757367,530.6506586955722,20.294173635514024
P::人工智能数字健康,人工智能数字健康,培养项目,60,2,60,1213.3494054598752,465.9350954081348,20.086124426514004
P::公共卫生+X,公共卫生+X,培养项目,60,1,60,823.260088294374,294.9507376214869,20.086124426514004
P::多能融合的新型能源系统,多能融合的新型能源系统,培养项目,59,1,59,961.7539346167796,275.84567591598204,19.980799357881594
P::新一代核心功能器件及其应用,新一代核心功能器件及其应用,培养项目,59,3,59,813.483125178091,741.0493936336692,19.980799357881594
P::工程科学计算,工程科学计算,培养项目,57,2,57,849.0297981229601,461.3237793907937,19.767436638340865
P::新能源材料与器件,新能源材料与器件,培养项目,57,1,57,901.7518329068245,458.6634263216091,19.767436638340865
P::新药创制,新药创制,培养项目,56,1,56,1009.676585433005,581.6451139300586,19.659351389268792
P::智慧工业元宇宙,智慧工业元宇宙,培养项目,55,2,55,1007.6271921036417,633.0890579520375,19.5502967075387
P::机械（海洋）,机械（海洋）,培养项目,54,1,54,795.3097068207618,362.0277560906938,19.440246030619434
P::高端机电液装备,高端机电液装备,培养项目,54,1,54,725.951126851333,479.76525346164254,19.440246030619434
P::中国历代绘画大系,中国历代绘画大系,培养项目,53,4,53,899.1551446507623,531.5254763435911,19.329171560330348
P::新能源电力系统及其智能化,新能源电力系统及其智能化,培养项目,53,1,53,1017.3887084101391,736.5280508456274,19.329171560330348
P::新能源电能变换装备和系统,新能源电能变换装备和系统,培养项目,50,1,50,808.3019807527002,577.9077483706865,18.989507099947488
P::片上光学系统及仪器,片上光学系统及仪器,培养项目,50,1,50,1031.5995897209625,826.6892474636139,18.989507099947488
P::电子信息（海洋）,电子信息（海洋）,培养项目,50,2,50,807.6195946747142,422.4714287385704,18.989507099947488
P::先进飞行器及空天动力,先进飞行器及空天动力,培养项目,49,2,49,906.2859461250335,577.8905521296025,18.874031736009393
P::数工智造：新一代数据引擎与工业软件,数工智造：新一代数据引擎与工业软件,培养项目,49,2,49,876.7129118480073,471.4525032869492,18.874031736009393
P::高端聚烯烃材料分子设计与智造,高端聚烯烃材料分子设计与智造,培养项目,48,2,48,956.0856137472557,835.5596748827506,18.757371916382347
P::卓越风景园林师,卓越风景园林师,培养项目,47,1,47,803.4007508269729,267.46678823535973,18.639490428011463
P::未来健康,未来健康,培养项目,47,1,47,847.3745022472498,617.4841894105153,18.639490428011463
P::智慧与生态畜牧业,智慧与生态畜牧业,培养项目,46,1,46,1090.6319970527563,499.6273274366656,18.52034806745069
P::智慧光学,智慧光学,培养项目,46,2,46,904.6254892790572,485.1149585466315,18.52034806745069
P::博物馆理论与科普实践,博物馆理论与科普实践,培养项目,45,1,45,1244.3526089457278,542.8913831836129,18.399903488552972
P::数字化高端制造技术及装备,数字化高端制造技术及装备,培养项目,45,1,45,702.1772524359171,501.27002290722817,18.399903488552972
P::智能组织心理与行为,智能组织心理与行为,培养项目,45,1,45,806.6299589935425,773.6141603772611,18.399903488552972
P::关键软件,关键软件,培养项目,44,8,44,1022.2938272253575,417.86336543859204,18.278113034839375
P::地球信息工程,地球信息工程,培养项目,44,1,44,1254.5686979479774,802.3267735064901,18.278113034839375
P::先进结构材料,先进结构材料,培养项目,43,1,43,857.0949718332384,563.1385555388848,18.154930554620222
P::空天地海一体化韧性安全城市,空天地海一体化韧性安全城市,培养项目,43,2,43,1026.4840060303661,335.84581979366214,18.154930554620222
P::一流税务师,一流税务师,培养项目,42,1,42,671.9407469929569,380.2418646393227,18.03030719664838
P::垂直领域大模型平台,垂直领域大模型平台,培养项目,42,1,42,1045.9366337149004,434.5245581065708,18.03030719664838
P::移动智慧物联网,移动智慧物联网,培养项目,42,3,42,973.7398076020711,408.0841406663056,18.03030719664838
P::高端测试仪器与医疗装备,高端测试仪器与医疗装备,培养项目,42,1,42,801.1126418080908,710.780136851304,18.03030719664838
P::先进材料与高端制造,先进材料与高端制造,培养项目,41,7,41,1150.2814625927379,558.688097429664,17.90419118373888
P::分布式智能电网,分布式智能电网,培养项目,41,2,41,926.7547877104303,778.3038931611476,17.90419118373888
P::可再生能源基地送出及消纳,可再生能源基地送出及消纳,培养项目,41,2,41,945.6034980001357,608.2372535168568,17.90419118373888
P::智能装备创新设计,智能装备创新设计,培养项目,41,6,41,1214.5956658499479,528.0653257822283,17.90419118373888
P::面向交通智能的嵌入式AI关键技术与平台,面向交通智能的嵌入式AI关键技术与平台,培养项目,41,3,41,1163.0695428971449,641.387134710994,17.90419118373888
P::食品与发酵工程,食品与发酵工程,培养项目,41,1,41,1114.8692861512252,742.9103037671657,17.90419118373888
P::AI海洋工程安全保障技术与应用,AI海洋工程安全保障技术与应用,培养项目,40,2,40,787.4132191124419,515.2895910719235,17.77652756137962
P::iMDS专硕,iMDS专硕,培养项目,40,2,40,1209.9085025275322,496.5901322186056,17.77652756137962
P::专用通信系统设计,专用通信系统设计,培养项目,40,2,40,1071.5930946356978,363.25623859914464,17.77652756137962
P::减污降碳绿色环境技术,减污降碳绿色环境技术,培养项目,40,3,40,822.349153158284,447.1849331111129,17.77652756137962
P::新药创制工程,新药创制工程,培养项目,40,2,40,975.7368060110539,548.2903681546028,17.77652756137962
P::氢能科学与工程,氢能科学与工程,培养项目,40,5,40,896.0917494657033,626.5193139699858,17.77652756137962
P::汽车工程及其智能化,汽车工程及其智能化,培养项目,40,4,40,1044.1499414588075,729.5351663204488,17.77652756137962
P::航天电子信息处理系统,航天电子信息处理系统,培养项目,40,1,40,903.6890957863528,412.2502583489037,17.77652756137962
P::信息功能材料,信息功能材料,培养项目,39,1,39,943.2946738597668,755.438703036594,17.647257917871215
P::区块链与可信智能软件,区块链与可信智能软件,培养项目,39,1,39,1018.1525865098115,709.2497787627872,17.647257917871215
P::土木工程数字孪生与工业软件,土木工程数字孪生与工业软件,培养项目,39,5,39,1130.0568074431183,715.4976224785738,17.647257917871215
P::土木水利（海洋）,土木水利（海洋）,培养项目,39,1,39,777.0011530979286,390.09605550457167,17.647257917871215
P::支撑“双碳”战略的新型电力系统,支撑“双碳”战略的新型电力系统,培养项目,38,1,38,869.1919160288165,534.7907991019819,17.516320071952833
P::数智土木与交通,数智土木与交通,培养项目,38,4,38,1021.8456387129429,481.1603341034672,17.516320071952833
P::智能机器人与无人系统,智能机器人与无人系统,培养项目,38,1,38,999.4751504430798,686.3145006318313,17.516320071952833
P::数字经济,数字经济,培养项目,37,1,37,727.0793220595908,302.4303338469688,17.38364772317439
P::人工智能,人工智能,培养项目,35,7,35,855.3159063921466,709.2140009751822,17.11281131510551
P::绿色石化、新材料与低碳技术,绿色石化、新材料与低碳技术,培养项目,35,3,35,1196.7545015630471,700.1680780989411,17.11281131510551
P::集成电路高端制造装备及其核心基础件,集成电路高端制造装备及其核心基础件,培养项目,35,1,35,704.2713700914294,533.2756548874418,17.11281131510551
P::全球数字贸易,全球数字贸易,培养项目,34,1,34,628.1082273842096,667.3711062954249,16.974490271873506
P::电气信息与智联网技术,电气信息与智联网技术,培养项目,34,1,34,798.3577791667333,681.4115383013357,16.974490271873506
P::城市工程系统可持续,城市工程系统可持续,培养项目,33,4,33,933.6222019261818,577.1250576411795,16.83411969303109
P::光学感知与成像,光学感知与成像,培养项目,32,1,32,1110.748029126433,519.0000414940246,16.691605679957988
P::新材料,新材料,培养项目,32,7,32,976.392273224641,812.59905448982,16.691605679957988
P::计量社会政策,计量社会政策,培养项目,32,1,32,654.2463243423294,532.7660443549152,16.691605679957988
P::半导体,半导体,培养项目,31,8,31,1122.6536583644695,494.98943974593664,16.54684693735011
P::工业工程与管理,工业工程与管理,培养项目,31,1,31,955.0545683938616,941.4635957976202,16.54684693735011
P::乌鸡产业提升,乌鸡产业提升,培养项目,30,1,30,1228.9694167409561,680.098673942423,16.3997339308457
P::农村发展与乡村振兴,农村发展与乡村振兴,培养项目,30,1,30,1116.606890018279,809.0736952127531,16.3997339308457
P::华为联培,华为联培,培养项目,30,1,30,942.0129279399814,806.5498588963328,16.3997339308457
P::南昌研究院,南昌研究院,培养项目,30,1,30,1298.685920254062,597.5970512402348,16.3997339308457
P::智能催化与绿色合成,智能催化与绿色合成,培养项目,30,2,30,897.4171254163361,767.9663329728791,16.3997339308457
P::智能控制与先进技术,智能控制与先进技术,培养项目,30,1,30,833.8526093755224,491.25693562737825,16.3997339308457
P::面向生命健康的高性能科学仪器和智能医疗设备,面向生命健康的高性能科学仪器和智能医疗设备,培养项目,30,1,30,752.112490622484,674.3362493963774,16.3997339308457
P::高性能聚烯烃材料,高性能聚烯烃材料,培养项目,30,2,30,1138.4615274204602,658.7036037158751,16.3997339308457
P::NGICS大平台工业控制系统综合安全,NGICS大平台工业控制系统综合安全,培养项目,29,4,29,1123.3538888489215,565.2057037268698,16.25014791714125
P::纪检监察,纪检监察,培养项目,29,2,29,1187.475456596484,454.5620377572549,16.25014791714125
P::风光储功率变换装备和系统,风光储功率变换装备和系统,培养项目,29,1,29,827.5904114020567,555.6234288692029,16.25014791714125
P::新型软件架构与系统,新型软件架构与系统,培养项目,28,3,28,1131.0083917195511,539.6593771975363,16.09795982218203
P::高端智能机电液装备,高端智能机电液装备,培养项目,28,1,28,699.2129565552657,562.3492336651481,16.09795982218203
P::高端装备与安全,高端装备与安全,培养项目,28,1,28,946.5091350900451,704.4678326347324,16.09795982218203
P::工业智能,工业智能,培养项目,26,1,26,1038.5044434712354,632.2984390465484,15.785201395733642
P::智能药学,智能药学,培养项目,26,1,26,1100.5629134671149,718.5225072287832,15.785201395733642
P::精密光学检测传感及智能光学成像技术与系统,精密光学检测传感及智能光学成像技术与系统,培养项目,26,1,26,1018.7236391158676,542.2322909222506,15.785201395733642
P::数字法治,数字法治,培养项目,25,1,25,1236.29896785819,428.6843636221005,15.624308382863852
P::智能网联交通,智能网联交通,培养项目,25,1,25,1106.0389635334072,545.4149112389927,15.624308382863852
P::绿色能源材料与低碳技术,绿色能源材料与低碳技术,培养项目,25,2,25,970.1668073518099,746.5740523472671,15.624308382863852
P::聚合物先进制造与高值循环,聚合物先进制造与高值循环,培养项目,25,2,25,996.9808721171892,791.4034205891843,15.624308382863852
P::高端智能医疗装备,高端智能医疗装备,培养项目,25,1,25,711.7418391594529,618.1750105481057,15.624308382863852
P::“双碳”高分子新材料,“双碳”高分子新材料,培养项目,24,1,24,605.571638113976,494.68011327325087,15.460164020412956
P::可持续智慧城市,可持续智慧城市,培养项目,24,1,24,930.7495704655747,413.54642616355966,15.460164020412956
P::海洋智能装备与无人系统,海洋智能装备与无人系统,培养项目,23,1,23,852.1236805347392,346.4769685188969,15.292562849530446
P::海洋电子与智能信息处理,海洋电子与智能信息处理,培养项目,23,1,23,916.9331697575484,553.534268141523,15.292562849530446
P::资产管理,资产管理,培养项目,23,1,23,813.9715430085616,655.5854351069315,15.292562849530446
P::低温制冷,低温制冷,培养项目,22,1,22,1099.340473824505,308.15514479370546,15.121276815330042
P::智能医疗技术及仪器工程,智能医疗技术及仪器工程,培养项目,22,1,22,717.579254387221,583.9398749784024,15.121276815330042
P::智能感知与检测,智能感知与检测,培养项目,22,1,22,982.6405247254248,499.9964288861567,15.121276815330042
P::生物安全,生物安全,培养项目,22,1,22,1274.28647566658,527.5435554001104,15.121276815330042
P::碳中和城市建设与生物质工程材料,碳中和城市建设与生物质工程材料,培养项目,22,2,22,1039.5831481647597,584.1377544776824,15.121276815330042
P::长三角智慧绿洲未来设计,长三角智慧绿洲未来设计,培养项目,22,1,22,1143.6650417517224,429.3410756329057,15.121276815330042
P::飞航智能技术与装备,飞航智能技术与装备,培养项目,22,1,22,1004.8330132046626,660.8640028739334,15.121276815330042
P::高新材料化学,高新材料化学,培养项目,22,2,22,877.6939310395886,820.598523821554,15.121276815330042
P::嵌入式系统与高端测试装备,嵌入式系统与高端测试装备,培养项目,21,1,21,724.8119386609538,670.2404578567275,14.946051626727574
P::智慧交通,智慧交通,培养项目,21,1,21,941.8044654537214,442.786696106086,14.946051626727574
P::储能科学与工程,储能科学与工程,培养项目,20,6,20,1062.9455859977234,539.668171492642,14.766602325701985
P::先进医药工程,先进医药工程,培养项目,20,2,20,1162.8109202360945,784.2870409596342,14.766602325701985
P::宁波理工联培,宁波理工联培,培养项目,20,2,20,972.7807358174985,693.4943567492165,14.766602325701985
P::投资银行,投资银行,培养项目,20,1,20,836.361380188159,642.0441568527493,14.766602325701985
P::数字媒体艺术,数字媒体艺术,培养项目,20,1,20,626.1105105996086,569.3932896118368,14.766602325701985
P::智慧环境,智慧环境,培养项目,20,3,20,1012.2821163401377,361.26029873939507,14.766602325701985
P::机器人与智能制造工程,机器人与智能制造工程,培养项目,20,2,20,965.7806570337083,649.1943127803273,14.766602325701985
P::电力关键基础设施安全,电力关键基础设施安全,培养项目,20,1,20,1111.2355030113029,694.1210803471876,14.766602325701985
P::电气化运载装备与系统,电气化运载装备与系统,培养项目,20,1,20,969.9537378751629,718.4905091673369,14.766602325701985
P::高端化学品智能设计与先进制造,高端化学品智能设计与先进制造,培养项目,20,2,20,1090.564357196319,592.8119995940793,14.766602325701985
P::高能电磁攻防装备与系统,高能电磁攻防装备与系统,培养项目,20,1,20,889.9634460193649,599.7271592772559,14.766602325701985
P::影视艺术与文化产业,影视艺术与文化产业,培养项目,19,1,19,672.1039752455963,555.4704552110185,14.582607845412776
P::涉外法治,涉外法治,培养项目,19,1,19,1128.3699363236826,313.702233697471,14.582607845412776
P::未来食品,未来食品,培养项目,18,1,18,1070.8287731822013,779.2901007767532,14.39370425996849
P::石窟文化,石窟文化,培养项目,18,2,18,1165.0613546326294,441.451666165318,14.39370425996849
P::船舶与海洋工程,船舶与海洋工程,培养项目,18,7,18,992.2614574414168,730.7901260536485,14.39370425996849
P::资源与环境（海洋）,资源与环境（海洋）,培养项目,18,1,18,555.5543092213039,574.6198591046465,14.39370425996849
P::国际中文教育及中华文化传播,国际中文教育及中华文化传播,培养项目,17,1,17,760.7173588987434,177.48227629726225,14.199476319527733
P::天姥实验室专项,天姥实验室专项,培养项目,17,1,17,912.3782099246635,511.4992199304875,14.199476319527733
P::智能海洋土木工程,智能海洋土木工程,培养项目,17,1,17,747.2985530297043,400.71962523547097,14.199476319527733
P::GF通信与信号处理技术,GF通信与信号处理技术,培养项目,16,1,16,1026.3688922891392,562.9880886209372,13.999446706291081
P::“一带一路”临床医学,“一带一路”临床医学,培养项目,16,9,16,1136.59034740031,687.4817023757039,13.999446706291081
P::智能机器人技术与工程,智能机器人技术与工程,培养项目,15,5,15,1136.6366298723772,515.5508745037893,13.793062213257002
P::生物材料与医疗器械,生物材料与医疗器械,培养项目,15,1,15,569.5087281749346,495.66800361723267,13.793062213257002
P::高效能电机系统及智能控制,高效能电机系统及智能控制,培养项目,15,1,15,843.2112147851811,733.7665808138346,13.793062213257002
P::减污降碳协同治理,减污降碳协同治理,培养项目,14,1,14,982.9184394569915,298.79476720663786,13.579675694634396
P::数字经济与三农现代化,数字经济与三农现代化,培养项目,14,1,14,1137.0277518651703,790.0730457742769,13.579675694634396
P::新一代信息通信技术,新一代信息通信技术,培养项目,14,3,14,1066.164979318628,514.3363604735456,13.579675694634396
P::智能网联新能源运载工具,智能网联新能源运载工具,培养项目,14,1,14,1062.7553313080496,493.2179324225519,13.579675694634396
P::海洋智能机器人组网、运维与应用,海洋智能机器人组网、运维与应用,培养项目,14,2,14,830.8196261163176,367.0025628298403,13.579675694634396
P::生成式智能设计与数字创意工程,生成式智能设计与数字创意工程,培养项目,14,2,14,1113.6043652892558,586.7354819658224,13.579675694634396
P::动物产品品质与安全,动物产品品质与安全,培养项目,13,2,13,1009.6354229388933,502.5459885535862,13.358522090419507
P::开放型经济与发展,开放型经济与发展,培养项目,13,1,13,588.4185324812873,669.019107954172,13.358522090419507
P::特色畜禽品种产业提升,特色畜禽品种产业提升,培养项目,13,1,13,1112.82384348039,649.3688377259724,13.358522090419507
P::中国书画创作的当代传承与社会美育,中国书画创作的当代传承与社会美育,培养项目,12,1,12,872.8522309919516,616.1538701376467,13.128685958191173
P::复杂组分固体燃料能源化利用,复杂组分固体燃料能源化利用,培养项目,12,1,12,997.0771460632335,275.19874520433706,13.128685958191173
P::文化遗产与博物馆研究,文化遗产与博物馆研究,培养项目,12,1,12,1186.319618532791,482.9202124057655,13.128685958191173
P::智能工业心理,智能工业心理,培养项目,12,1,12,827.6426444307251,714.2824913960629,13.128685958191173
P::动物疫病防控与生物安全,动物疫病防控与生物安全,培养项目,11,1,11,1244.7903020900314,576.4348981586347,12.889056517419688
P::城市学院联培,城市学院联培,培养项目,11,2,11,981.9627607301048,627.8952537335522,12.889056517419688
P::海洋风电工程,海洋风电工程,培养项目,11,3,11,856.4858482623305,372.99289481052114,12.889056517419688
P::光电探测与遥感,光电探测与遥感,培养项目,10,1,10,1004.7819973385075,816.720079242276,12.63826378068981
P::功能化学品智造工程,功能化学品智造工程,培养项目,10,2,10,1070.259631456859,442.8993027265028,12.63826378068981
P::医疗健康创新工程,医疗健康创新工程,培养项目,10,5,10,844.6953476705465,538.9879114574937,12.63826378068981
P::大健康高分子材料,大健康高分子材料,培养项目,10,1,10,1022.7406432380129,797.3290748965607,12.63826378068981
P::智能医药工程,智能医药工程,培养项目,10,1,10,1121.8895805294067,769.4542724692046,12.63826378068981
P::高端聚烯烃材料分子设计与高值化产品开发,高端聚烯烃材料分子设计与高值化产品开发,培养项目,10,1,10,1067.5485887613902,713.8959479835969,12.63826378068981
P::先进试验与测试,先进试验与测试,培养项目,9,5,9,1098.3084072472625,776.2848637226032,12.374585029718311
P::生物与医药（海洋）,生物与医药（海洋）,培养项目,8,1,8,1138.6907382603317,981.0905910156426,12.095802839978994
P::生物育种,生物育种,培养项目,8,2,8,821.6660483660215,470.8454676227113,12.095802839978994
P::社会工作与社会政策,社会工作与社会政策,培养项目,8,1,8,616.6278872118282,536.2658852232591,12.095802839978994
P::莫航联培,莫航联培,培养项目,8,1,8,857.5206238999061,488.06521028885766,12.095802839978994
P::海南研究院,海南研究院,培养项目,7,2,7,1043.6662345265818,705.1297388859653,11.798979911091015
P::海洋碳增汇过程与技术,海洋碳增汇过程与技术,培养项目,7,1,7,520.6180475762546,581.2707150797497,11.798979911091015
P::核科学与技术,核科学与技术,培养项目,6,3,6,979.9395050163456,669.5225973452532,11.480082010206477
P::工业母机,工业母机,培养项目,5,1,5,999.256354820227,402.75055721356057,11.133301162850993
P::新能源汽车高功率密度SiC驱动电机系统,新能源汽车高功率密度SiC驱动电机系统,培养项目,5,1,5,1046.5923878236042,522.1586701374266,11.133301162850993
P::智能机器人一体化关节伺服电机系统,智能机器人一体化关节伺服电机系统,培养项目,5,1,5,869.8837552103329,770.5270408185073,11.133301162850993
P::机器人伺服电机系统,机器人伺服电机系统,培养项目,5,1,5,952.339726497029,420.7524730927471,11.133301162850993
P::海洋生物资源利用,海洋生物资源利用,培养项目,4,1,4,1145.9996561096357,1012.9888568260903,10.74972335314554
P::网络安全,网络安全,培养项目,4,1,4,1117.2116783913937,435.6664949692388,10.74972335314554
P::高端化学试剂与精细化学品,高端化学试剂与精细化学品,培养项目,4,2,4,854.4264691166628,792.1756955790855,10.74972335314554
P::生物医药及高端医疗设备,生物医药及高端医疗设备,培养项目,3,2,3,1024.9302641358552,520.2836742647415,10.314342979095587
P::重庆研究院,重庆研究院,培养项目,2,1,2,1195.9402252812138,597.1867127744496,9.797901419989497
P::科学试验用仪器设备,科学试验用仪器设备,培养项目,1,1,1,1133.1821703453516,637.955104028101,9.12486167657277
L2::软件工程,软件工程,二级学科,757,13,757,1062.9125138702493,324.87818774043336,35.0
L2::电气工程,电气工程,二级学科,565,31,565,772.5700161345331,578.2684256870699,35.0
L2::计算机技术,计算机技术,二级学科,546,23,546,1152.8638676395,747.699713090775,35.0
L2::机械（机械学院）,机械（机械学院）,二级学科,459,6,459,695.3020134723783,453.2554774220597,35.0
L2::人工智能,人工智能,二级学科,409,21,409,930.952886594904,643.1798404138106,35.0
L2::药学,药学,二级学科,386,7,386,1056.68889913975,399.3702472650739,35.0
L2::电子信息（控制学院）,电子信息（控制学院）,二级学科,315,8,315,808.2182130734594,617.5210237681757,35.0
L2::内科学,内科学,二级学科,308,2,308,1246.2491760192133,502.5116892141638,35.0
