Id,Label,Layer,People,VizSize,Year,Degree,WeightedDegree,InWeight,OutWeight,ConsistencyOK,Level1,Level2,ParentLevel1s,Classification
L2::动力工程,动力工程,二级学科,118,18.82,overall,15,118,118,118,True,,动力工程,能源动力,理工类
L2::新一代电子信息技术（含量子技术等）,新一代电子信息技术（含量子技术等）,二级学科,117,18.76,overall,16,117,117,117,True,,新一代电子信息技术（含量子技术等）,电子信息,信息类
L2::戏剧与影视,戏剧与影视,二级学科,113,18.54,overall,3,113,113,113,True,,戏剧与影视,戏剧与影视,人文社科类
L2::教育管理,教育管理,二级学科,113,18.54,overall,1,113,113,113,True,,教育管理,教育,人文社科类
L2::土木水利（建工学院）,土木水利（建工学院）,二级学科,111,18.43,overall,4,111,111,111,True,,土木水利（建工学院）,土木水利,理工类
L2::控制工程,控制工程,二级学科,105,18.09,overall,17,105,105,105,True,,控制工程,电子信息,信息类
L2::材料工程,材料工程,二级学科,105,18.09,overall,13,105,105,105,True,,材料工程,材料与化工,理工类
L2::兽医,兽医,二级学科,101,17.86,overall,4,101,101,101,True,,兽医,兽医,农业生命环境类
L2::电子信息（海洋学院）,电子信息（海洋学院）,二级学科,97,17.62,overall,5,97,97,97,True,,电子信息（海洋学院）,电子信息,信息类
L2::电子信息（航空航天学院）,电子信息（航空航天学院）,二级学科,95,17.5,overall,3,95,95,95,True,,电子信息（航空航天学院）,电子信息,信息类
L2::护理,护理,二级学科,93,17.38,overall,1,93,93,93,True,,护理,护理,医药类
L2::机械工程,机械工程,二级学科,91,17.26,overall,18,91,91,91,True,,机械工程,机械,理工类
L2::生物与医药（化工学院）,生物与医药（化工学院）,二级学科,90,17.19,overall,6,90,90,90,True,,生物与医药（化工学院）,生物与医药,理工类
L2::土木水利（海洋学院）,土木水利（海洋学院）,二级学科,89,17.13,overall,4,89,89,89,True,,土木水利（海洋学院）,土木水利,理工类
L2::网络与信息安全,网络与信息安全,二级学科,89,17.13,overall,3,89,89,89,True,,网络与信息安全,电子信息,信息类
L2::新闻与传播,新闻与传播,二级学科,88,17.07,overall,1,88,88,88,True,,新闻与传播,新闻与传播,人文社科类
L2::儿科学,儿科学,二级学科,87,17.01,overall,1,87,87,87,True,,儿科学,临床医学,医药类
L2::机械（海洋学院）,机械（海洋学院）,二级学科,84,16.81,overall,4,84,84,84,True,,机械（海洋学院）,机械,理工类
L2::交通运输,交通运输,二级学科,82,16.69,overall,6,82,82,82,True,,交通运输,交通运输,理工类
L2::骨科学,骨科学,二级学科,81,16.62,overall,2,81,81,81,True,,骨科学,临床医学,医药类
L2::博物馆,博物馆,二级学科,76,16.29,overall,4,76,76,76,True,,博物馆,博物馆,人文社科类
L2::妇产科学,妇产科学,二级学科,74,16.15,overall,2,74,74,74,True,,妇产科学,临床医学,医药类
L2::法律（法学）,法律（法学）,二级学科,70,15.87,overall,2,70,70,70,True,,法律（法学）,法律,人文社科类
L2::城乡规划,城乡规划,二级学科,69,15.8,overall,2,69,69,69,True,,城乡规划,城乡规划,理工类
L2::肿瘤学,肿瘤学,二级学科,66,15.59,overall,2,66,66,66,True,,肿瘤学,临床医学,医药类
L2::学科教学（语文）,学科教学（语文）,二级学科,64,15.44,overall,1,64,64,64,True,,学科教学（语文）,教育,人文社科类
L2::科学与技术教育,科学与技术教育,二级学科,64,15.44,overall,1,64,64,64,True,,科学与技术教育,教育,人文社科类
L2::神经病学,神经病学,二级学科,60,15.14,overall,2,60,60,60,True,,神经病学,临床医学,医药类
L2::制药工程,制药工程,二级学科,58,14.99,overall,3,58,58,58,True,,制药工程,生物与医药,理工类
L2::电子信息（国际联合学院）,电子信息（国际联合学院）,二级学科,56,14.83,overall,3,56,56,56,True,,电子信息（国际联合学院）,电子信息,信息类
L2::农机装备工程,农机装备工程,二级学科,52,14.51,overall,1,52,52,52,True,,农机装备工程,机械,理工类
L2::光电信息工程,光电信息工程,二级学科,49,14.26,overall,7,49,49,49,True,,光电信息工程,电子信息,信息类
L2::国际商务,国际商务,二级学科,47,14.09,overall,2,47,47,47,True,,国际商务,国际商务,人文社科类
L2::风景园林,风景园林,二级学科,47,14.09,overall,1,47,47,47,True,,风景园林,风景园林,农业生命环境类
L2::集成电路工程,集成电路工程,二级学科,46,14.0,overall,4,46,46,46,True,,集成电路工程,电子信息,信息类
L2::农村发展,农村发展,二级学科,44,13.83,overall,2,44,44,44,True,,农村发展,农业,农业生命环境类
L2::资源与环境（地科学院）,资源与环境（地科学院）,二级学科,44,13.83,overall,1,44,44,44,True,,资源与环境（地科学院）,资源与环境,理工类
L2::麻醉学,麻醉学,二级学科,44,13.83,overall,2,44,44,44,True,,麻醉学,临床医学,医药类
L2::税务,税务,二级学科,42,13.65,overall,1,42,42,42,True,,税务,税务,人文社科类
L2::社会工作,社会工作,二级学科,40,13.46,overall,2,40,40,40,True,,社会工作,社会工作,人文社科类
L2::材料与化工（化学系）,材料与化工（化学系）,二级学科,39,13.37,overall,3,39,39,39,True,,材料与化工（化学系）,材料与化工,理工类
L2::材料与化工（高分子系）,材料与化工（高分子系）,二级学科,39,13.37,overall,2,39,39,39,True,,材料与化工（高分子系）,材料与化工,理工类
L2::眼科学,眼科学,二级学科,39,13.37,overall,1,39,39,39,True,,眼科学,临床医学,医药类
L2::数字经济,数字经济,二级学科,37,13.18,overall,1,37,37,37,True,,数字经济,数字经济,人文社科类
L2::美术与书法,美术与书法,二级学科,35,12.98,overall,3,35,35,35,True,,美术与书法,美术与书法,人文社科类
L2::市政工程（含给排水等）,市政工程（含给排水等）,二级学科,32,12.68,overall,3,32,32,32,True,,市政工程（含给排水等）,土木水利,理工类
L2::能源动力（能源学院),能源动力（能源学院),二级学科,32,12.68,overall,1,32,32,32,True,,能源动力（能源学院),能源动力,理工类
L2::儿外科学,儿外科学,二级学科,31,12.57,overall,1,31,31,31,True,,儿外科学,临床医学,医药类
L2::工程管理,工程管理,二级学科,31,12.57,overall,1,31,31,31,True,,工程管理,工程管理,理工类
L2::精神病与精神卫生学,精神病与精神卫生学,二级学科,30,12.46,overall,1,30,30,30,True,,精神病与精神卫生学,临床医学,医药类
L2::重症医学,重症医学,二级学科,29,12.35,overall,1,29,29,29,True,,重症医学,临床医学,医药类
L2::农业工程与信息技术,农业工程与信息技术,二级学科,28,12.24,overall,2,28,28,28,True,,农业工程与信息技术,农业,农业生命环境类
L2::放射影像学,放射影像学,二级学科,25,11.9,overall,2,25,25,25,True,,放射影像学,临床医学,医药类
L2::资源与环境（海洋学院）,资源与环境（海洋学院）,二级学科,25,11.9,overall,2,25,25,25,True,,资源与环境（海洋学院）,资源与环境,理工类
L2::电子信息（软件学院）,电子信息（软件学院）,二级学科,22,11.53,overall,8,22,22,22,True,,电子信息（软件学院）,电子信息,信息类
L2::临床病理,临床病理,二级学科,19,11.14,overall,1,19,19,19,True,,临床病理,临床医学,医药类
L2::水利工程,水利工程,二级学科,19,11.14,overall,4,19,19,19,True,,水利工程,土木水利,理工类
L2::皮肤病与性病学,皮肤病与性病学,二级学科,19,11.14,overall,2,19,19,19,True,,皮肤病与性病学,临床医学,医药类
L2::能源动力（国际联合学院）,能源动力（国际联合学院）,二级学科,19,11.14,overall,1,19,19,19,True,,能源动力（国际联合学院）,能源动力,理工类
L2::机械（软件学院）,机械（软件学院）,二级学科,18,11.01,overall,2,18,18,18,True,,机械（软件学院）,机械,理工类
L2::现代教育技术,现代教育技术,二级学科,18,11.01,overall,1,18,18,18,True,,现代教育技术,教育,人文社科类
L2::国际中文教育,国际中文教育,二级学科,17,10.87,overall,1,17,17,17,True,,国际中文教育,国际中文教育,人文社科类
L2::生物与医药（化学系）,生物与医药（化学系）,二级学科,17,10.87,overall,3,17,17,17,True,,生物与医药（化学系）,生物与医药,理工类
L2::环境工程,环境工程,二级学科,16,10.72,overall,2,16,16,16,True,,环境工程,资源与环境,理工类
L2::急诊医学,急诊医学,二级学科,15,10.57,overall,1,15,15,15,True,,急诊医学,临床医学,医药类
L2::超声医学,超声医学,二级学科,15,10.57,overall,1,15,15,15,True,,超声医学,临床医学,医药类
L2::临床检验诊断学,临床检验诊断学,二级学科,13,10.25,overall,1,13,13,13,True,,临床检验诊断学,临床医学,医药类
L2::全科医学,全科医学,二级学科,13,10.25,overall,1,13,13,13,True,,全科医学,临床医学,医药类
L2::耳鼻咽喉科学,耳鼻咽喉科学,二级学科,13,10.25,overall,1,13,13,13,True,,耳鼻咽喉科学,临床医学,医药类
L2::机械（国际联合学院）,机械（国际联合学院）,二级学科,12,10.09,overall,1,12,12,12,True,,机械（国际联合学院）,机械,理工类
L2::生物与医药（海洋学院）,生物与医药（海洋学院）,二级学科,12,10.09,overall,2,12,12,12,True,,生物与医药（海洋学院）,生物与医药,理工类
L2::土木水利（国际联合学院）,土木水利（国际联合学院）,二级学科,10,9.73,overall,1,10,10,10,True,,土木水利（国际联合学院）,土木水利,理工类
L2::机械（集成电路学院）,机械（集成电路学院）,二级学科,10,9.73,overall,1,10,10,10,True,,机械（集成电路学院）,机械,理工类
L2::生物医学工程,生物医学工程,二级学科,10,9.73,overall,4,10,10,10,True,,生物医学工程,电子信息,信息类
L2::清洁能源技术,清洁能源技术,二级学科,9,9.54,overall,1,9,9,9,True,,清洁能源技术,能源动力,理工类
L2::土木水利（工程师学院）,土木水利（工程师学院）,二级学科,8,9.34,overall,1,8,8,8,True,,土木水利（工程师学院）,土木水利,理工类
L2::海洋工程,海洋工程,二级学科,7,9.12,overall,2,7,7,7,True,,海洋工程,土木水利,理工类
L2::老年医学,老年医学,二级学科,7,9.12,overall,1,7,7,7,True,,老年医学,临床医学,医药类
L2::医学遗传学,医学遗传学,二级学科,6,8.89,overall,1,6,6,6,True,,医学遗传学,临床医学,医药类
L2::康复医学与理疗学,康复医学与理疗学,二级学科,6,8.89,overall,1,6,6,6,True,,康复医学与理疗学,临床医学,医药类
L2::运动医学,运动医学,二级学科,6,8.89,overall,1,6,6,6,True,,运动医学,临床医学,医药类
L2::放射肿瘤学,放射肿瘤学,二级学科,5,8.64,overall,1,5,5,5,True,,放射肿瘤学,临床医学,医药类
L2::仪器仪表工程,仪器仪表工程,二级学科,3,8.04,overall,2,3,3,3,True,,仪器仪表工程,电子信息,信息类
L2::核医学,核医学,二级学科,3,8.04,overall,1,3,3,3,True,,核医学,临床医学,医药类
L2::航天工程,航天工程,二级学科,3,8.04,overall,2,3,3,3,True,,航天工程,机械,理工类
L2::储能技术,储能技术,二级学科,2,8.0,overall,1,2,2,2,True,,储能技术,能源动力,理工类
L2::地质工程,地质工程,二级学科,2,8.0,overall,1,2,2,2,True,,地质工程,资源与环境,理工类
L2::机械（工程师学院）,机械（工程师学院）,二级学科,2,8.0,overall,1,2,2,2,True,,机械（工程师学院）,机械,理工类
L2::临床医学,临床医学,二级学科,1,8.0,overall,1,1,1,1,True,,临床医学,临床医学,医药类
L2::电子信息（工程师学院）,电子信息（工程师学院）,二级学科,1,8.0,overall,1,1,1,1,True,,电子信息（工程师学院）,电子信息,信息类
L2::航空工程,航空工程,二级学科,1,8.0,overall,1,1,1,1,True,,航空工程,机械,理工类
