Source,Target,Type,Id,Label,timeset,Weight
1023039,1021140,Undirected,498,,,56
1023039,1021145,Undirected,499,,,105
1023039,1021153,Undirected,500,,,50
1023039,1022138,Undirected,501,,,166
1023039,1023040,Undirected,502,,,192
1023039,1023042,Undirected,503,,,313
1023039,1023050,Undirected,504,,,46
1023039,1023077,Undirected,505,,,79
1023039,1023078,Undirected,506,,,157
1023039,1023101,Undirected,507,,,68
1023039,1023105,Undirected,508,,,159
1023039,1023106,Undirected,509,,,448
1023039,1023118,Undirected,510,,,42
1023039,1023119,Undirected,511,,,50
1023039,1023141,Undirected,512,,,75
1023039,1041095,Undirected,513,,,205
1023039,1042114,Undirected,514,,,214
1023039,109505,Undirected,515,,,45
1023039,409506,Undirected,517,,,45
1023039,409523,Undirected,518,,,62
1023039,409529,Undirected,519,,,35
1023039,609606,Undirected,521,,,78
1023039,9809306,Undirected,522,,,43
1023039,9809315,Undirected,523,,,96
1023039,9909302,Undirected,524,,,42
1023040,1023042,Undirected,525,,,146
1023040,1023078,Undirected,526,,,128
1023040,1023106,Undirected,527,,,214
1023040,1041095,Undirected,528,,,116
1023040,609606,Undirected,531,,,67
1023042,1023078,Undirected,532,,,139
1023042,1023105,Undirected,533,,,106
1023042,1023106,Undirected,534,,,298
1023042,1023118,Undirected,535,,,41
1023042,609606,Undirected,536,,,50
1023049,1023050,Undirected,539,,,53
1023077,1023101,Undirected,540,,,109
1023077,609606,Undirected,541,,,48
1023078,1021127,Undirected,542,,,63
1023078,1023105,Undirected,543,,,101
1023078,1023106,Undirected,544,,,220
1023083,1023084,Undirected,545,,,108
1023101,1021125,Undirected,546,,,75
1023105,1021127,Undirected,547,,,71
1023105,1023106,Undirected,548,,,179
1023105,1023118,Undirected,549,,,42
1023106,1021127,Undirected,550,,,159
1023106,1021145,Undirected,551,,,99
1023106,1022138,Undirected,552,,,87
1023106,1023118,Undirected,553,,,77
1023106,1023119,Undirected,554,,,61
1023106,1041095,Undirected,555,,,161
1023106,409506,Undirected,556,,,42
1023106,609606,Undirected,557,,,70
1023106,9909302,Undirected,558,,,37
1041095,1042114,Undirected,559,,,300
1041095,109504,Undirected,560,,,41
1041095,109505,Undirected,561,,,50
1041095,109510,Undirected,562,,,137
1041095,109512,Undirected,563,,,29
1041095,409520,Undirected,565,,,28
1041095,409523,Undirected,566,,,80
1041095,409529,Undirected,567,,,37
1041095,609606,Undirected,568,,,348
109504,109505,Undirected,569,,,35
109505,1509001,Undirected,573,,,30
109505,500010,Undirected,579,,,58
109505,509001,Undirected,580,,,23
109510,1121301,Undirected,581,,,94
109510,1121302,Undirected,582,,,57
109510,2122023,Undirected,583,,,79
109510,2124003,Undirected,584,,,74
109510,622001,Undirected,589,,,78
109510,822021,Undirected,590,,,101
109510,822022,Undirected,591,,,115
109510,2122021,Undirected,592,,,84
109510,2613003,Undirected,593,,,75
109510,922007,Undirected,594,,,63
109510,1021088,Undirected,595,,,52
109510,409530,Undirected,596,,,40
109510,609606,Undirected,598,,,149
209503,1121301,Undirected,599,,,59
209503,500010,Undirected,605,,,74
209503,509001,Undirected,606,,,28
209513,1121301,Undirected,607,,,44
209513,1121302,Undirected,608,,,38
409506,1121301,Undirected,3581,,,71
409506,1121302,Undirected,3582,,,64
409506,1121311,Undirected,3583,,,37
409506,1121341,Undirected,3584,,,39
409506,2124003,Undirected,3585,,,78
409506,2124075,Undirected,3586,,,46
409506,2142001,Undirected,3587,,,85
409506,2712001,Undirected,3588,,,51
409506,2742002,Undirected,3589,,,50
409506,3309001,Undirected,3590,,,50
409508,1121301,Undirected,3596,,,59
409508,1121302,Undirected,3597,,,42
409508,2122023,Undirected,3598,,,54
409508,2124003,Undirected,3599,,,91
409508,2124075,Undirected,3600,,,46
409508,2124095,Undirected,3601,,,41
409508,2142001,Undirected,3602,,,41
409508,3121607,Undirected,3603,,,39
409508,409529,Undirected,3605,,,38
409520,1121301,Undirected,3608,,,24
409520,1121302,Undirected,3609,,,26
409520,1121341,Undirected,3610,,,27
409520,1121342,Undirected,3611,,,25
409520,209509,Undirected,3612,,,33
409520,2124003,Undirected,3613,,,32
409520,2124075,Undirected,3614,,,36
409520,2124095,Undirected,3615,,,28
409520,409511,Undirected,3617,,,25
409523,1121301,Undirected,3619,,,106
409523,1121302,Undirected,3620,,,93
409523,1121341,Undirected,3621,,,71
409523,2122023,Undirected,3622,,,103
409523,2124003,Undirected,3623,,,153
409523,2124075,Undirected,3624,,,96
409523,3121607,Undirected,3625,,,64
409523,3121705,Undirected,3626,,,63
409523,3121710,Undirected,3628,,,96
409523,409526,Undirected,3629,,,30
409523,409529,Undirected,3630,,,64
409523,409530,Undirected,3631,,,38
409523,409533,Undirected,3632,,,11
409523,509001,Undirected,3636,,,29
409523,609606,Undirected,3637,,,59
409526,2124003,Undirected,3638,,,24
409526,413003,Undirected,3640,,,27
409526,423161,Undirected,3641,,,16
409526,5002001,Undirected,3642,,,76
409526,5022001,Undirected,3643,,,74
409529,1121301,Undirected,3644,,,30
409529,1121302,Undirected,3645,,,29
409529,1822011,Undirected,3646,,,29
409529,209509,Undirected,3647,,,33
409529,2122023,Undirected,3648,,,47
409529,2124003,Undirected,3649,,,56
409529,2124075,Undirected,3650,,,36
409529,509001,Undirected,3654,,,43
409529,509617,Undirected,3655,,,12
409530,1121301,Undirected,3656,,,60
409530,1121302,Undirected,3657,,,43
409530,2122023,Undirected,3658,,,76
409530,2124003,Undirected,3659,,,63
409530,2124075,Undirected,3660,,,36
409530,5002001,Undirected,3664,,,53
409530,5022001,Undirected,3665,,,56
409530,622001,Undirected,3666,,,38
409530,822021,Undirected,3667,,,79
409530,822022,Undirected,3668,,,79
409530,823037,Undirected,3669,,,35
409530,823049,Undirected,3670,,,42
409530,823055,Undirected,3671,,,35
409530,2122021,Undirected,3672,,,69
409530,2613003,Undirected,3673,,,43
409530,1123110,Undirected,3674,,,41
409530,1121303,Undirected,3675,,,42
409530,2122002,Undirected,3676,,,120
409530,2122018,Undirected,3677,,,72
409530,509647,Undirected,3679,,,9
609606,822021,Undirected,7625,,,56
609606,822022,Undirected,7626,,,55
9909302,1121301,Undirected,7628,,,61
9909302,1121302,Undirected,7629,,,40
9909302,1121341,Undirected,7630,,,37
9909302,1822011,Undirected,7631,,,35
9909302,209509,Undirected,7632,,,62
9909302,2124003,Undirected,7633,,,52
9909302,2124075,Undirected,7634,,,48
9909302,2124095,Undirected,7635,,,46
9909302,2142001,Undirected,7636,,,170
9909302,2712001,Undirected,7637,,,42
9909302,3309001,Undirected,7638,,,117
9909302,3724002,Undirected,7641,,,35
9909302,440001,Undirected,7642,,,171
9909302,500011,Undirected,7644,,,85
9909302,624570,Undirected,7645,,,41
9909302,821020,Undirected,7646,,,55
9909302,821026,Undirected,7647,,,50
9909302,821042,Undirected,7648,,,43
9909302,822021,Undirected,7649,,,156
9909302,822022,Undirected,7650,,,98
9909302,823046,Undirected,7651,,,36
9909302,823047,Undirected,7652,,,40
9909302,823049,Undirected,7653,,,93
9909302,9809315,Undirected,7654,,,83
9909302,500010,Undirected,7655,,,140
9909302,509001,Undirected,7656,,,31
9909302,509617,Undirected,7657,,,12
9909302,509654,Undirected,7658,,,20
9909302,509659,Undirected,7659,,,15
9909302,9809310,Undirected,7660,,,25
9909302,9809314,Undirected,7661,,,22
9909302,9909304,Undirected,7662,,,21
1021157,2742002,Undirected,7663,,,80
1021157,3309001,Undirected,7664,,,38
1021157,1041158,Undirected,7666,,,78
6043907,2142001,Undirected,7667,,,265
6043907,2712002,Undirected,7668,,,222
6043907,3309001,Undirected,7669,,,91
6043907,500011,Undirected,7673,,,297
6043907,6043906,Undirected,7674,,,1156
6043907,1211386,Undirected,7675,,,74
6043907,1402001,Undirected,7676,,,73
6043907,1411001,Undirected,7677,,,69
6043907,2113002,Undirected,7678,,,79
6043907,2113004,Undirected,7679,,,87
6043907,2511016,Undirected,7680,,,352
6043907,2611002,Undirected,7681,,,213
6043907,2713003,Undirected,7682,,,21
6043907,2812001,Undirected,7683,,,92
6043907,2901001,Undirected,7684,,,40
6043907,3142001,Undirected,7685,,,863
6043907,5141089,Undirected,7686,,,940
6043907,6001918,Undirected,7687,,,473
6043907,6001925,Undirected,7688,,,402
6043907,6002001,Undirected,7689,,,1034
6043907,6041902,Undirected,7690,,,245
6043907,811006,Undirected,7691,,,74
6043907,811017,Undirected,7692,,,107
6043907,813011,Undirected,7693,,,68
1011151,3309001,Undirected,7694,,,45
1011151,1021149,Undirected,7697,,,71
1011151,1021153,Undirected,7698,,,64
1011151,1023154,Undirected,7699,,,36
1021149,3309001,Undirected,7700,,,57
1021149,1021148,Undirected,7703,,,42
1021149,1021150,Undirected,7704,,,38
1021149,1021153,Undirected,7705,,,98
1021149,1023154,Undirected,7706,,,37
1023154,1021153,Undirected,7708,,,38
1013102,5012001,Undirected,7709,,,31
1012131,1021140,Undirected,7710,,,82
1012131,1021148,Undirected,7711,,,32
1012131,1022138,Undirected,7712,,,89
1021148,1021150,Undirected,7717,,,24
1022138,3309001,Undirected,7718,,,88
1022138,1021145,Undirected,7721,,,100
1022138,1021144,Undirected,7722,,,18
1022138,1023141,Undirected,7723,,,74
1022138,500010,Undirected,7724,,,64
5012001,1323122,Undirected,7725,,,35
5012001,2824001,Undirected,7726,,,52
5012001,5002001,Undirected,7727,,,1625
5012001,1313098,Undirected,7728,,,54
5012001,1609001,Undirected,7729,,,27
5012001,1609603,Undirected,7730,,,161
5012001,1611503,Undirected,7731,,,137
5012001,1613051,Undirected,7732,,,113
5012001,211119,Undirected,7733,,,38
5012001,2211010,Undirected,7734,,,28
5012001,2223020,Undirected,7735,,,38
5012001,411184,Undirected,7736,,,26
5012001,411185,Undirected,7737,,,23
5012001,423260,Undirected,7738,,,21
5012001,5022001,Undirected,7739,,,67
1021153,3309001,Undirected,7741,,,54
1021127,1023118,Undirected,7744,,,53
1042114,1041158,Undirected,7745,,,108
1042114,2742002,Undirected,7746,,,360
1042114,440001,Undirected,7747,,,431
9809306,1121301,Undirected,9276,,,68
9809306,1121302,Undirected,9277,,,51
9809306,1121341,Undirected,9278,,,52
9809306,209509,Undirected,9279,,,84
9809306,2124003,Undirected,9280,,,114
9809306,2124075,Undirected,9281,,,112
9809306,2124095,Undirected,9282,,,112
9809306,2142001,Undirected,9283,,,227
9809306,2522001,Undirected,9284,,,46
9809306,3121607,Undirected,9285,,,45
9809306,3309001,Undirected,9286,,,176
9809306,3724002,Undirected,9288,,,55
9809306,440001,Undirected,9289,,,270
9809306,500011,Undirected,9291,,,49
9809306,622001,Undirected,9292,,,53
9809306,624570,Undirected,9293,,,62
